cell_id,Phylloscopus trochiloides,Phylloscopus trochiloides viridanus,Phylloscopus trochiloides trochiloides/ludlowi,Phylloscopus trochiloides obscuratus
843cf69ffffffff,7.0,0.0,0.0,0.0
843cf6dffffffff,2.0,0.0,0.0,0.0
843d005ffffffff,6.0,0.0,0.0,0.0
843d00dffffffff,4.0,0.0,0.0,0.0
843d04dffffffff,3.0,0.0,1.0,0.0
843d06dffffffff,2.0,0.0,0.0,0.0
843d107ffffffff,2.0,2.0,0.0,0.0
843d10dffffffff,2.0,0.0,0.0,0.0
843d119ffffffff,10.0,0.0,0.0,0.0
843d137ffffffff,2.0,0.0,0.0,0.0
843d139ffffffff,22.0,0.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0,0.0
843d1e7ffffffff,4.0,0.0,0.0,0.0
843d1e9ffffffff,2.0,0.0,0.0,0.0
843d1edffffffff,11.0,0.0,0.0,0.0
843d223ffffffff,2.0,0.0,0.0,0.0
843d227ffffffff,5.0,0.0,0.0,0.0
843d22dffffffff,4.0,0.0,0.0,0.0
843d265ffffffff,2.0,0.0,0.0,0.0
843d307ffffffff,4.0,0.0,0.0,0.0
843d333ffffffff,3.0,0.0,0.0,0.0
843d33dffffffff,2.0,0.0,2.0,0.0
843d35dffffffff,3.0,0.0,0.0,0.0
843d845ffffffff,17.0,0.0,0.0,0.0
843d859ffffffff,6.0,0.0,0.0,0.0
843d899ffffffff,1.0,1.0,0.0,0.0
843d8b1ffffffff,2.0,0.0,0.0,0.0
843d8b9ffffffff,1.0,0.0,0.0,0.0
843d8ddffffffff,14.0,0.0,0.0,0.0
843d8e5ffffffff,2.0,2.0,0.0,0.0
843d9b7ffffffff,3.0,0.0,0.0,0.0
843da11ffffffff,9.0,0.0,0.0,0.0
843da1dffffffff,2.0,2.0,0.0,0.0
843da37ffffffff,72.0,0.0,0.0,0.0
843da69ffffffff,3.0,0.0,0.0,0.0
843da97ffffffff,5.0,0.0,0.0,0.0
843da9dffffffff,2.0,0.0,0.0,0.0
843dad9ffffffff,12.0,0.0,0.0,0.0
843daddffffffff,2.0,0.0,0.0,0.0
843db13ffffffff,10.0,0.0,0.0,0.0
843db25ffffffff,7.0,0.0,0.0,0.0
843db29ffffffff,3.0,0.0,0.0,0.0
843db2dffffffff,2.0,0.0,0.0,0.0
843db61ffffffff,2.0,0.0,0.0,0.0
843db67ffffffff,14.0,1.0,0.0,0.0
843f767ffffffff,3.0,0.0,0.0,0.0
8440c59ffffffff,9.0,0.0,0.0,8.0
8440e11ffffffff,6.0,0.0,4.0,2.0
8440e13ffffffff,8.0,0.0,0.0,0.0
8440e1bffffffff,2.0,0.0,0.0,0.0
8440e3dffffffff,2.0,0.0,0.0,0.0
8440ec1ffffffff,7.0,0.0,7.0,0.0
8440ee5ffffffff,3.0,0.0,0.0,0.0
8441037ffffffff,2.0,2.0,0.0,0.0
84411c9ffffffff,3.0,0.0,0.0,0.0
84411cbffffffff,2.0,0.0,0.0,0.0
8441659ffffffff,3.0,0.0,0.0,0.0
8441a43ffffffff,20.0,0.0,0.0,0.0
8441a55ffffffff,56.0,0.0,0.0,0.0
8441b43ffffffff,9.0,0.0,0.0,0.0
8441b5dffffffff,2.0,0.0,0.0,0.0
8442493ffffffff,4.0,0.0,0.0,0.0
8442515ffffffff,2.0,0.0,0.0,0.0
8442531ffffffff,3.0,0.0,0.0,0.0
8442c0dffffffff,1.0,0.0,0.0,0.0
8442c13ffffffff,3.0,1.0,0.0,0.0
8442c27ffffffff,3.0,0.0,0.0,0.0
8442c29ffffffff,2.0,0.0,0.0,0.0
8442c41ffffffff,3.0,0.0,0.0,0.0
8442c43ffffffff,5.0,0.0,0.0,0.0
8442c49ffffffff,1.0,1.0,0.0,0.0
8442c67ffffffff,2.0,0.0,0.0,0.0
8442c69ffffffff,2.0,0.0,0.0,0.0
8442cbdffffffff,2.0,0.0,0.0,0.0
8442cc7ffffffff,2.0,0.0,0.0,0.0
8442cd1ffffffff,2.0,0.0,0.0,0.0
8442cd7ffffffff,2.0,0.0,0.0,0.0
8442cdbffffffff,41.0,0.0,0.0,0.0
8442d89ffffffff,4.0,0.0,0.0,0.0
8442d97ffffffff,2.0,0.0,0.0,0.0
8442d9dffffffff,2.0,0.0,0.0,0.0
8442dc1ffffffff,1.0,0.0,0.0,0.0
8442dc9ffffffff,2.0,0.0,0.0,0.0
8442dcdffffffff,7.0,0.0,0.0,0.0
8442dd1ffffffff,22.0,0.0,0.0,0.0
8442dd9ffffffff,6.0,0.0,0.0,0.0
8442eb3ffffffff,14.0,0.0,0.0,0.0
844ba15ffffffff,2.0,0.0,0.0,0.0
844ba57ffffffff,23.0,0.0,0.0,0.0
844bb19ffffffff,9.0,0.0,0.0,0.0
8460025ffffffff,1.0,0.0,0.0,0.0
846002dffffffff,1.0,0.0,0.0,0.0
846004dffffffff,2.0,0.0,0.0,0.0
8460065ffffffff,5.0,0.0,0.0,0.0
846006dffffffff,6.0,0.0,0.0,0.0
84600e3ffffffff,1.0,0.0,0.0,0.0
8460111ffffffff,3.0,0.0,0.0,0.0
8460113ffffffff,1.0,0.0,0.0,0.0
8460117ffffffff,5.0,0.0,0.0,0.0
846012bffffffff,2.0,2.0,0.0,0.0
8460131ffffffff,1.0,0.0,0.0,0.0
8460143ffffffff,4.0,0.0,0.0,0.0
8460145ffffffff,77.0,0.0,0.0,0.0
8460147ffffffff,2.0,0.0,0.0,0.0
8460149ffffffff,14.0,3.0,0.0,0.0
846014bffffffff,2.0,0.0,0.0,0.0
846014dffffffff,16.0,0.0,0.0,0.0
8460153ffffffff,1.0,0.0,0.0,0.0
8460157ffffffff,2.0,0.0,0.0,0.0
846015dffffffff,27.0,0.0,0.0,0.0
8460161ffffffff,1.0,0.0,0.0,0.0
8460169ffffffff,50.0,8.0,0.0,0.0
846016bffffffff,4.0,4.0,0.0,0.0
84601a5ffffffff,5.0,0.0,0.0,0.0
84601e9ffffffff,35.0,0.0,0.0,0.0
84601edffffffff,15.0,0.0,0.0,0.0
8460221ffffffff,24.0,0.0,0.0,0.0
8460227ffffffff,5.0,0.0,0.0,0.0
846022dffffffff,3.0,0.0,0.0,0.0
8460261ffffffff,11.0,0.0,0.0,0.0
8460263ffffffff,7.0,0.0,0.0,0.0
8460267ffffffff,2.0,0.0,0.0,0.0
846026bffffffff,2.0,0.0,0.0,0.0
846030bffffffff,2.0,0.0,0.0,0.0
8460311ffffffff,3.0,0.0,0.0,0.0
8460313ffffffff,13.0,0.0,0.0,0.0
8460315ffffffff,4.0,0.0,0.0,0.0
8460319ffffffff,46.0,2.0,10.0,0.0
846031bffffffff,48.0,2.0,0.0,0.0
846031dffffffff,7.0,0.0,0.0,0.0
8460323ffffffff,2.0,0.0,0.0,0.0
8460331ffffffff,52.0,0.0,0.0,0.0
8460333ffffffff,25.0,4.0,0.0,0.0
8460335ffffffff,21.0,0.0,0.0,0.0
8460339ffffffff,43.0,0.0,0.0,0.0
846033bffffffff,69.0,0.0,0.0,0.0
8460351ffffffff,3.0,0.0,0.0,0.0
8460353ffffffff,11.0,0.0,0.0,0.0
846035bffffffff,4.0,0.0,0.0,0.0
8460881ffffffff,2.0,0.0,0.0,0.0
8460885ffffffff,3.0,0.0,0.0,0.0
8460887ffffffff,3.0,0.0,0.0,0.0
8460889ffffffff,4.0,0.0,0.0,0.0
846088dffffffff,3.0,0.0,0.0,0.0
84608b5ffffffff,1.0,0.0,0.0,0.0
84608edffffffff,2.0,0.0,0.0,0.0
8460925ffffffff,54.0,54.0,0.0,0.0
846099bffffffff,1.0,0.0,0.0,0.0
84609dbffffffff,2.0,0.0,0.0,0.0
8460a25ffffffff,23.0,0.0,0.0,0.0
8460a27ffffffff,25.0,0.0,0.0,0.0
8460a39ffffffff,6.0,0.0,0.0,0.0
8460a61ffffffff,19.0,0.0,0.0,0.0
8460a63ffffffff,3.0,0.0,0.0,0.0
8460a83ffffffff,2.0,0.0,0.0,0.0
8460a91ffffffff,4.0,0.0,0.0,0.0
8460a97ffffffff,1.0,0.0,0.0,0.0
8460a99ffffffff,8.0,0.0,0.0,0.0
8460a9dffffffff,9.0,0.0,0.0,0.0
8460ad1ffffffff,2.0,0.0,0.0,0.0
8460ad3ffffffff,6.0,0.0,0.0,0.0
8460ad7ffffffff,12.0,0.0,0.0,0.0
8460adbffffffff,4.0,0.0,0.0,0.0
8460b17ffffffff,3.0,0.0,0.0,0.0
8460b19ffffffff,19.0,0.0,0.0,0.0
8460b29ffffffff,2.0,0.0,0.0,0.0
8460b3dffffffff,11.0,0.0,0.0,0.0
8460b47ffffffff,2.0,0.0,0.0,0.0
8460b53ffffffff,5.0,0.0,0.0,0.0
8460b6bffffffff,4.0,0.0,0.0,0.0
846111bffffffff,2.0,0.0,0.0,0.0
8461885ffffffff,4.0,3.0,0.0,0.0
8461893ffffffff,5.0,0.0,0.0,0.0
8461897ffffffff,5.0,0.0,0.0,0.0
84618b9ffffffff,41.0,0.0,0.0,0.0
84618c5ffffffff,3.0,0.0,0.0,0.0
84648c9ffffffff,1.0,0.0,0.0,0.0
8464911ffffffff,2.0,0.0,0.0,0.0
8464e49ffffffff,69.0,0.0,0.0,8.0
8464e4dffffffff,2.0,0.0,0.0,0.0
8464e6bffffffff,2.0,0.0,0.0,0.0
8464e6dffffffff,2.0,0.0,0.0,0.0
8465993ffffffff,3.0,0.0,0.0,0.0
