cell_id,Dicrurus bracteatus,Dicrurus bracteatus morotensis,Dicrurus bracteatus atrocaeruleus,Dicrurus bracteatus buruensis,Dicrurus bracteatus amboinensis,Dicrurus bracteatus carbonarius,Dicrurus bracteatus laemostictus,Dicrurus bracteatus meeki,Dicrurus bracteatus longirostris,Dicrurus bracteatus [bracteatus Group]
8272a7fffffffff,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
8272affffffffff,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
8272d7fffffffff,37.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
8272dffffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8272f7fffffffff,22.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
827397fffffffff,95.0,2.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82739ffffffffff,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
82941ffffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829447fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82944ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829457fffffffff,2695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
82945ffffffffff,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8294affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8294effffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8294f7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829547fffffffff,53.0,0.0,0.0,36.0,17.0,0.0,0.0,0.0,0.0,0.0
82956ffffffffff,96.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
829c07fffffffff,1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c0ffffffffff,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c1ffffffffff,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c27fffffffff,4744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c2ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c47fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c5ffffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c77fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c97fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829c9ffffffffff,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829ca7fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829caffffffffff,248.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
829cb7fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829cd7fffffffff,230.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
829ce7fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829ceffffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829cf7fffffffff,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829d07fffffffff,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829d0ffffffffff,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829d27fffffffff,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829d2ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829d9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829ed7fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
829edffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82be0ffffffffff,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82be1ffffffffff,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82be77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82be8ffffffffff,9163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82beaffffffffff,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
82bed7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bedffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82bef7fffffffff,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
