cell_id,Lanius schach,Lanius schach erythronotus/caniceps,Lanius schach schach,Lanius schach tricolor/longicaudatus,Lanius schach bentet,Lanius schach [nasutus Group],Lanius schach schach x tricolor
84194d9ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
84201abffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8420803ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
84208edffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8420e3bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842c513ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842c93bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8430305ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8430833ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8430991ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8430995ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8430997ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84309b3ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84309b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84309d9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8431859ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8431889ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84319ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
843c029ffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
843c02dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c063ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
843c0a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
843c0b7ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
843c191ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
