cell_id,Buteo buteo,Buteo buteo buteo,Buteo buteo arrigonii,Buteo buteo rothschildi,Buteo buteo insularum,Buteo buteo bannermani,Buteo buteo vulpinus/menetriesi
840886bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841136bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418059ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84182cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418443ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8418491ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418493ffffffff,25.0,25.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,20.0,1.0,0.0,0.0,0.0,0.0,0.0
8418497ffffffff,30.0,27.0,0.0,0.0,0.0,0.0,0.0
84184b1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84184b3ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
84184b7ffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
84184b9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84184bbffffffff,14.0,8.0,0.0,0.0,0.0,0.0,0.0
8418593ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418597ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b3ffffffff,66.0,43.0,0.0,0.0,0.0,0.0,0.0
84185b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84185b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84185bbffffffff,57.0,4.0,0.0,0.0,0.0,0.0,0.0
8418623ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418633ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8418687ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84186c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418729ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8419401ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8419411ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8419417ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8419423ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
841942bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84194adffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8419501ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8419507ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841951bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8419591ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84196d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e025ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
841e033ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e037ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,1.0
841e041ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e045ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
841e049ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841e051ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e05bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e085ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,2.0
841e08dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
841e0a9ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,17.0
841e0b7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
841e0e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e0ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e149ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e163ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e233ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e235ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841e343ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e355ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e427ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e5c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e6a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841e6e7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e815ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841ea03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea41ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841ea49ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
841ea4dffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
841ea53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea93ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec1dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec47ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,7.0
841ec91ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
841ec99ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec9dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841eca9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecc5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eccbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecd5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecd7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ece9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ed13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
841ed9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
841edadffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee91ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eea3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841eea5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eeb5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eedbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
