cell_id,Pandion haliaetus,Pandion haliaetus haliaetus,Pandion haliaetus carolinensis,Pandion haliaetus ridgwayi,Pandion haliaetus cristatus
840c063ffffffff,4.0,0.0,0.0,0.0,0.0
840c067ffffffff,2.0,0.0,0.0,0.0,0.0
840c141ffffffff,2.0,0.0,0.0,0.0,0.0
840c143ffffffff,2.0,0.0,0.0,0.0,0.0
840c149ffffffff,1.0,0.0,0.0,0.0,0.0
840c415ffffffff,83.0,0.0,0.0,0.0,0.0
840c465ffffffff,2.0,0.0,2.0,0.0,0.0
840c51dffffffff,2.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,11.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,10.0,0.0,0.0,0.0,0.0
840c5adffffffff,2.0,0.0,0.0,0.0,0.0
840c699ffffffff,2.0,0.0,0.0,0.0,0.0
840c715ffffffff,3.0,0.0,0.0,0.0,0.0
840c71bffffffff,4.0,0.0,0.0,0.0,0.0
840c733ffffffff,3.0,0.0,0.0,0.0,0.0
840cd8dffffffff,4.0,0.0,0.0,0.0,0.0
840cee5ffffffff,2.0,0.0,0.0,0.0,0.0
840d039ffffffff,2.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,1.0,0.0,0.0,0.0,0.0
840e45bffffffff,1.0,0.0,0.0,0.0,0.0
840e5adffffffff,1.0,0.0,0.0,0.0,0.0
840e805ffffffff,1.0,0.0,0.0,0.0,0.0
840e9a7ffffffff,3.0,0.0,0.0,0.0,0.0
840eea7ffffffff,2.0,0.0,0.0,0.0,0.0
840eeabffffffff,21.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,2.0,0.0,0.0,0.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0,0.0
8412515ffffffff,2.0,0.0,2.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0,0.0
84125d7ffffffff,4.0,0.0,0.0,0.0,0.0
841289bffffffff,2.0,0.0,2.0,0.0,0.0
84128bdffffffff,1.0,0.0,0.0,0.0,0.0
8412b01ffffffff,3.0,0.0,0.0,0.0,0.0
8412b03ffffffff,2.0,0.0,0.0,0.0,0.0
8412b15ffffffff,2.0,0.0,0.0,0.0,0.0
8412b55ffffffff,3.0,0.0,0.0,0.0,0.0
8412c07ffffffff,2.0,0.0,0.0,0.0,0.0
8412c21ffffffff,1.0,0.0,0.0,0.0,0.0
8412c33ffffffff,3.0,0.0,0.0,0.0,0.0
8412c39ffffffff,4.0,0.0,0.0,0.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0,0.0
8412c85ffffffff,3.0,0.0,0.0,0.0,0.0
8412cabffffffff,2.0,0.0,0.0,0.0,0.0
8412cadffffffff,3.0,0.0,0.0,0.0,0.0
8412cbdffffffff,3.0,0.0,2.0,0.0,0.0
8412ccdffffffff,23.0,0.0,2.0,0.0,0.0
8412d01ffffffff,2.0,0.0,2.0,0.0,0.0
8412d0bffffffff,4.0,0.0,4.0,0.0,0.0
8412d11ffffffff,2.0,0.0,2.0,0.0,0.0
8412d17ffffffff,2.0,0.0,2.0,0.0,0.0
8412d19ffffffff,4.0,0.0,4.0,0.0,0.0
8412d1dffffffff,2.0,0.0,2.0,0.0,0.0
8412d2dffffffff,2.0,0.0,2.0,0.0,0.0
8412d35ffffffff,1.0,0.0,1.0,0.0,0.0
8412d39ffffffff,6.0,0.0,4.0,0.0,0.0
8412d3bffffffff,4.0,0.0,0.0,0.0,0.0
8412d57ffffffff,2.0,0.0,2.0,0.0,0.0
8412d5dffffffff,2.0,0.0,2.0,0.0,0.0
8412d63ffffffff,2.0,0.0,2.0,0.0,0.0
8412d67ffffffff,2.0,0.0,0.0,0.0,0.0
8412d91ffffffff,2.0,0.0,2.0,0.0,0.0
8412db7ffffffff,3.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,1.0,0.0,0.0,0.0,0.0
8412ddbffffffff,11.0,0.0,0.0,0.0,0.0
8412de5ffffffff,6.0,0.0,0.0,0.0,0.0
8412dedffffffff,1.0,0.0,0.0,0.0,0.0
