cell_id,Muscicapa dauurica,Muscicapa dauurica dauurica,Muscicapa dauurica poonensis/siamensis
840ca43ffffffff,12.0,0.0,0.0
84209a5ffffffff,3.0,0.0,0.0
84240cdffffffff,2.0,0.0,0.0
842451dffffffff,7.0,0.0,0.0
84248b9ffffffff,2.0,0.0,0.0
8424d05ffffffff,1.0,0.0,0.0
84255a3ffffffff,1.0,1.0,0.0
842e617ffffffff,1.0,0.0,0.0
842e619ffffffff,2.0,0.0,0.0
8430115ffffffff,2.0,0.0,0.0
8430991ffffffff,2.0,0.0,0.0
8430995ffffffff,2.0,0.0,0.0
8430997ffffffff,2.0,0.0,0.0
84309b3ffffffff,13.0,0.0,0.0
84309d9ffffffff,5.0,0.0,0.0
8430e25ffffffff,2.0,0.0,0.0
843c02dffffffff,2.0,0.0,0.0
843c0a5ffffffff,3.0,0.0,0.0
843c199ffffffff,10.0,0.0,0.0
843c1c3ffffffff,3.0,0.0,0.0
843c1d3ffffffff,3.0,0.0,0.0
843c369ffffffff,2.0,0.0,0.0
843c36bffffffff,1.0,0.0,0.0
843c801ffffffff,2.0,0.0,0.0
843c885ffffffff,4.0,0.0,0.0
843c8c7ffffffff,1.0,0.0,0.0
843c8c9ffffffff,1.0,0.0,0.0
843c8cbffffffff,4.0,0.0,0.0
843c8e5ffffffff,1.0,0.0,0.0
843c943ffffffff,4.0,0.0,0.0
843c953ffffffff,2.0,0.0,0.0
843c965ffffffff,2.0,0.0,0.0
843c9d9ffffffff,2.0,0.0,0.0
843ca25ffffffff,1.0,0.0,0.0
843ca97ffffffff,4.0,0.0,0.0
843ca9dffffffff,2.0,0.0,0.0
843cab1ffffffff,1.0,0.0,0.0
843cab7ffffffff,2.0,0.0,0.0
843cb3bffffffff,2.0,0.0,0.0
843cb45ffffffff,3.0,0.0,0.0
843cb65ffffffff,6.0,0.0,0.0
843cc27ffffffff,1.0,0.0,0.0
843cc2bffffffff,2.0,0.0,0.0
843cc47ffffffff,2.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,4.0,0.0,0.0
843ce29ffffffff,2.0,0.0,0.0
843ce4dffffffff,9.0,0.0,0.0
843ce55ffffffff,4.0,0.0,0.0
843cec1ffffffff,3.0,0.0,0.0
843cec9ffffffff,2.0,0.0,0.0
843cf11ffffffff,6.0,0.0,0.0
843cf29ffffffff,6.0,0.0,0.0
843cf2dffffffff,21.0,0.0,0.0
843cf67ffffffff,1.0,0.0,0.0
843d10dffffffff,2.0,0.0,0.0
843d141ffffffff,3.0,0.0,0.0
843d8b9ffffffff,3.0,0.0,0.0
843d8ddffffffff,9.0,0.0,0.0
843d929ffffffff,1.0,0.0,0.0
843d93dffffffff,1.0,0.0,0.0
843d967ffffffff,7.0,0.0,0.0
843d983ffffffff,1.0,0.0,0.0
843d9b7ffffffff,1.0,0.0,0.0
843d9b9ffffffff,2.0,0.0,0.0
843d9dbffffffff,3.0,0.0,0.0
843d9e5ffffffff,1.0,0.0,0.0
843da11ffffffff,131.0,0.0,0.0
843da15ffffffff,2.0,0.0,0.0
843da1bffffffff,2.0,0.0,0.0
843da37ffffffff,1.0,0.0,0.0
843da3dffffffff,2.0,2.0,0.0
843da97ffffffff,1.0,0.0,0.0
843dac9ffffffff,2.0,0.0,0.0
843dad1ffffffff,18.0,0.0,0.0
843daddffffffff,2.0,0.0,0.0
843db13ffffffff,2.0,0.0,0.0
843db3dffffffff,1.0,0.0,0.0
8441a43ffffffff,1.0,0.0,0.0
8441a55ffffffff,1.0,0.0,0.0
8441b43ffffffff,3.0,0.0,0.0
8441b5dffffffff,1.0,0.0,0.0
8442c05ffffffff,5.0,0.0,0.0
8442c13ffffffff,4.0,0.0,0.0
8442c27ffffffff,70.0,0.0,0.0
8442c31ffffffff,2.0,0.0,0.0
8442c43ffffffff,2.0,0.0,0.0
8442c67ffffffff,2.0,0.0,0.0
8442c69ffffffff,40.0,0.0,0.0
8442cc5ffffffff,4.0,0.0,0.0
8442cd1ffffffff,6.0,0.0,0.0
8442cddffffffff,4.0,0.0,0.0
8442ce3ffffffff,5.0,0.0,0.0
8442d89ffffffff,4.0,0.0,0.0
8442d97ffffffff,1.0,0.0,0.0
8442d9bffffffff,2.0,0.0,0.0
8442dcdffffffff,11.0,0.0,0.0
8442dd1ffffffff,2.0,0.0,0.0
8442dd9ffffffff,2.0,0.0,0.0
844b26dffffffff,25.0,2.0,0.0
844b325ffffffff,2.0,0.0,0.0
844b663ffffffff,1.0,0.0,0.0
844ba15ffffffff,3.0,0.0,0.0
844ba25ffffffff,3.0,0.0,0.0
844ba29ffffffff,7.0,0.0,0.0
844ba2bffffffff,2.0,0.0,0.0
844ba57ffffffff,4.0,0.0,0.0
844bb53ffffffff,2.0,0.0,0.0
