cell_id,Turdus torquatus,Turdus torquatus torquatus,Turdus torquatus alpestris,Turdus torquatus amicorum
83074efffffffff,1.0,0.0,0.0,0.0
83075dfffffffff,1.0,0.0,0.0,0.0
830763fffffffff,3.0,0.0,0.0,0.0
830896fffffffff,2.0,0.0,0.0,0.0
83089efffffffff,3.0,0.0,0.0,0.0
8308a5fffffffff,2.0,2.0,0.0,0.0
83098efffffffff,2.0,0.0,0.0,0.0
830999fffffffff,6.0,4.0,0.0,0.0
8309a4fffffffff,1.0,0.0,0.0,0.0
831828fffffffff,3.0,1.0,0.0,0.0
831846fffffffff,1.0,1.0,0.0,0.0
831849fffffffff,16.0,5.0,3.0,0.0
83184bfffffffff,4.0,0.0,0.0,0.0
831862fffffffff,2.0,0.0,0.0,0.0
83186cfffffffff,2.0,0.0,0.0,0.0
83190dfffffffff,4.0,2.0,0.0,0.0
83192bfffffffff,2.0,0.0,0.0,0.0
83192cfffffffff,6.0,0.0,0.0,0.0
831940fffffffff,2.0,0.0,0.0,0.0
831942fffffffff,5.0,1.0,0.0,0.0
831943fffffffff,3.0,0.0,0.0,0.0
831948fffffffff,4.0,0.0,0.0,0.0
83194afffffffff,3.0,0.0,0.0,0.0
83194cfffffffff,2.0,0.0,0.0,0.0
831952fffffffff,2.0,0.0,0.0,0.0
831955fffffffff,2.0,0.0,0.0,0.0
831956fffffffff,8.0,2.0,0.0,0.0
831958fffffffff,3.0,0.0,0.0,0.0
831959fffffffff,7.0,0.0,0.0,0.0
83195cfffffffff,2.0,0.0,0.0,0.0
83195dfffffffff,4.0,0.0,0.0,0.0
831968fffffffff,2.0,0.0,0.0,0.0
831969fffffffff,3.0,0.0,0.0,0.0
83196bfffffffff,2.0,0.0,0.0,0.0
83196dfffffffff,2.0,0.0,0.0,0.0
831973fffffffff,1.0,0.0,0.0,0.0
831e01fffffffff,12.0,0.0,1.0,0.0
831e03fffffffff,2.0,0.0,0.0,0.0
831e04fffffffff,10.0,0.0,1.0,0.0
831e05fffffffff,18.0,0.0,1.0,0.0
831e09fffffffff,1.0,0.0,0.0,0.0
831e0efffffffff,1.0,0.0,0.0,0.0
831e16fffffffff,13.0,0.0,5.0,0.0
831e22fffffffff,5.0,0.0,1.0,0.0
831e23fffffffff,2.0,0.0,0.0,0.0
831e26fffffffff,1.0,0.0,0.0,0.0
831e2afffffffff,2.0,0.0,0.0,0.0
831e32fffffffff,6.0,0.0,0.0,0.0
831e34fffffffff,4.0,0.0,0.0,0.0
831e35fffffffff,19.0,0.0,1.0,0.0
831ea4fffffffff,4.0,0.0,0.0,0.0
831eacfffffffff,1.0,0.0,0.0,0.0
831ec0fffffffff,2.0,0.0,0.0,0.0
831ec9fffffffff,3.0,0.0,0.0,0.0
831ecafffffffff,7.0,0.0,0.0,0.0
831ecdfffffffff,2.0,0.0,0.0,0.0
831ed9fffffffff,1.0,0.0,0.0,0.0
831edafffffffff,14.0,0.0,0.0,0.0
831ef0fffffffff,2.0,0.0,0.0,0.0
831f03fffffffff,1.0,0.0,0.0,0.0
831f05fffffffff,4.0,0.0,0.0,0.0
831f18fffffffff,3.0,0.0,0.0,0.0
831f24fffffffff,2.0,0.0,0.0,0.0
831f29fffffffff,2.0,0.0,0.0,0.0
831f72fffffffff,6.0,2.0,0.0,0.0
831f81fffffffff,2.0,0.0,0.0,0.0
831f82fffffffff,2.0,0.0,0.0,0.0
831f83fffffffff,5.0,0.0,2.0,0.0
831f88fffffffff,2.0,0.0,0.0,0.0
831f8bfffffffff,4.0,0.0,2.0,0.0
831f8cfffffffff,2.0,0.0,0.0,0.0
831f8efffffffff,2.0,0.0,0.0,0.0
831f9afffffffff,1.0,0.0,0.0,0.0
831f9cfffffffff,11.0,0.0,2.0,0.0
831f9efffffffff,11.0,0.0,10.0,0.0
831faefffffffff,2.0,0.0,0.0,0.0
832c00fffffffff,2.0,0.0,0.0,0.0
832c19fffffffff,1.0,0.0,0.0,0.0
832c1dfffffffff,2.0,0.0,0.0,0.0
832c28fffffffff,210.0,0.0,2.0,0.0
832c2bfffffffff,2.0,0.0,0.0,0.0
832c2efffffffff,11.0,0.0,0.0,0.0
832c33fffffffff,2.0,0.0,0.0,0.0
832c90fffffffff,4.0,0.0,0.0,0.0
832cc3fffffffff,4.0,0.0,0.0,2.0
832ccbfffffffff,14.0,0.0,0.0,0.0
832cd5fffffffff,13.0,0.0,0.0,0.0
832cf5fffffffff,2.0,0.0,0.0,0.0
832da5fffffffff,2.0,0.0,0.0,0.0
832db0fffffffff,5.0,0.0,0.0,0.0
832db2fffffffff,2.0,0.0,0.0,0.0
83344cfffffffff,3.0,0.0,0.0,0.0
833469fffffffff,6.0,0.0,0.0,0.0
833829fffffffff,1.0,0.0,0.0,0.0
833870fffffffff,1.0,0.0,0.0,0.0
833901fffffffff,6.0,0.0,0.0,0.0
833902fffffffff,4.0,0.0,2.0,0.0
833903fffffffff,5.0,0.0,0.0,0.0
833904fffffffff,14.0,0.0,0.0,0.0
833905fffffffff,47.0,4.0,4.0,0.0
833906fffffffff,13.0,0.0,0.0,0.0
833909fffffffff,2.0,0.0,0.0,0.0
83390afffffffff,4.0,0.0,0.0,0.0
83390bfffffffff,21.0,0.0,1.0,0.0
83390cfffffffff,7.0,2.0,0.0,0.0
833910fffffffff,25.0,0.0,0.0,0.0
833911fffffffff,2.0,0.0,0.0,0.0
833915fffffffff,15.0,0.0,2.0,0.0
833918fffffffff,43.0,5.0,2.0,0.0
833919fffffffff,5.0,0.0,2.0,0.0
83391afffffffff,1.0,0.0,1.0,0.0
83391cfffffffff,2.0,0.0,0.0,0.0
83391efffffffff,3.0,0.0,0.0,0.0
833920fffffffff,3.0,3.0,0.0,0.0
833921fffffffff,7.0,0.0,0.0,0.0
833922fffffffff,2.0,0.0,0.0,0.0
833923fffffffff,4.0,0.0,0.0,0.0
833924fffffffff,2.0,0.0,0.0,0.0
833925fffffffff,10.0,3.0,0.0,0.0
83392afffffffff,47.0,3.0,0.0,0.0
83392bfffffffff,13.0,0.0,0.0,0.0
83392cfffffffff,7.0,0.0,0.0,0.0
83392dfffffffff,6.0,0.0,4.0,0.0
83392efffffffff,1.0,0.0,0.0,0.0
833933fffffffff,35.0,1.0,0.0,0.0
833942fffffffff,10.0,0.0,0.0,0.0
833943fffffffff,5.0,0.0,0.0,0.0
833951fffffffff,3.0,0.0,0.0,0.0
833956fffffffff,17.0,0.0,0.0,0.0
83395cfffffffff,56.0,0.0,0.0,0.0
83395dfffffffff,1.0,0.0,0.0,0.0
833961fffffffff,2.0,0.0,0.0,0.0
833962fffffffff,2.0,0.0,0.0,0.0
833963fffffffff,2.0,0.0,0.0,0.0
83396dfffffffff,2.0,0.0,0.0,0.0
833972fffffffff,37.0,5.0,0.0,0.0
833973fffffffff,4.0,0.0,0.0,0.0
833975fffffffff,4.0,0.0,0.0,0.0
833976fffffffff,2.0,0.0,0.0,0.0
833983fffffffff,12.0,7.0,0.0,0.0
83398efffffffff,1.0,1.0,0.0,0.0
833e6cfffffffff,1.0,0.0,0.0,0.0
833f36fffffffff,85.0,6.0,0.0,0.0
833f4dfffffffff,1.0,0.0,0.0,0.0
833f6efffffffff,4.0,0.0,0.0,0.0
833f76fffffffff,1.0,0.0,0.0,0.0
8343a0fffffffff,2.0,0.0,0.0,1.0
8343acfffffffff,1.0,0.0,0.0,1.0
8343aefffffffff,8.0,0.0,0.0,4.0
83534dfffffffff,5.0,0.0,0.0,3.0
