cell_id,Egretta garzetta,Egretta garzetta garzetta,Egretta garzetta immaculata,Egretta garzetta dimorpha
8407411ffffffff,3.0,0.0,0.0,0.0
8407433ffffffff,20.0,0.0,0.0,0.0
840743bffffffff,2.0,0.0,0.0,0.0
84075d1ffffffff,10.0,0.0,0.0,0.0
84075d9ffffffff,4.0,0.0,0.0,0.0
8407623ffffffff,3.0,0.0,0.0,0.0
840773bffffffff,4.0,0.0,0.0,0.0
8408065ffffffff,1.0,0.0,0.0,0.0
84089d3ffffffff,1.0,0.0,0.0,0.0
84099b9ffffffff,2.0,2.0,0.0,0.0
84099e9ffffffff,2.0,0.0,0.0,0.0
8418251ffffffff,2.0,2.0,0.0,0.0
84182adffffffff,2.0,0.0,0.0,0.0
84182e5ffffffff,2.0,0.0,0.0,0.0
8418455ffffffff,6.0,0.0,0.0,0.0
8418491ffffffff,2.0,0.0,0.0,0.0
8418495ffffffff,42.0,4.0,0.0,0.0
84184b9ffffffff,3.0,0.0,0.0,0.0
8418597ffffffff,48.0,7.0,0.0,0.0
84185b5ffffffff,73.0,12.0,0.0,0.0
84185bbffffffff,110.0,19.0,0.0,0.0
8418625ffffffff,2.0,0.0,0.0,0.0
8418629ffffffff,2.0,0.0,0.0,0.0
84186c5ffffffff,4.0,2.0,0.0,0.0
841870dffffffff,3.0,0.0,0.0,0.0
8418717ffffffff,2.0,0.0,0.0,0.0
841873bffffffff,2.0,2.0,0.0,0.0
84190bbffffffff,12.0,0.0,0.0,0.0
84190bdffffffff,2.0,0.0,0.0,0.0
84190c9ffffffff,1.0,0.0,0.0,0.0
8419261ffffffff,2.0,0.0,0.0,0.0
8419293ffffffff,12.0,0.0,0.0,0.0
84192b1ffffffff,4.0,0.0,0.0,0.0
8419401ffffffff,47.0,0.0,0.0,0.0
8419405ffffffff,2.0,0.0,0.0,0.0
8419421ffffffff,2.0,0.0,0.0,0.0
84194abffffffff,1.0,1.0,0.0,0.0
84194d9ffffffff,10.0,2.0,0.0,0.0
84194ddffffffff,2.0,0.0,0.0,0.0
8419507ffffffff,3.0,0.0,0.0,0.0
841950dffffffff,4.0,0.0,0.0,0.0
8419513ffffffff,4.0,4.0,0.0,0.0
8419543ffffffff,3.0,2.0,0.0,0.0
8419557ffffffff,6.0,6.0,0.0,0.0
841958bffffffff,1.0,0.0,0.0,0.0
84195c9ffffffff,18.0,0.0,0.0,0.0
8419681ffffffff,4.0,4.0,0.0,0.0
8419691ffffffff,2.0,0.0,0.0,0.0
8419693ffffffff,4.0,0.0,0.0,0.0
8419697ffffffff,2.0,0.0,0.0,0.0
8419699ffffffff,4.0,0.0,0.0,0.0
841969bffffffff,4.0,0.0,0.0,0.0
8419721ffffffff,19.0,0.0,0.0,0.0
8419729ffffffff,1.0,0.0,0.0,0.0
841972bffffffff,3.0,0.0,0.0,0.0
8419763ffffffff,16.0,0.0,0.0,0.0
8419769ffffffff,4.0,0.0,0.0,0.0
841aa05ffffffff,30.0,0.0,0.0,0.0
841aa07ffffffff,11.0,0.0,0.0,0.0
841aa3dffffffff,5.0,0.0,0.0,0.0
841e023ffffffff,2.0,0.0,0.0,0.0
841e025ffffffff,2.0,0.0,0.0,0.0
841e02dffffffff,1.0,0.0,0.0,0.0
841e035ffffffff,2.0,0.0,0.0,0.0
841e041ffffffff,10.0,0.0,0.0,0.0
841e043ffffffff,13.0,0.0,0.0,0.0
841e045ffffffff,2.0,0.0,0.0,0.0
841e047ffffffff,6.0,0.0,0.0,0.0
841e04bffffffff,2.0,0.0,0.0,0.0
841e059ffffffff,5.0,1.0,0.0,0.0
841e05bffffffff,16.0,4.0,0.0,0.0
841e061ffffffff,178.0,12.0,0.0,0.0
841e063ffffffff,2.0,0.0,0.0,0.0
841e069ffffffff,3.0,0.0,0.0,0.0
841e06bffffffff,12.0,0.0,0.0,0.0
841e0a9ffffffff,2.0,0.0,0.0,0.0
841e0c3ffffffff,7.0,0.0,0.0,0.0
841e0e7ffffffff,4.0,1.0,0.0,0.0
841e125ffffffff,2.0,0.0,0.0,0.0
841e19dffffffff,2.0,0.0,0.0,0.0
841e1b3ffffffff,13.0,1.0,0.0,0.0
841e1cbffffffff,2.0,0.0,0.0,0.0
841e223ffffffff,2.0,0.0,0.0,0.0
841e225ffffffff,12.0,0.0,0.0,0.0
841e249ffffffff,2.0,0.0,0.0,0.0
841e257ffffffff,6.0,0.0,0.0,0.0
841e285ffffffff,2.0,0.0,0.0,0.0
841e29dffffffff,2.0,0.0,0.0,0.0
841e2abffffffff,5.0,0.0,0.0,0.0
841e2b9ffffffff,2.0,0.0,0.0,0.0
841e2bbffffffff,7.0,0.0,0.0,0.0
841e2c1ffffffff,1.0,0.0,0.0,0.0
841e2c3ffffffff,4.0,0.0,0.0,0.0
841e2e3ffffffff,2.0,0.0,0.0,0.0
841e301ffffffff,2.0,0.0,0.0,0.0
841e307ffffffff,138.0,0.0,0.0,0.0
841e325ffffffff,2.0,0.0,0.0,0.0
841e345ffffffff,1.0,0.0,0.0,0.0
841e353ffffffff,8.0,0.0,0.0,0.0
841e355ffffffff,3.0,0.0,0.0,0.0
841e495ffffffff,2.0,0.0,0.0,0.0
841e551ffffffff,2.0,0.0,0.0,0.0
841e5cdffffffff,3.0,0.0,0.0,0.0
841e5e1ffffffff,2.0,0.0,0.0,0.0
841e5e3ffffffff,2.0,0.0,0.0,0.0
841e5e5ffffffff,12.0,0.0,0.0,0.0
841e5e9ffffffff,2.0,0.0,0.0,0.0
841e5edffffffff,8.0,0.0,0.0,0.0
841e869ffffffff,7.0,7.0,0.0,0.0
841ea03ffffffff,3.0,0.0,0.0,0.0
841ea09ffffffff,2.0,0.0,0.0,0.0
841ea0bffffffff,9.0,6.0,0.0,0.0
841ea19ffffffff,3.0,0.0,0.0,0.0
841ea45ffffffff,2.0,2.0,0.0,0.0
841ea53ffffffff,6.0,1.0,0.0,0.0
841ea55ffffffff,15.0,9.0,0.0,0.0
841eb07ffffffff,2.0,0.0,0.0,0.0
841eb49ffffffff,2.0,0.0,0.0,0.0
841eb4dffffffff,3.0,0.0,0.0,0.0
841ec11ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,1.0,0.0,0.0,0.0
841ec47ffffffff,4.0,0.0,0.0,0.0
841ec9dffffffff,7.0,0.0,0.0,0.0
841ecbbffffffff,2.0,2.0,0.0,0.0
841ecc9ffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,2.0,0.0,0.0,0.0
841ed35ffffffff,2.0,0.0,0.0,0.0
841eda1ffffffff,15.0,0.0,0.0,0.0
841eda3ffffffff,29.0,0.0,0.0,0.0
841eeb7ffffffff,5.0,0.0,0.0,0.0
841eee3ffffffff,1.0,0.0,0.0,0.0
841f001ffffffff,4.0,4.0,0.0,0.0
841f059ffffffff,2.0,2.0,0.0,0.0
841f129ffffffff,4.0,0.0,0.0,0.0
841f12dffffffff,1.0,0.0,0.0,0.0
841f14bffffffff,4.0,0.0,0.0,0.0
841f199ffffffff,2.0,0.0,0.0,0.0
841f1c1ffffffff,2.0,0.0,0.0,0.0
841f28bffffffff,2.0,0.0,0.0,0.0
841f2a3ffffffff,2.0,2.0,0.0,0.0
841f31dffffffff,6.0,2.0,0.0,0.0
841f327ffffffff,2.0,0.0,0.0,0.0
841f333ffffffff,4.0,0.0,0.0,0.0
841f357ffffffff,2.0,0.0,0.0,0.0
841f4e1ffffffff,6.0,0.0,0.0,0.0
841f519ffffffff,4.0,2.0,0.0,0.0
841f53dffffffff,2.0,0.0,0.0,0.0
841f725ffffffff,2.0,0.0,0.0,0.0
841f823ffffffff,3.0,0.0,0.0,0.0
841f83bffffffff,13.0,3.0,0.0,0.0
841f887ffffffff,4.0,0.0,0.0,0.0
841f8ebffffffff,1.0,0.0,0.0,0.0
841f983ffffffff,1.0,1.0,0.0,0.0
841f9b1ffffffff,1.0,0.0,0.0,0.0
841f9b5ffffffff,4.0,0.0,0.0,0.0
841f9c9ffffffff,2.0,0.0,0.0,0.0
841f9d7ffffffff,4.0,4.0,0.0,0.0
841fa11ffffffff,1.0,0.0,0.0,0.0
841fa35ffffffff,1.0,0.0,0.0,0.0
841fa59ffffffff,6.0,0.0,0.0,0.0
841fac7ffffffff,4.0,0.0,0.0,0.0
841fadbffffffff,1.0,0.0,0.0,0.0
841faddffffffff,4.0,0.0,0.0,0.0
841fae3ffffffff,2.0,0.0,0.0,0.0
841faebffffffff,2.0,0.0,0.0,0.0
841fb01ffffffff,2.0,2.0,0.0,0.0
841fb2dffffffff,8.0,0.0,0.0,0.0
842016bffffffff,6.0,0.0,0.0,0.0
84209a5ffffffff,5.0,0.0,0.0,0.0
8420a15ffffffff,2.0,0.0,0.0,0.0
8420b1bffffffff,1.0,0.0,0.0,0.0
8425a01ffffffff,1.0,0.0,0.0,0.0
842a107ffffffff,7.0,0.0,0.0,0.0
842a109ffffffff,22.0,4.0,0.0,0.0
842a10bffffffff,6.0,0.0,0.0,0.0
842a159ffffffff,41.0,0.0,0.0,0.0
842a301ffffffff,7.0,0.0,0.0,0.0
842a30dffffffff,33.0,0.0,0.0,0.0
842a311ffffffff,6.0,0.0,0.0,0.0
842a313ffffffff,1.0,0.0,0.0,0.0
842a317ffffffff,36.0,0.0,0.0,0.0
842a341ffffffff,227.0,0.0,0.0,0.0
842a347ffffffff,163.0,0.0,0.0,0.0
842a4c1ffffffff,7.0,0.0,0.0,0.0
842a4c9ffffffff,6.0,0.0,0.0,0.0
842aa83ffffffff,5.0,0.0,0.0,0.0
842aa9bffffffff,7.0,0.0,0.0,0.0
842aac3ffffffff,5.0,0.0,0.0,0.0
842aad5ffffffff,180.0,2.0,0.0,0.0
842aad9ffffffff,61.0,0.0,0.0,0.0
842af31ffffffff,21.0,0.0,0.0,0.0
842af63ffffffff,2.0,0.0,0.0,0.0
842b053ffffffff,6.0,0.0,0.0,0.0
842b0a1ffffffff,6.0,0.0,0.0,0.0
842b0c5ffffffff,3.0,0.0,0.0,0.0
842b1d1ffffffff,2.0,0.0,0.0,0.0
842b2adffffffff,25.0,0.0,0.0,0.0
842b83bffffffff,52.0,8.0,0.0,0.0
842b8d9ffffffff,9.0,2.0,0.0,0.0
842baa7ffffffff,41.0,0.0,0.0,0.0
842c00bffffffff,2.0,0.0,0.0,0.0
842c097ffffffff,1.0,1.0,0.0,0.0
842c0b7ffffffff,3.0,0.0,0.0,0.0
842c193ffffffff,5.0,0.0,0.0,0.0
