cell_id,Treron phoenicopterus,Treron phoenicopterus chlorigaster/phillipsi,Treron phoenicopterus [phoenicopterus Group]
833c02fffffffff,6.0,0.0,0.0
833c06fffffffff,2.0,0.0,0.0
833c18fffffffff,2.0,0.0,0.0
833c19fffffffff,10.0,0.0,0.0
833c1bfffffffff,5.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0
833c53fffffffff,2.0,0.0,0.0
833c5afffffffff,4.0,0.0,0.0
833c5bfffffffff,6.0,0.0,0.0
833c80fffffffff,2.0,0.0,0.0
833c83fffffffff,3.0,0.0,0.0
833c8dfffffffff,8.0,0.0,0.0
833c8efffffffff,3.0,0.0,0.0
833c90fffffffff,4.0,0.0,0.0
833ca8fffffffff,12.0,0.0,0.0
833ca9fffffffff,6.0,0.0,0.0
833cabfffffffff,5.0,0.0,0.0
833cc4fffffffff,7.0,0.0,0.0
833cc5fffffffff,2.0,0.0,0.0
833cc6fffffffff,4.0,0.0,0.0
833ce0fffffffff,3.0,0.0,0.0
833ce1fffffffff,8.0,0.0,0.0
833ce2fffffffff,1.0,0.0,0.0
833ce3fffffffff,5.0,0.0,0.0
833ce4fffffffff,1.0,0.0,0.0
833ce5fffffffff,18.0,0.0,0.0
833cecfffffffff,50.0,0.0,0.0
833cedfffffffff,2.0,0.0,0.0
833cf0fffffffff,3.0,0.0,0.0
833cf1fffffffff,9.0,0.0,0.0
833cf2fffffffff,49.0,0.0,0.0
833cf4fffffffff,5.0,0.0,0.0
833cf6fffffffff,12.0,0.0,0.0
833d04fffffffff,2.0,0.0,0.0
833d10fffffffff,3.0,0.0,0.0
833d13fffffffff,1.0,0.0,0.0
833d14fffffffff,2.0,0.0,0.0
833d36fffffffff,2.0,0.0,0.0
833d84fffffffff,2.0,0.0,0.0
833d8bfffffffff,16.0,0.0,0.0
833d8dfffffffff,1.0,0.0,0.0
833d9efffffffff,3.0,0.0,0.0
833da1fffffffff,2.0,0.0,0.0
833da8fffffffff,2.0,0.0,0.0
833dacfffffffff,4.0,0.0,0.0
833dadfffffffff,9.0,0.0,0.0
83404cfffffffff,1.0,0.0,0.0
8342c0fffffffff,4.0,0.0,0.0
8342c1fffffffff,1.0,0.0,0.0
8342c2fffffffff,1.0,0.0,0.0
8342cafffffffff,2.0,0.0,0.0
8342ccfffffffff,9.0,0.0,0.0
8342cefffffffff,4.0,0.0,0.0
8342dbfffffffff,13.0,0.0,0.0
836002fffffffff,91.0,0.0,0.0
836006fffffffff,41.0,0.0,0.0
836011fffffffff,10.0,0.0,0.0
836014fffffffff,172.0,0.0,0.0
836015fffffffff,23.0,0.0,0.0
836016fffffffff,11.0,0.0,0.0
83601efffffffff,2.0,0.0,0.0
836022fffffffff,3.0,0.0,0.0
836030fffffffff,2.0,0.0,0.0
836031fffffffff,65.0,0.0,0.0
836032fffffffff,8.0,0.0,0.0
836033fffffffff,786.0,0.0,0.0
836035fffffffff,17.0,0.0,0.0
836080fffffffff,2.0,0.0,0.0
836082fffffffff,5.0,0.0,0.0
836084fffffffff,13.0,0.0,0.0
836086fffffffff,2.0,0.0,0.0
836088fffffffff,17.0,0.0,0.0
83608afffffffff,5.0,0.0,0.0
83608efffffffff,2.0,0.0,0.0
836090fffffffff,2.0,0.0,0.0
836098fffffffff,2.0,0.0,0.0
83609efffffffff,31.0,0.0,0.0
8360a1fffffffff,1.0,0.0,0.0
8360a2fffffffff,68.0,0.0,0.0
8360a4fffffffff,2.0,0.0,0.0
8360a6fffffffff,25.0,0.0,0.0
8360a8fffffffff,3.0,0.0,0.0
8360a9fffffffff,8.0,0.0,0.0
8360abfffffffff,2.0,0.0,0.0
8360adfffffffff,3.0,0.0,0.0
8360b3fffffffff,8.0,0.0,0.0
8360b4fffffffff,12.0,0.0,0.0
8360b5fffffffff,2.0,0.0,0.0
836111fffffffff,6.0,0.0,0.0
836115fffffffff,27.0,0.0,0.0
836188fffffffff,6.0,0.0,0.0
83618afffffffff,5.0,0.0,0.0
83618bfffffffff,1.0,0.0,0.0
83618cfffffffff,5.0,0.0,0.0
8361abfffffffff,2.0,0.0,0.0
836480fffffffff,6.0,0.0,0.0
836482fffffffff,2.0,0.0,0.0
83648cfffffffff,1.0,0.0,0.0
8364a3fffffffff,11.0,0.0,0.0
