cell_id,Branta bernicla,Branta bernicla bernicla,Branta bernicla hrota,Branta bernicla nigricans,Branta bernicla (Gray-bellied),Branta bernicla bernicla x nigricans,Branta bernicla hrota x nigricans
830028fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83002dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830130fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830131fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830150fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830151fffffffff,6.0,0.0,2.0,0.0,0.0,0.0,0.0
830152fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830153fffffffff,59.0,0.0,17.0,0.0,0.0,0.0,0.0
830156fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
83015afffffffff,12.0,0.0,6.0,0.0,0.0,0.0,0.0
83015efffffffff,17.0,0.0,16.0,0.0,0.0,0.0,0.0
830219fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83021bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83024cfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830250fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830251fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8302cafffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0
8302ddfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8302e8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83041afffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
8304cdfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8304ebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830689fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830743fffffffff,40.0,0.0,5.0,0.0,0.0,0.0,0.0
830744fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
830745fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
830746fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
830758fffffffff,43.0,0.0,3.0,0.0,0.0,0.0,0.0
83075cfffffffff,34.0,0.0,3.0,0.0,0.0,0.0,0.0
83075dfffffffff,358.0,0.0,101.0,0.0,0.0,0.0,0.0
83075efffffffff,22.0,0.0,6.0,0.0,0.0,0.0,0.0
830762fffffffff,3.0,0.0,3.0,0.0,0.0,0.0,0.0
830763fffffffff,12.0,0.0,7.0,0.0,0.0,0.0,0.0
830770fffffffff,6.0,0.0,3.0,0.0,0.0,0.0,0.0
830771fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
8307a9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
830836fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83088dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,27.0,1.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,8.0,1.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,7.0,1.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8308edfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830980fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
830982fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0
830991fffffffff,45.0,2.0,12.0,0.0,0.0,0.0,0.0
830993fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83099afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a6fffffffff,11.0,0.0,8.0,0.0,0.0,0.0,0.0
830c14fffffffff,2654.0,0.0,0.0,1022.0,0.0,0.0,0.0
830c15fffffffff,109.0,0.0,0.0,47.0,0.0,0.0,0.0
830c1bfffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
830c30fffffffff,22.0,0.0,0.0,3.0,0.0,0.0,0.0
830c33fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830c42fffffffff,103.0,0.0,0.0,17.0,0.0,0.0,0.0
830c44fffffffff,9.0,0.0,0.0,4.0,0.0,0.0,0.0
830c45fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
830c50fffffffff,94.0,0.0,0.0,28.0,0.0,0.0,0.0
830c51fffffffff,198.0,0.0,0.0,55.0,0.0,0.0,0.0
830c5afffffffff,225.0,0.0,0.0,112.0,0.0,0.0,0.0
830c69fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca4fffffffff,564.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca9fffffffff,10.0,0.0,0.0,3.0,0.0,0.0,0.0
830cadfffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
830cd8fffffffff,46.0,0.0,0.0,46.0,0.0,0.0,0.0
830cdcfffffffff,54.0,0.0,0.0,52.0,0.0,0.0,0.0
830cdefffffffff,375.0,0.0,0.0,371.0,0.0,0.0,0.0
830ceefffffffff,11.0,0.0,0.0,2.0,0.0,0.0,0.0
830d03fffffffff,2445.0,0.0,0.0,925.0,0.0,0.0,0.0
830d0cfffffffff,200.0,0.0,0.0,119.0,0.0,0.0,0.0
830d0dfffffffff,94.0,0.0,0.0,15.0,0.0,0.0,0.0
830d0efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830d65fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830d74fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
830d75fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830d76fffffffff,168.0,0.0,0.0,72.0,0.0,0.0,0.0
830d89fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830d99fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
830e36fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
830e49fffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0
830e4dfffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830e5bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
830e80fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830ec5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830eccfffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830ee8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830eeafffffffff,100.0,0.0,10.0,0.0,0.0,0.0,0.0
830eebfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
830f10fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830f8dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830fa1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830fa5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831106fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831122fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
831126fffffffff,12.0,4.0,0.0,0.0,0.0,0.0,0.0
83112afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831154fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831280fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831290fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
831292fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831294fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831298fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83129afffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83129bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83129cfffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0
83129dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83129efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b0fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8312b3fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831390fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831391fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831393fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
83139efffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
831616fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83176bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831801fffffffff,23.0,0.0,11.0,0.0,0.0,0.0,0.0
831805fffffffff,41.0,0.0,32.0,0.0,0.0,0.0,0.0
831820fffffffff,13.0,0.0,8.0,0.0,0.0,0.0,0.0
831821fffffffff,14.0,0.0,10.0,0.0,0.0,0.0,0.0
831823fffffffff,24.0,0.0,16.0,0.0,0.0,0.0,0.0
831825fffffffff,10.0,0.0,6.0,0.0,0.0,0.0,0.0
831828fffffffff,171.0,0.0,109.0,0.0,0.0,0.0,0.0
83182afffffffff,20.0,0.0,5.0,0.0,0.0,0.0,0.0
83182cfffffffff,552.0,0.0,366.0,0.0,0.0,0.0,0.0
83182efffffffff,104.0,0.0,80.0,0.0,0.0,0.0,0.0
831844fffffffff,43.0,4.0,0.0,0.0,0.0,0.0,0.0
831845fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
831846fffffffff,14.0,1.0,3.0,0.0,0.0,0.0,0.0
831849fffffffff,477.0,0.0,0.0,0.0,0.0,0.0,0.0
83184afffffffff,571.0,39.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,21.0,0.0,2.0,0.0,0.0,0.0,0.0
83184cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83184dfffffffff,84.0,10.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831860fffffffff,37.0,10.0,0.0,0.0,0.0,0.0,0.0
831862fffffffff,206.0,34.0,0.0,0.0,0.0,0.0,0.0
831863fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831864fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831866fffffffff,12.0,3.0,2.0,0.0,0.0,0.0,0.0
83186afffffffff,112.0,0.0,3.0,0.0,0.0,0.0,0.0
83186cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831870fffffffff,7.0,2.0,0.0,0.0,0.0,0.0,0.0
831871fffffffff,18.0,1.0,0.0,0.0,0.0,0.0,0.0
831875fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831901fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
831908fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831909fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83190bfffffffff,83.0,3.0,60.0,0.0,0.0,0.0,0.0
