cell_id,Asio flammeus,Asio flammeus flammeus,Asio flammeus ponapensis,Asio flammeus sandwichensis,Asio flammeus domingensis/portoricensis,Asio flammeus galapagoensis,Asio flammeus [suinda Group]
8407465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,29.0,1.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,6.0,6.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840c74bffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840cdebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ce33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840cee7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d0d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840d4d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840d751ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e003ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e299ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840e29bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
840e523ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
840e535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec19ffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
840ec51ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840ec57ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
840ee87ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
840eebdffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840f5a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840f5a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411813ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
8412515ffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0
8412523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412535ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412539ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84125b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84125d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412891ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8412893ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841289bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84128d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84128e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8412c97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
