cell_id,Pericrocotus speciosus,Pericrocotus speciosus [speciosus Group],Pericrocotus speciosus leytensis/novus,Pericrocotus speciosus [marchesae Group],Pericrocotus speciosus exul/siebersi
843c029ffffffff,2.0,2.0,0.0,0.0,0.0
843c067ffffffff,3.0,3.0,0.0,0.0,0.0
843c0a5ffffffff,9.0,0.0,0.0,0.0,0.0
843c0a9ffffffff,7.0,0.0,0.0,0.0,0.0
843c0adffffffff,66.0,0.0,0.0,0.0,0.0
843c159ffffffff,3.0,3.0,0.0,0.0,0.0
843c15bffffffff,2.0,0.0,0.0,0.0,0.0
843c193ffffffff,3.0,0.0,0.0,0.0,0.0
843c199ffffffff,17.0,0.0,0.0,0.0,0.0
843c19bffffffff,6.0,0.0,0.0,0.0,0.0
843c1b9ffffffff,4.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,2.0,0.0,0.0,0.0,0.0
843c1c9ffffffff,1.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,27.0,0.0,0.0,0.0,0.0
843c1d5ffffffff,1.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,2.0,0.0,0.0,0.0,0.0
843c337ffffffff,1.0,0.0,0.0,0.0,0.0
843c33bffffffff,3.0,3.0,0.0,0.0,0.0
843c341ffffffff,4.0,0.0,0.0,0.0,0.0
843c36bffffffff,2.0,0.0,0.0,0.0,0.0
843c581ffffffff,1.0,1.0,0.0,0.0,0.0
843c5bdffffffff,1.0,0.0,0.0,0.0,0.0
843c837ffffffff,3.0,0.0,0.0,0.0,0.0
843c8c7ffffffff,5.0,0.0,0.0,0.0,0.0
843c8cbffffffff,2.0,0.0,0.0,0.0,0.0
843c909ffffffff,2.0,2.0,0.0,0.0,0.0
843c947ffffffff,2.0,2.0,0.0,0.0,0.0
843c965ffffffff,1.0,0.0,0.0,0.0,0.0
843c967ffffffff,2.0,0.0,0.0,0.0,0.0
843ca47ffffffff,2.0,0.0,0.0,0.0,0.0
843cab7ffffffff,8.0,0.0,0.0,0.0,0.0
843cb5dffffffff,5.0,4.0,0.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0,0.0,0.0
843cc47ffffffff,3.0,0.0,0.0,0.0,0.0
843cdcdffffffff,2.0,0.0,0.0,0.0,0.0
843ce03ffffffff,7.0,0.0,0.0,0.0,0.0
843ce15ffffffff,10.0,0.0,0.0,0.0,0.0
843ce45ffffffff,1.0,0.0,0.0,0.0,0.0
843ce4dffffffff,2.0,0.0,0.0,0.0,0.0
843ce55ffffffff,13.0,0.0,0.0,0.0,0.0
843ce57ffffffff,1.0,0.0,0.0,0.0,0.0
843ce59ffffffff,1.0,0.0,0.0,0.0,0.0
843ce5dffffffff,2.0,0.0,0.0,0.0,0.0
843cec1ffffffff,5.0,2.0,0.0,0.0,0.0
843cec3ffffffff,2.0,0.0,0.0,0.0,0.0
843cec9ffffffff,10.0,0.0,0.0,0.0,0.0
843cf27ffffffff,1.0,0.0,0.0,0.0,0.0
843d107ffffffff,1.0,0.0,0.0,0.0,0.0
843d10dffffffff,2.0,0.0,0.0,0.0,0.0
843d137ffffffff,2.0,0.0,0.0,0.0,0.0
843d139ffffffff,4.0,3.0,0.0,0.0,0.0
843d993ffffffff,2.0,2.0,0.0,0.0,0.0
843d9b7ffffffff,2.0,0.0,0.0,0.0,0.0
843da91ffffffff,1.0,0.0,0.0,0.0,0.0
843da97ffffffff,7.0,0.0,0.0,0.0,0.0
843dad1ffffffff,10.0,7.0,0.0,0.0,0.0
843dad9ffffffff,4.0,4.0,0.0,0.0,0.0
843daddffffffff,2.0,2.0,0.0,0.0,0.0
8441193ffffffff,1.0,0.0,0.0,0.0,0.0
8441433ffffffff,2.0,0.0,0.0,0.0,0.0
844143bffffffff,2.0,0.0,0.0,0.0,0.0
8441659ffffffff,3.0,0.0,0.0,0.0,0.0
8441a09ffffffff,2.0,0.0,0.0,0.0,0.0
8441a43ffffffff,50.0,7.0,0.0,0.0,0.0
8441a55ffffffff,53.0,3.0,0.0,0.0,0.0
8441b33ffffffff,2.0,2.0,0.0,0.0,0.0
8441b43ffffffff,45.0,0.0,0.0,0.0,0.0
8441b5dffffffff,13.0,0.0,0.0,0.0,0.0
844ba0bffffffff,1.0,0.0,0.0,0.0,0.0
844ba57ffffffff,5.0,0.0,0.0,0.0,0.0
8460931ffffffff,1.0,0.0,0.0,0.0,0.0
8460939ffffffff,3.0,0.0,0.0,0.0,0.0
846093bffffffff,2.0,0.0,0.0,0.0,0.0
8460b29ffffffff,2.0,0.0,0.0,0.0,0.0
84619a5ffffffff,90.0,0.0,0.0,0.0,0.0
