cell_id,Columba livia,Columba livia (Wild type)
8407417ffffffff,2.0,0.0
840741dffffffff,1.0,1.0
8407457ffffffff,1.0,0.0
84074e9ffffffff,2.0,0.0
8407551ffffffff,1.0,0.0
8407635ffffffff,2.0,0.0
8409a69ffffffff,2.0,0.0
840c147ffffffff,10.0,0.0
840c42dffffffff,90.0,0.0
840c503ffffffff,2.0,0.0
840c51dffffffff,96.0,0.0
840c555ffffffff,7.0,0.0
840c5a5ffffffff,1.0,0.0
840c5adffffffff,19.0,0.0
840c733ffffffff,159.0,0.0
840c73bffffffff,4.0,0.0
840d5a9ffffffff,24.0,0.0
840d5b9ffffffff,1.0,0.0
840e491ffffffff,2.0,0.0
840e805ffffffff,1.0,0.0
840e9a1ffffffff,1.0,0.0
8411b4dffffffff,6.0,0.0
8412599ffffffff,2.0,0.0
84125d3ffffffff,2.0,0.0
8412b01ffffffff,5.0,0.0
8412b03ffffffff,64.0,0.0
8412b39ffffffff,2.0,0.0
8412b49ffffffff,2.0,0.0
8412b4bffffffff,2.0,0.0
8412c97ffffffff,12.0,0.0
8412ccdffffffff,11.0,0.0
8412d0bffffffff,1.0,0.0
8412d2bffffffff,5.0,0.0
8412dd7ffffffff,3.0,0.0
8412ddbffffffff,3.0,0.0
8412e27ffffffff,1.0,0.0
8412e93ffffffff,2.0,0.0
8412ea7ffffffff,1.0,0.0
8412ee3ffffffff,2.0,0.0
8413827ffffffff,14.0,0.0
8413867ffffffff,25.0,0.0
84138c7ffffffff,1.0,0.0
8413911ffffffff,3.0,0.0
841391dffffffff,2.0,0.0
8413985ffffffff,2.0,0.0
84139e1ffffffff,7.0,0.0
84139edffffffff,2.0,0.0
8413b35ffffffff,2.0,0.0
841801dffffffff,2.0,0.0
841804bffffffff,2.0,2.0
8418053ffffffff,4.0,2.0
84180cdffffffff,4.0,4.0
8418235ffffffff,1.0,1.0
841823dffffffff,15.0,15.0
841828bffffffff,10.0,10.0
84182a3ffffffff,2.0,0.0
84182c1ffffffff,11.0,0.0
84182c9ffffffff,3.0,3.0
8418457ffffffff,2.0,0.0
8418459ffffffff,6.0,0.0
841845bffffffff,4.0,0.0
8418495ffffffff,26.0,0.0
84184b1ffffffff,2.0,0.0
84184bbffffffff,6.0,0.0
8418593ffffffff,14.0,0.0
8418597ffffffff,37.0,0.0
84185b3ffffffff,8.0,0.0
84185b5ffffffff,41.0,0.0
84185b7ffffffff,4.0,0.0
84185bbffffffff,142.0,0.0
8418623ffffffff,6.0,0.0
841863dffffffff,2.0,0.0
8419013ffffffff,1.0,0.0
84190b3ffffffff,3.0,1.0
84190b9ffffffff,2.0,0.0
8419281ffffffff,2.0,2.0
8419401ffffffff,2.0,0.0
8419405ffffffff,1.0,0.0
841940dffffffff,9.0,0.0
8419415ffffffff,2.0,0.0
8419421ffffffff,3.0,0.0
8419427ffffffff,2.0,0.0
841942dffffffff,28.0,0.0
8419465ffffffff,3.0,0.0
841946bffffffff,6.0,0.0
841946dffffffff,2.0,0.0
84194adffffffff,12.0,0.0
84194e5ffffffff,4.0,0.0
84194edffffffff,3.0,0.0
8419543ffffffff,2.0,0.0
8419549ffffffff,1.0,0.0
841954dffffffff,1.0,0.0
8419557ffffffff,2.0,0.0
841956dffffffff,4.0,0.0
8419581ffffffff,2.0,0.0
841959bffffffff,4.0,0.0
8419689ffffffff,1.0,0.0
8419695ffffffff,3.0,0.0
841969dffffffff,5.0,0.0
84196d5ffffffff,6.0,0.0
84196d9ffffffff,1.0,0.0
8419721ffffffff,3.0,0.0
8419723ffffffff,3.0,0.0
8419727ffffffff,10.0,0.0
841972bffffffff,3.0,0.0
841976bffffffff,1.0,0.0
