cell_id,Copsychus malabaricus,Copsychus malabaricus [malabaricus Group],Copsychus malabaricus ngae,Copsychus malabaricus [melanurus Group]
833c06fffffffff,4.0,0.0,0.0,0.0
833c0afffffffff,14.0,0.0,0.0,0.0
833c15fffffffff,189.0,9.0,0.0,0.0
833c18fffffffff,2.0,0.0,0.0,0.0
833c19fffffffff,283.0,0.0,0.0,0.0
833c1cfffffffff,57.0,0.0,0.0,0.0
833c1dfffffffff,23.0,0.0,0.0,0.0
833c32fffffffff,2.0,0.0,0.0,0.0
833c33fffffffff,35.0,1.0,0.0,0.0
833c36fffffffff,54.0,0.0,0.0,0.0
833c52fffffffff,5.0,0.0,0.0,0.0
833c53fffffffff,2.0,0.0,0.0,0.0
833c58fffffffff,84.0,0.0,0.0,0.0
833c5afffffffff,591.0,0.0,0.0,0.0
833c5bfffffffff,34.0,0.0,0.0,0.0
833c5efffffffff,7.0,0.0,0.0,0.0
833c80fffffffff,21.0,0.0,0.0,0.0
833c81fffffffff,2.0,0.0,0.0,0.0
833c82fffffffff,3.0,0.0,0.0,0.0
833c83fffffffff,58.0,0.0,0.0,0.0
833c84fffffffff,1.0,0.0,0.0,0.0
833c85fffffffff,1.0,0.0,0.0,0.0
833c8cfffffffff,229.0,0.0,0.0,0.0
833c8efffffffff,171.0,0.0,0.0,0.0
833c90fffffffff,240.0,0.0,0.0,0.0
833c92fffffffff,244.0,0.0,0.0,0.0
833c93fffffffff,4.0,0.0,0.0,0.0
833c94fffffffff,325.0,0.0,0.0,0.0
833c95fffffffff,12.0,0.0,0.0,0.0
833c96fffffffff,41.0,0.0,0.0,0.0
833ca0fffffffff,2.0,0.0,0.0,0.0
833ca1fffffffff,2.0,0.0,0.0,0.0
833ca2fffffffff,7.0,0.0,0.0,0.0
833ca6fffffffff,2.0,0.0,0.0,0.0
833ca8fffffffff,1.0,0.0,0.0,0.0
833ca9fffffffff,3.0,0.0,0.0,0.0
833cabfffffffff,36.0,0.0,0.0,0.0
833cb0fffffffff,3.0,0.0,0.0,0.0
833cb1fffffffff,9.0,0.0,0.0,0.0
833cb2fffffffff,2.0,0.0,0.0,0.0
833cb3fffffffff,30.0,0.0,0.0,0.0
833cb4fffffffff,30.0,0.0,0.0,0.0
833cb5fffffffff,606.0,0.0,0.0,0.0
833cb6fffffffff,18.0,0.0,0.0,0.0
833cc0fffffffff,179.0,0.0,0.0,0.0
833cc2fffffffff,36.0,0.0,0.0,0.0
833cc3fffffffff,7.0,0.0,0.0,0.0
833cc4fffffffff,278.0,0.0,0.0,0.0
833cc5fffffffff,146.0,0.0,0.0,0.0
833cc6fffffffff,170.0,0.0,0.0,0.0
833ccafffffffff,5.0,0.0,0.0,0.0
833ccbfffffffff,13.0,0.0,0.0,0.0
833cccfffffffff,22.0,0.0,0.0,0.0
833ccdfffffffff,1.0,0.0,0.0,0.0
833cd1fffffffff,3.0,0.0,0.0,0.0
833cd8fffffffff,2.0,0.0,0.0,0.0
833cd9fffffffff,4.0,2.0,0.0,0.0
833cdbfffffffff,5.0,0.0,0.0,0.0
833cdcfffffffff,3.0,0.0,0.0,0.0
833cddfffffffff,3.0,0.0,0.0,0.0
833ce0fffffffff,10.0,0.0,0.0,0.0
833ce1fffffffff,463.0,0.0,0.0,0.0
833ce2fffffffff,47.0,0.0,0.0,0.0
833ce3fffffffff,27.0,0.0,0.0,0.0
833ce4fffffffff,212.0,0.0,0.0,0.0
833ce5fffffffff,365.0,0.0,0.0,0.0
833ce8fffffffff,48.0,0.0,0.0,0.0
833ceafffffffff,12.0,0.0,0.0,0.0
833cebfffffffff,2.0,0.0,0.0,0.0
