cell_id,Acrocephalus stentoreus,Acrocephalus stentoreus stentoreus/levantinus,Acrocephalus stentoreus [brunnescens Group]
8420187ffffffff,3.0,0.0,0.0
8420a19ffffffff,3.0,0.0,0.0
8420b3bffffffff,3.0,0.0,0.0
84219c3ffffffff,2.0,0.0,0.0
842c513ffffffff,2.0,0.0,0.0
842c93bffffffff,4.0,0.0,0.0
842c9d9ffffffff,2.0,0.0,2.0
842db01ffffffff,2.0,0.0,0.0
842db03ffffffff,3.0,3.0,0.0
842db05ffffffff,1.0,0.0,0.0
842db25ffffffff,2.0,2.0,0.0
842db37ffffffff,2.0,0.0,0.0
842db67ffffffff,6.0,0.0,0.0
843c193ffffffff,1.0,0.0,1.0
843c199ffffffff,8.0,2.0,2.0
843c1b1ffffffff,2.0,0.0,0.0
843c1b5ffffffff,4.0,2.0,0.0
843c581ffffffff,2.0,0.0,0.0
843c585ffffffff,4.0,0.0,0.0
843c58dffffffff,4.0,0.0,0.0
843c5e3ffffffff,1.0,0.0,0.0
843c8d7ffffffff,2.0,0.0,0.0
843c8dbffffffff,2.0,0.0,0.0
843c943ffffffff,4.0,0.0,0.0
843c9d9ffffffff,18.0,4.0,0.0
843ca87ffffffff,1.0,0.0,0.0
843ca97ffffffff,7.0,0.0,0.0
843cb1dffffffff,3.0,0.0,0.0
843cc6bffffffff,3.0,0.0,0.0
843ce03ffffffff,2.0,0.0,0.0
843ce15ffffffff,6.0,0.0,0.0
843ce57ffffffff,5.0,0.0,0.0
843cec9ffffffff,1.0,0.0,0.0
843cf0dffffffff,1.0,0.0,0.0
843cf11ffffffff,10.0,0.0,0.0
843cf27ffffffff,3.0,0.0,0.0
843cf29ffffffff,31.0,3.0,0.0
843cf2dffffffff,28.0,0.0,0.0
843cf69ffffffff,1.0,0.0,0.0
843d04dffffffff,4.0,0.0,0.0
843d323ffffffff,1.0,0.0,0.0
843d34bffffffff,8.0,0.0,0.0
843d35dffffffff,7.0,0.0,0.0
843d363ffffffff,7.0,0.0,0.0
843d8b1ffffffff,1.0,0.0,0.0
843d8d5ffffffff,1.0,0.0,0.0
843d993ffffffff,2.0,0.0,0.0
843da11ffffffff,27.0,0.0,3.0
843da1dffffffff,1.0,0.0,1.0
843da27ffffffff,1.0,0.0,0.0
843da37ffffffff,2.0,0.0,1.0
843dac9ffffffff,4.0,0.0,0.0
843dad5ffffffff,16.0,0.0,0.0
843daddffffffff,1.0,0.0,0.0
843db13ffffffff,1.0,0.0,0.0
843e655ffffffff,3.0,0.0,0.0
843e689ffffffff,15.0,0.0,0.0
843e6c9ffffffff,2.0,0.0,0.0
843e6cbffffffff,1.0,0.0,0.0
8440439ffffffff,1.0,0.0,1.0
8442c01ffffffff,1.0,0.0,0.0
8442c0dffffffff,3.0,0.0,0.0
8442c2dffffffff,14.0,0.0,0.0
8442c67ffffffff,3.0,0.0,0.0
8442cc5ffffffff,2.0,0.0,0.0
8442cc7ffffffff,6.0,0.0,0.0
8442cd5ffffffff,2.0,0.0,0.0
8442cddffffffff,3.0,0.0,0.0
8442ce3ffffffff,18.0,0.0,0.0
8442ce9ffffffff,11.0,0.0,1.0
8442db5ffffffff,15.0,0.0,0.0
8442dd9ffffffff,1.0,0.0,0.0
844313bffffffff,5.0,0.0,0.0
8443a03ffffffff,2.0,0.0,0.0
8443a13ffffffff,4.0,0.0,1.0
8443a33ffffffff,9.0,0.0,0.0
8443a39ffffffff,2.0,0.0,0.0
8443a8dffffffff,5.0,0.0,1.0
8443ac3ffffffff,1.0,0.0,1.0
8443acdffffffff,2.0,0.0,0.0
8443ae5ffffffff,5.0,0.0,0.0
8452d41ffffffff,7.0,0.0,0.0
845326bffffffff,2.0,0.0,0.0
8453551ffffffff,3.0,0.0,0.0
8460025ffffffff,2.0,0.0,0.0
846004dffffffff,6.0,0.0,0.0
8460061ffffffff,2.0,0.0,0.0
8460065ffffffff,2.0,0.0,0.0
8460069ffffffff,3.0,0.0,0.0
846006dffffffff,2.0,0.0,0.0
8460109ffffffff,2.0,0.0,0.0
8460115ffffffff,2.0,0.0,0.0
846014bffffffff,1.0,0.0,0.0
846014dffffffff,7.0,0.0,0.0
8460153ffffffff,1.0,0.0,0.0
846015dffffffff,16.0,0.0,0.0
8460169ffffffff,4.0,0.0,0.0
8460221ffffffff,12.0,0.0,0.0
8460225ffffffff,4.0,0.0,0.0
8460227ffffffff,19.0,0.0,0.0
846022dffffffff,3.0,0.0,0.0
8460261ffffffff,2.0,0.0,0.0
8460263ffffffff,4.0,0.0,0.0
8460313ffffffff,16.0,0.0,0.0
8460315ffffffff,10.0,0.0,0.0
846031bffffffff,8.0,0.0,0.0
846031dffffffff,4.0,0.0,0.0
8460331ffffffff,5.0,0.0,0.0
846033bffffffff,35.0,0.0,0.0
8460353ffffffff,2.0,0.0,0.0
846086dffffffff,3.0,0.0,0.0
8460885ffffffff,31.0,0.0,0.0
84608a1ffffffff,3.0,0.0,0.0
84608b1ffffffff,2.0,0.0,0.0
84608b5ffffffff,13.0,0.0,0.0
84608bdffffffff,12.0,0.0,0.0
84608c1ffffffff,2.0,0.0,0.0
84608cdffffffff,2.0,0.0,0.0
84608e5ffffffff,13.0,0.0,0.0
84608e9ffffffff,45.0,0.0,0.0
84608ebffffffff,2.0,0.0,0.0
8460961ffffffff,8.0,0.0,0.0
8460983ffffffff,2.0,0.0,0.0
8460987ffffffff,3.0,0.0,0.0
8460999ffffffff,47.0,0.0,0.0
84609ddffffffff,2.0,0.0,0.0
84609e1ffffffff,16.0,0.0,0.0
84609ebffffffff,25.0,0.0,0.0
8460a25ffffffff,32.0,0.0,0.0
8460a8bffffffff,2.0,0.0,0.0
8460a91ffffffff,120.0,4.0,0.0
8460a99ffffffff,1.0,0.0,0.0
8460a9dffffffff,5.0,0.0,0.0
8460aa3ffffffff,26.0,0.0,0.0
8460ab1ffffffff,6.0,0.0,0.0
8460ad5ffffffff,2.0,0.0,0.0
8460b17ffffffff,2.0,0.0,0.0
8460b19ffffffff,6.0,0.0,0.0
8460b1bffffffff,26.0,0.0,0.0
8460b53ffffffff,1.0,0.0,0.0
8461021ffffffff,1.0,0.0,0.0
8461067ffffffff,5.0,0.0,0.0
8461893ffffffff,102.0,0.0,2.0
8461899ffffffff,5.0,0.0,0.0
84618c7ffffffff,4.0,0.0,0.0
846428bffffffff,3.0,0.0,0.0
8464829ffffffff,5.0,0.0,0.0
8464901ffffffff,2.0,0.0,0.0
8464981ffffffff,3.0,0.0,3.0
8464e49ffffffff,3.0,0.0,3.0
8464e69ffffffff,3.0,0.0,0.0
8468441ffffffff,4.0,0.0,0.0
84684e5ffffffff,2.0,0.0,0.0
8469417ffffffff,1.0,0.0,0.0
846943bffffffff,2.0,0.0,0.0
84694edffffffff,1.0,0.0,0.0
8495009ffffffff,2.0,0.0,2.0
