cell_id,Thinornis dubius,Thinornis dubius curonicus,Thinornis dubius dubius/jerdoni
830802fffffffff,1.0,0.0,0.0
830815fffffffff,4.0,0.0,0.0
830836fffffffff,1.0,0.0,0.0
830880fffffffff,13.0,0.0,0.0
830882fffffffff,2.0,0.0,0.0
830883fffffffff,2.0,0.0,0.0
830884fffffffff,2.0,0.0,0.0
830886fffffffff,74.0,0.0,0.0
830888fffffffff,16.0,6.0,0.0
83088afffffffff,1.0,0.0,0.0
830893fffffffff,17.0,0.0,0.0
830895fffffffff,7.0,0.0,0.0
830898fffffffff,15.0,0.0,0.0
830899fffffffff,229.0,51.0,0.0
83089afffffffff,58.0,0.0,0.0
83089bfffffffff,16.0,0.0,0.0
83089dfffffffff,39.0,0.0,0.0
83089efffffffff,37.0,0.0,0.0
8308a9fffffffff,1.0,0.0,0.0
8308b1fffffffff,14.0,0.0,0.0
8308b3fffffffff,11.0,0.0,0.0
8308b4fffffffff,2.0,0.0,0.0
8308c2fffffffff,10.0,0.0,0.0
8308c3fffffffff,6.0,0.0,0.0
8308d0fffffffff,5.0,0.0,0.0
8308d1fffffffff,25.0,0.0,0.0
8308d5fffffffff,9.0,0.0,0.0
8308d8fffffffff,2.0,0.0,0.0
8308f6fffffffff,6.0,0.0,0.0
830980fffffffff,2.0,0.0,0.0
830982fffffffff,6.0,0.0,0.0
830998fffffffff,6.0,0.0,0.0
830999fffffffff,17.0,4.0,0.0
83099bfffffffff,5.0,0.0,0.0
830a33fffffffff,6.0,0.0,0.0
830b89fffffffff,1.0,0.0,0.0
831012fffffffff,2.0,0.0,0.0
831016fffffffff,6.0,0.0,0.0
831023fffffffff,2.0,0.0,0.0
83109afffffffff,1.0,0.0,0.0
83109cfffffffff,1.0,0.0,0.0
8310c2fffffffff,14.0,0.0,0.0
8310d2fffffffff,3.0,0.0,0.0
8310dcfffffffff,10.0,0.0,0.0
8310defffffffff,2.0,0.0,0.0
8310f2fffffffff,1.0,0.0,0.0
831101fffffffff,1.0,0.0,0.0
831105fffffffff,3.0,0.0,0.0
831106fffffffff,108.0,0.0,0.0
831122fffffffff,2.0,0.0,0.0
831123fffffffff,3.0,1.0,0.0
831126fffffffff,58.0,4.0,0.0
83112afffffffff,4.0,0.0,0.0
83112efffffffff,1.0,0.0,0.0
831130fffffffff,2.0,0.0,0.0
831131fffffffff,1.0,0.0,0.0
831134fffffffff,2.0,0.0,0.0
831136fffffffff,1.0,0.0,0.0
831154fffffffff,6.0,0.0,0.0
831181fffffffff,11.0,1.0,0.0
83118afffffffff,8.0,0.0,0.0
83118cfffffffff,10.0,0.0,0.0
83118efffffffff,15.0,5.0,0.0
8311a8fffffffff,1.0,0.0,0.0
8311aafffffffff,36.0,2.0,0.0
8311abfffffffff,3.0,0.0,0.0
8311aefffffffff,55.0,15.0,0.0
8311b3fffffffff,2.0,0.0,0.0
8311b4fffffffff,2.0,0.0,0.0
831485fffffffff,2.0,0.0,0.0
831492fffffffff,2.0,0.0,0.0
83149afffffffff,1.0,0.0,0.0
83149efffffffff,2.0,0.0,0.0
8314a8fffffffff,2.0,0.0,0.0
8314aefffffffff,25.0,0.0,0.0
8314c8fffffffff,1.0,0.0,0.0
8314d6fffffffff,2.0,0.0,0.0
83155dfffffffff,10.0,0.0,0.0
831590fffffffff,10.0,0.0,0.0
831591fffffffff,6.0,0.0,0.0
831592fffffffff,55.0,0.0,0.0
831593fffffffff,2.0,0.0,0.0
831598fffffffff,1.0,0.0,0.0
8315b3fffffffff,52.0,0.0,0.0
8315b6fffffffff,3.0,0.0,0.0
831844fffffffff,4.0,0.0,0.0
831845fffffffff,6.0,0.0,0.0
831849fffffffff,474.0,0.0,0.0
83184afffffffff,6.0,0.0,0.0
83184bfffffffff,201.0,0.0,0.0
83184dfffffffff,28.0,2.0,0.0
83185bfffffffff,35.0,0.0,0.0
83185dfffffffff,1.0,0.0,0.0
831862fffffffff,4.0,0.0,0.0
831865fffffffff,3.0,0.0,0.0
831868fffffffff,2.0,0.0,0.0
83186afffffffff,11.0,0.0,0.0
83186bfffffffff,1.0,0.0,0.0
83186cfffffffff,188.0,0.0,0.0
83186dfffffffff,17.0,0.0,0.0
83186efffffffff,11.0,0.0,0.0
831870fffffffff,14.0,0.0,0.0
831874fffffffff,2.0,0.0,0.0
831875fffffffff,2.0,2.0,0.0
831929fffffffff,5.0,5.0,0.0
831940fffffffff,127.0,2.0,0.0
831941fffffffff,565.0,92.0,0.0
831942fffffffff,311.0,66.0,0.0
831943fffffffff,478.0,65.0,0.0
831946fffffffff,68.0,2.0,0.0
831948fffffffff,107.0,2.0,0.0
83194afffffffff,149.0,2.0,0.0
83194bfffffffff,75.0,2.0,0.0
83194cfffffffff,186.0,17.0,0.0
83194dfffffffff,93.0,1.0,0.0
83194efffffffff,260.0,3.0,0.0
831951fffffffff,78.0,0.0,0.0
831953fffffffff,2.0,0.0,0.0
831955fffffffff,7.0,0.0,0.0
831958fffffffff,145.0,5.0,0.0
831959fffffffff,175.0,2.0,0.0
83195afffffffff,3.0,0.0,0.0
83195bfffffffff,26.0,2.0,0.0
83195cfffffffff,261.0,6.0,0.0
83195dfffffffff,199.0,7.0,0.0
83195efffffffff,2.0,0.0,0.0
831968fffffffff,138.0,2.0,0.0
831969fffffffff,346.0,0.0,0.0
83196bfffffffff,80.0,0.0,0.0
83196cfffffffff,2.0,0.0,0.0
83196dfffffffff,112.0,1.0,0.0
831972fffffffff,25.0,2.0,0.0
831973fffffffff,196.0,0.0,0.0
831e00fffffffff,2.0,0.0,0.0
831e01fffffffff,24.0,0.0,0.0
831e02fffffffff,399.0,23.0,0.0
831e03fffffffff,36.0,0.0,0.0
831e04fffffffff,363.0,7.0,0.0
831e05fffffffff,208.0,0.0,0.0
831e06fffffffff,431.0,14.0,0.0
831e08fffffffff,25.0,0.0,0.0
831e0afffffffff,319.0,2.0,0.0
831e0bfffffffff,10.0,0.0,0.0
831e0cfffffffff,51.0,0.0,0.0
831e0efffffffff,147.0,4.0,0.0
831e10fffffffff,14.0,0.0,0.0
831e11fffffffff,22.0,0.0,0.0
831e12fffffffff,76.0,0.0,0.0
831e13fffffffff,145.0,0.0,0.0
831e14fffffffff,2.0,0.0,0.0
831e18fffffffff,2.0,0.0,0.0
831e19fffffffff,27.0,0.0,0.0
831e1bfffffffff,140.0,0.0,0.0
831e1cfffffffff,81.0,1.0,0.0
831e1dfffffffff,45.0,0.0,0.0
831e1efffffffff,11.0,0.0,0.0
831e20fffffffff,24.0,0.0,0.0
831e21fffffffff,10.0,0.0,0.0
831e22fffffffff,178.0,2.0,0.0
831e23fffffffff,11.0,0.0,0.0
831e24fffffffff,50.0,0.0,0.0
831e25fffffffff,15.0,0.0,0.0
831e26fffffffff,34.0,0.0,0.0
831e28fffffffff,28.0,0.0,0.0
831e29fffffffff,10.0,0.0,0.0
831e2afffffffff,31.0,0.0,0.0
831e2bfffffffff,21.0,0.0,0.0
831e2cfffffffff,9.0,0.0,0.0
831e2dfffffffff,23.0,0.0,0.0
831e2efffffffff,45.0,0.0,0.0
831e30fffffffff,259.0,4.0,0.0
831e31fffffffff,80.0,2.0,0.0
831e32fffffffff,31.0,4.0,0.0
831e33fffffffff,141.0,0.0,0.0
831e34fffffffff,109.0,2.0,0.0
831e35fffffffff,353.0,0.0,0.0
831e36fffffffff,102.0,4.0,0.0
831e42fffffffff,12.0,0.0,0.0
831e4afffffffff,6.0,0.0,0.0
831e4bfffffffff,6.0,0.0,0.0
831e51fffffffff,37.0,0.0,0.0
831e52fffffffff,14.0,1.0,0.0
831e54fffffffff,3.0,0.0,0.0
831e55fffffffff,6.0,0.0,0.0
831e56fffffffff,3.0,0.0,0.0
831e58fffffffff,2.0,0.0,0.0
831e59fffffffff,1.0,0.0,0.0
831e5afffffffff,42.0,3.0,0.0
831e5cfffffffff,16.0,0.0,0.0
831e5dfffffffff,48.0,0.0,0.0
831e5efffffffff,96.0,0.0,0.0
831e60fffffffff,4.0,0.0,0.0
831e61fffffffff,2.0,0.0,0.0
831e63fffffffff,20.0,0.0,0.0
831e64fffffffff,2.0,0.0,0.0
831e65fffffffff,8.0,0.0,0.0
831e6bfffffffff,3.0,0.0,0.0
