cell_id,Cisticola juncidis,Cisticola juncidis [juncidis Group],Cisticola juncidis terrestris/uropygialis,Cisticola juncidis [tinnabulans Group],Cisticola juncidis brunniceps
8418409ffffffff,2.0,0.0,0.0,0.0,0.0
8418443ffffffff,55.0,2.0,0.0,0.0,0.0
8418447ffffffff,2.0,0.0,0.0,0.0,0.0
8418451ffffffff,20.0,0.0,0.0,0.0,0.0
8418455ffffffff,10.0,0.0,0.0,0.0,0.0
8418459ffffffff,6.0,0.0,0.0,0.0,0.0
841845bffffffff,3.0,0.0,0.0,0.0,0.0
841845dffffffff,18.0,0.0,0.0,0.0,0.0
8418461ffffffff,23.0,8.0,0.0,0.0,0.0
8418469ffffffff,8.0,0.0,0.0,0.0,0.0
841846bffffffff,3.0,2.0,0.0,0.0,0.0
841846dffffffff,21.0,3.0,0.0,0.0,0.0
8418491ffffffff,27.0,0.0,0.0,0.0,0.0
8418493ffffffff,4.0,0.0,0.0,0.0,0.0
8418495ffffffff,413.0,0.0,0.0,0.0,0.0
841849bffffffff,1.0,0.0,0.0,0.0,0.0
841849dffffffff,12.0,0.0,0.0,0.0,0.0
84184a3ffffffff,6.0,0.0,0.0,0.0,0.0
84184b1ffffffff,295.0,0.0,0.0,0.0,0.0
84184b3ffffffff,20.0,0.0,0.0,0.0,0.0
84184b5ffffffff,200.0,0.0,0.0,0.0,0.0
84184b7ffffffff,100.0,0.0,0.0,0.0,0.0
84184b9ffffffff,136.0,0.0,0.0,0.0,0.0
84184bbffffffff,123.0,0.0,0.0,0.0,0.0
84184bdffffffff,184.0,0.0,0.0,0.0,0.0
84184c3ffffffff,6.0,0.0,0.0,0.0,0.0
84184c9ffffffff,3.0,0.0,0.0,0.0,0.0
84184d5ffffffff,2.0,0.0,0.0,0.0,0.0
84184d9ffffffff,2.0,0.0,0.0,0.0,0.0
84184ddffffffff,47.0,0.0,0.0,0.0,0.0
8418593ffffffff,16.0,0.0,0.0,0.0,0.0
8418597ffffffff,108.0,0.0,0.0,0.0,0.0
84185b1ffffffff,24.0,0.0,0.0,0.0,0.0
84185b3ffffffff,1.0,0.0,0.0,0.0,0.0
84185b5ffffffff,1253.0,0.0,0.0,0.0,0.0
84185bbffffffff,571.0,0.0,0.0,0.0,0.0
8418605ffffffff,2.0,0.0,0.0,0.0,0.0
8418607ffffffff,8.0,0.0,0.0,0.0,0.0
8418609ffffffff,1.0,0.0,0.0,0.0,0.0
841860dffffffff,8.0,0.0,0.0,0.0,0.0
8418623ffffffff,2.0,0.0,0.0,0.0,0.0
8418625ffffffff,9.0,0.0,0.0,0.0,0.0
8418627ffffffff,8.0,0.0,0.0,0.0,0.0
841862bffffffff,4.0,0.0,0.0,0.0,0.0
8418635ffffffff,3.0,0.0,0.0,0.0,0.0
841863dffffffff,3.0,0.0,0.0,0.0,0.0
841864bffffffff,2.0,0.0,0.0,0.0,0.0
8418655ffffffff,6.0,0.0,0.0,0.0,0.0
841865dffffffff,13.0,0.0,0.0,0.0,0.0
8418661ffffffff,2.0,0.0,0.0,0.0,0.0
841866bffffffff,2.0,0.0,0.0,0.0,0.0
84186a1ffffffff,36.0,0.0,0.0,0.0,0.0
84186a3ffffffff,17.0,0.0,0.0,0.0,0.0
84186a5ffffffff,28.0,0.0,0.0,0.0,0.0
84186a7ffffffff,42.0,0.0,0.0,0.0,0.0
84186adffffffff,2.0,0.0,0.0,0.0,0.0
84186b1ffffffff,2.0,0.0,0.0,0.0,0.0
84186b3ffffffff,3.0,0.0,0.0,0.0,0.0
84186b7ffffffff,5.0,0.0,0.0,0.0,0.0
84186c1ffffffff,2.0,0.0,0.0,0.0,0.0
84186c3ffffffff,44.0,0.0,0.0,0.0,0.0
84186c5ffffffff,12.0,0.0,0.0,0.0,0.0
84186c7ffffffff,2.0,0.0,0.0,0.0,0.0
84186c9ffffffff,1.0,0.0,0.0,0.0,0.0
84186cbffffffff,11.0,0.0,0.0,0.0,0.0
84186d1ffffffff,1.0,0.0,0.0,0.0,0.0
84186ddffffffff,2.0,0.0,0.0,0.0,0.0
84186e5ffffffff,6.0,0.0,0.0,0.0,0.0
84186ebffffffff,4.0,0.0,0.0,0.0,0.0
84186edffffffff,6.0,0.0,0.0,0.0,0.0
8418717ffffffff,11.0,0.0,0.0,0.0,0.0
841871bffffffff,2.0,0.0,0.0,0.0,0.0
8419481ffffffff,9.0,0.0,0.0,0.0,0.0
8419483ffffffff,2.0,0.0,0.0,0.0,0.0
841948bffffffff,6.0,0.0,0.0,0.0,0.0
84194b9ffffffff,26.0,0.0,0.0,0.0,0.0
84194bbffffffff,11.0,0.0,0.0,0.0,0.0
84194d9ffffffff,1.0,0.0,0.0,0.0,0.0
84194ddffffffff,3.0,0.0,0.0,0.0,0.0
841e125ffffffff,51.0,0.0,0.0,0.0,0.0
841e805ffffffff,26.0,0.0,0.0,0.0,0.0
841e807ffffffff,1.0,0.0,0.0,0.0,0.0
841e809ffffffff,2.0,0.0,0.0,0.0,0.0
841e813ffffffff,4.0,2.0,0.0,0.0,0.0
841e82bffffffff,44.0,0.0,0.0,0.0,0.0
841e831ffffffff,31.0,0.0,0.0,0.0,0.0
841e833ffffffff,67.0,0.0,0.0,0.0,0.0
841e837ffffffff,2.0,0.0,0.0,0.0,0.0
841e83bffffffff,3.0,0.0,0.0,0.0,0.0
841e83dffffffff,17.0,0.0,0.0,0.0,0.0
841e841ffffffff,7.0,0.0,0.0,0.0,0.0
841e843ffffffff,2.0,0.0,0.0,0.0,0.0
841e845ffffffff,1.0,1.0,0.0,0.0,0.0
841e847ffffffff,2.0,0.0,0.0,0.0,0.0
841e849ffffffff,2.0,0.0,0.0,0.0,0.0
841e863ffffffff,70.0,0.0,0.0,0.0,0.0
841e869ffffffff,16.0,0.0,0.0,0.0,0.0
841e86bffffffff,23.0,0.0,0.0,0.0,0.0
841e881ffffffff,2.0,0.0,0.0,0.0,0.0
841e88dffffffff,3.0,0.0,0.0,0.0,0.0
841e8a1ffffffff,2.0,0.0,0.0,0.0,0.0
841e8abffffffff,3.0,0.0,0.0,0.0,0.0
841e8b1ffffffff,2.0,0.0,0.0,0.0,0.0
841e8bbffffffff,6.0,0.0,0.0,0.0,0.0
841e8ebffffffff,2.0,0.0,0.0,0.0,0.0
841e929ffffffff,17.0,0.0,0.0,0.0,0.0
841e945ffffffff,11.0,0.0,0.0,0.0,0.0
841e947ffffffff,1.0,0.0,0.0,0.0,0.0
841e949ffffffff,3.0,0.0,0.0,0.0,0.0
841e94dffffffff,2.0,0.0,0.0,0.0,0.0
841e961ffffffff,2.0,0.0,0.0,0.0,0.0
841e96dffffffff,1.0,0.0,0.0,0.0,0.0
841e9a1ffffffff,4.0,0.0,0.0,0.0,0.0
841e9a5ffffffff,4.0,0.0,0.0,0.0,0.0
841e9a7ffffffff,4.0,2.0,0.0,0.0,0.0
841e9adffffffff,3.0,0.0,0.0,0.0,0.0
841e9b1ffffffff,6.0,0.0,0.0,0.0,0.0
841e9b3ffffffff,1.0,0.0,0.0,0.0,0.0
841e9d9ffffffff,1.0,0.0,0.0,0.0,0.0
841e9dbffffffff,1.0,0.0,0.0,0.0,0.0
841ea01ffffffff,37.0,0.0,0.0,0.0,0.0
841ea03ffffffff,12.0,0.0,0.0,0.0,0.0
841ea07ffffffff,21.0,4.0,0.0,0.0,0.0
841ea09ffffffff,7.0,0.0,0.0,0.0,0.0
841ea0bffffffff,22.0,0.0,0.0,0.0,0.0
841ea13ffffffff,12.0,0.0,0.0,0.0,0.0
841ea19ffffffff,192.0,0.0,0.0,0.0,0.0
841ea1bffffffff,3.0,0.0,0.0,0.0,0.0
841ea21ffffffff,4.0,2.0,0.0,0.0,0.0
841ea25ffffffff,3.0,0.0,0.0,0.0,0.0
841ea27ffffffff,3.0,0.0,0.0,0.0,0.0
841ea2dffffffff,1.0,0.0,0.0,0.0,0.0
841ea3dffffffff,2.0,0.0,0.0,0.0,0.0
841ea43ffffffff,1.0,0.0,0.0,0.0,0.0
841ea45ffffffff,2.0,0.0,0.0,0.0,0.0
841ea51ffffffff,2.0,0.0,0.0,0.0,0.0
841ea53ffffffff,32.0,0.0,0.0,0.0,0.0
841ea55ffffffff,4.0,0.0,0.0,0.0,0.0
841ea57ffffffff,2.0,0.0,0.0,0.0,0.0
841ea81ffffffff,1.0,0.0,0.0,0.0,0.0
841ea85ffffffff,30.0,0.0,0.0,0.0,0.0
841ea87ffffffff,13.0,0.0,0.0,0.0,0.0
841ea8dffffffff,27.0,0.0,0.0,0.0,0.0
841eab3ffffffff,7.0,0.0,0.0,0.0,0.0
841eab5ffffffff,2.0,0.0,0.0,0.0,0.0
841eac5ffffffff,1.0,0.0,0.0,0.0,0.0
841eacdffffffff,1.0,0.0,0.0,0.0,0.0
841eaebffffffff,7.0,0.0,0.0,0.0,0.0
841eb03ffffffff,43.0,0.0,0.0,0.0,0.0
841eb07ffffffff,10.0,0.0,0.0,0.0,0.0
841eb0bffffffff,8.0,0.0,0.0,0.0,0.0
841eb11ffffffff,2.0,0.0,0.0,0.0,0.0
841eb13ffffffff,19.0,0.0,0.0,0.0,0.0
841eb1bffffffff,1.0,0.0,0.0,0.0,0.0
841eb21ffffffff,2.0,0.0,0.0,0.0,0.0
841eb23ffffffff,6.0,0.0,0.0,0.0,0.0
841eb2bffffffff,5.0,0.0,0.0,0.0,0.0
841eb35ffffffff,3.0,0.0,0.0,0.0,0.0
841eb3dffffffff,7.0,0.0,0.0,0.0,0.0
841eb49ffffffff,6.0,0.0,0.0,0.0,0.0
841eb4dffffffff,2.0,0.0,0.0,0.0,0.0
841eb53ffffffff,13.0,0.0,0.0,0.0,0.0
841eb5bffffffff,5.0,0.0,0.0,0.0,0.0
841ec21ffffffff,3.0,0.0,0.0,0.0,0.0
841ec27ffffffff,2.0,0.0,0.0,0.0,0.0
841ec33ffffffff,2.0,0.0,0.0,0.0,0.0
841eca5ffffffff,7.0,0.0,0.0,0.0,0.0
841ed0bffffffff,1.0,0.0,0.0,0.0,0.0
841ed0dffffffff,1.0,0.0,0.0,0.0,0.0
841ed13ffffffff,10.0,0.0,0.0,0.0,0.0
841ed1bffffffff,5.0,0.0,0.0,0.0,0.0
841ed21ffffffff,13.0,0.0,0.0,0.0,0.0
841ed29ffffffff,11.0,0.0,0.0,0.0,0.0
841ed2bffffffff,2.0,0.0,0.0,0.0,0.0
841ed35ffffffff,16.0,0.0,0.0,0.0,0.0
841ed41ffffffff,1.0,0.0,0.0,0.0,0.0
841ed45ffffffff,14.0,0.0,0.0,0.0,0.0
841ed47ffffffff,2.0,0.0,0.0,0.0,0.0
841ed49ffffffff,2.0,0.0,0.0,0.0,0.0
841ed4dffffffff,22.0,0.0,0.0,0.0,0.0
841ed63ffffffff,9.0,0.0,0.0,0.0,0.0
841ed6bffffffff,25.0,0.0,0.0,0.0,0.0
841ed87ffffffff,2.0,0.0,0.0,0.0,0.0
841ed93ffffffff,79.0,0.0,0.0,0.0,0.0
841ed9bffffffff,6.0,0.0,0.0,0.0,0.0
841eda1ffffffff,102.0,0.0,0.0,0.0,0.0
841eda3ffffffff,541.0,0.0,0.0,0.0,0.0
841eda5ffffffff,15.0,0.0,0.0,0.0,0.0
841eda7ffffffff,30.0,0.0,0.0,0.0,0.0
841edabffffffff,1.0,0.0,0.0,0.0,0.0
841edadffffffff,16.0,0.0,0.0,0.0,0.0
841edb5ffffffff,1.0,0.0,0.0,0.0,0.0
841edc5ffffffff,2.0,0.0,0.0,0.0,0.0
841edcdffffffff,5.0,0.0,0.0,0.0,0.0
841ede1ffffffff,32.0,0.0,0.0,0.0,0.0
841ede5ffffffff,7.0,0.0,0.0,0.0,0.0
841ede7ffffffff,16.0,0.0,0.0,0.0,0.0
841ede9ffffffff,3.0,0.0,0.0,0.0,0.0
841ef27ffffffff,4.0,1.0,0.0,0.0,0.0
841ef2dffffffff,1.0,0.0,0.0,0.0,0.0
841f903ffffffff,3.0,0.0,0.0,0.0,0.0
841f91dffffffff,16.0,0.0,0.0,0.0,0.0
841f931ffffffff,1.0,0.0,0.0,0.0,0.0
841f935ffffffff,4.0,0.0,0.0,0.0,0.0
841f93bffffffff,1.0,0.0,0.0,0.0,0.0
841fb25ffffffff,2.0,0.0,0.0,0.0,0.0
841fb2dffffffff,26.0,0.0,0.0,0.0,0.0
841fb67ffffffff,6.0,0.0,0.0,0.0,0.0
84209a5ffffffff,75.0,0.0,0.0,0.0,0.0
842d125ffffffff,9.0,0.0,0.0,0.0,0.0
842d14bffffffff,4.0,0.0,0.0,0.0,0.0
842da09ffffffff,2.0,0.0,0.0,0.0,0.0
842da17ffffffff,156.0,0.0,0.0,0.0,0.0
842da1bffffffff,6.0,0.0,0.0,0.0,0.0
842da23ffffffff,2.0,0.0,0.0,0.0,0.0
842da45ffffffff,20.0,1.0,0.0,0.0,0.0
842da47ffffffff,1.0,0.0,0.0,0.0,0.0
842da4dffffffff,3.0,0.0,0.0,0.0,0.0
842da5dffffffff,29.0,0.0,0.0,0.0,0.0
842da69ffffffff,50.0,0.0,0.0,0.0,0.0
842da6bffffffff,39.0,4.0,0.0,0.0,0.0
842da81ffffffff,5.0,0.0,0.0,0.0,0.0
842dacdffffffff,4.0,0.0,0.0,0.0,0.0
842db01ffffffff,252.0,8.0,0.0,0.0,0.0
842db03ffffffff,398.0,46.0,0.0,0.0,0.0
842db05ffffffff,735.0,2.0,0.0,0.0,0.0
842db07ffffffff,5.0,0.0,0.0,0.0,0.0
842db0bffffffff,146.0,1.0,0.0,0.0,0.0
842db0dffffffff,41.0,3.0,0.0,0.0,0.0
842db11ffffffff,81.0,0.0,0.0,0.0,0.0
842db15ffffffff,146.0,0.0,0.0,0.0,0.0
842db1bffffffff,6.0,0.0,0.0,0.0,0.0
842db1dffffffff,193.0,0.0,0.0,0.0,0.0
842db29ffffffff,29.0,0.0,0.0,0.0,0.0
842db2bffffffff,6.0,0.0,0.0,0.0,0.0
842db37ffffffff,1.0,0.0,0.0,0.0,0.0
842db63ffffffff,98.0,0.0,0.0,0.0,0.0
842db65ffffffff,1.0,1.0,0.0,0.0,0.0
842db67ffffffff,87.0,2.0,0.0,0.0,0.0
842e0c9ffffffff,2.0,0.0,0.0,0.0,0.0
842e299ffffffff,4.0,0.0,0.0,0.0,0.0
842e2dbffffffff,4.0,0.0,0.0,0.0,0.0
842e605ffffffff,2.0,0.0,0.0,0.0,0.0
842e60bffffffff,40.0,0.0,0.0,0.0,0.0
842e611ffffffff,60.0,0.0,0.0,0.0,1.0
842e615ffffffff,5.0,0.0,0.0,0.0,2.0
842e619ffffffff,29.0,0.0,0.0,0.0,0.0
842e61bffffffff,2.0,0.0,0.0,0.0,0.0
842e61dffffffff,2.0,0.0,0.0,0.0,0.0
842e639ffffffff,1.0,0.0,0.0,0.0,0.0
842e66bffffffff,1.0,0.0,0.0,0.0,0.0
842e687ffffffff,2.0,0.0,0.0,0.0,0.0
842e689ffffffff,40.0,0.0,0.0,0.0,0.0
842e699ffffffff,8.0,0.0,0.0,0.0,0.0
842e6c9ffffffff,2.0,0.0,0.0,0.0,0.0
842e6cdffffffff,2.0,0.0,0.0,0.0,0.0
842e6d7ffffffff,2.0,0.0,0.0,0.0,0.0
842e6e1ffffffff,2.0,0.0,0.0,0.0,2.0
842e6e5ffffffff,1.0,0.0,0.0,0.0,0.0
842e749ffffffff,18.0,0.0,0.0,0.0,0.0
842e74bffffffff,2.0,0.0,0.0,0.0,0.0
842e751ffffffff,2.0,0.0,0.0,0.0,2.0
842e767ffffffff,2.0,0.0,0.0,0.0,0.0
842f5a1ffffffff,16.0,0.0,0.0,0.0,0.0
842f5a3ffffffff,30.0,0.0,0.0,0.0,3.0
842f5a5ffffffff,22.0,0.0,0.0,0.0,3.0
842f5a7ffffffff,2.0,0.0,0.0,0.0,0.0
842f5a9ffffffff,3.0,0.0,0.0,0.0,1.0
842f5abffffffff,27.0,0.0,0.0,0.0,0.0
842f5adffffffff,85.0,0.0,0.0,0.0,17.0
842f5b5ffffffff,6.0,0.0,0.0,0.0,0.0
842f5b9ffffffff,13.0,0.0,0.0,0.0,0.0
842f5bbffffffff,2.0,0.0,0.0,0.0,0.0
842f5bdffffffff,58.0,0.0,0.0,0.0,2.0
8430115ffffffff,6.0,0.0,0.0,0.0,0.0
843012dffffffff,2.0,0.0,0.0,0.0,0.0
843019bffffffff,1.0,0.0,0.0,0.0,0.0
84302b7ffffffff,15.0,0.0,0.0,0.0,0.0
8430305ffffffff,1.0,0.0,0.0,0.0,0.0
8430325ffffffff,28.0,0.0,0.0,0.0,0.0
8430329ffffffff,1.0,0.0,0.0,0.0,0.0
843032dffffffff,6.0,0.0,0.0,0.0,0.0
843036bffffffff,1.0,0.0,0.0,0.0,0.0
8430827ffffffff,2.0,0.0,0.0,0.0,0.0
