cell_id,Gygis alba,Gygis alba alba,Gygis alba candida/leucopes,Gygis alba microrhyncha
8446431ffffffff,2.0,0.0,0.0,0.0
8446433ffffffff,7.0,0.0,0.0,0.0
844643dffffffff,2.0,0.0,0.0,0.0
8446495ffffffff,2.0,0.0,0.0,0.0
84464b9ffffffff,18.0,0.0,12.0,0.0
84464bbffffffff,16.0,0.0,16.0,0.0
84464e1ffffffff,2.0,0.0,0.0,0.0
84464e3ffffffff,2.0,0.0,0.0,0.0
84464e5ffffffff,5.0,0.0,0.0,0.0
84464e7ffffffff,1.0,0.0,0.0,0.0
84465d9ffffffff,6.0,0.0,0.0,0.0
844a48dffffffff,1.0,0.0,1.0,0.0
844a4abffffffff,1.0,0.0,0.0,0.0
844e649ffffffff,3.0,0.0,0.0,0.0
845d129ffffffff,9.0,0.0,9.0,0.0
845d12bffffffff,58.0,0.0,56.0,0.0
8460061ffffffff,2.0,0.0,2.0,0.0
84668e7ffffffff,2.0,0.0,0.0,0.0
8466b07ffffffff,1.0,0.0,0.0,0.0
8466b63ffffffff,4.0,0.0,0.0,0.0
8466b65ffffffff,7.0,0.0,0.0,0.0
8466b6dffffffff,2.0,0.0,0.0,0.0
846c619ffffffff,17.0,0.0,0.0,0.0
846c653ffffffff,9.0,0.0,0.0,0.0
846c657ffffffff,1.0,0.0,0.0,0.0
846d6b3ffffffff,14.0,0.0,0.0,0.0
846d6bbffffffff,2.0,0.0,2.0,0.0
8472cbbffffffff,2.0,0.0,0.0,0.0
8473a83ffffffff,2.0,0.0,0.0,0.0
84768a9ffffffff,2.0,0.0,0.0,0.0
847d80bffffffff,1.0,0.0,0.0,0.0
84845a1ffffffff,23.0,0.0,0.0,0.0
84845c1ffffffff,15.0,0.0,0.0,0.0
84845e5ffffffff,3.0,0.0,0.0,0.0
84846c3ffffffff,3.0,0.0,0.0,0.0
8485a07ffffffff,2.0,0.0,2.0,0.0
8485a2bffffffff,5.0,0.0,4.0,0.0
8485a3dffffffff,1.0,0.0,0.0,0.0
8489049ffffffff,3.0,0.0,0.0,0.0
8489225ffffffff,1.0,0.0,0.0,0.0
8489343ffffffff,2.0,0.0,0.0,0.0
8490e57ffffffff,1.0,0.0,0.0,0.0
84980a9ffffffff,1.0,1.0,0.0,0.0
8499a41ffffffff,6.0,1.0,0.0,0.0
849a021ffffffff,2.0,0.0,0.0,0.0
849a141ffffffff,4.0,0.0,0.0,0.0
849a151ffffffff,9.0,0.0,4.0,0.0
849a153ffffffff,4.0,0.0,0.0,0.0
849a15bffffffff,1.0,0.0,0.0,0.0
849a169ffffffff,4.0,0.0,0.0,0.0
849b0a7ffffffff,1.0,0.0,0.0,0.0
849b445ffffffff,1.0,0.0,0.0,0.0
849b897ffffffff,38.0,0.0,0.0,0.0
849c005ffffffff,2.0,0.0,0.0,0.0
849d241ffffffff,4.0,0.0,0.0,0.0
849ee3dffffffff,1.0,0.0,1.0,0.0
84a0491ffffffff,2.0,0.0,2.0,0.0
84a0d93ffffffff,1.0,0.0,0.0,0.0
84b14adffffffff,4.0,0.0,2.0,0.0
84b4c59ffffffff,12.0,0.0,0.0,0.0
84b4ce9ffffffff,1.0,0.0,0.0,0.0
84ba1a1ffffffff,7.0,0.0,0.0,0.0
84ba1a3ffffffff,17.0,0.0,0.0,0.0
84ba1a7ffffffff,6.0,0.0,0.0,0.0
84ba1ebffffffff,3.0,0.0,0.0,0.0
84ba603ffffffff,2.0,0.0,0.0,0.0
84ba69dffffffff,1.0,0.0,1.0,0.0
84baf29ffffffff,7.0,0.0,0.0,0.0
84baf45ffffffff,24.0,0.0,0.0,0.0
84baf4dffffffff,22.0,0.0,0.0,0.0
84baf6bffffffff,16.0,0.0,0.0,0.0
84bb585ffffffff,7.0,0.0,0.0,0.0
84be08dffffffff,2.0,0.0,0.0,0.0
84be0e3ffffffff,1.0,0.0,0.0,0.0
84be1a9ffffffff,5.0,0.0,0.0,0.0
84be889ffffffff,16.0,0.0,0.0,0.0
84be8c3ffffffff,4.0,0.0,0.0,0.0
84be8c7ffffffff,10.0,0.0,0.0,0.0
84beaa1ffffffff,1.0,0.0,0.0,0.0
84beaa5ffffffff,2.0,0.0,1.0,0.0
84beaa7ffffffff,7.0,0.0,0.0,0.0
84beaadffffffff,5.0,0.0,2.0,0.0
84beab5ffffffff,3.0,0.0,0.0,0.0
84beab7ffffffff,29.0,0.0,4.0,0.0
84beae3ffffffff,7.0,0.0,0.0,0.0
84beae7ffffffff,5.0,0.0,2.0,0.0
