cell_id,Ardea alba,Ardea alba alba,Ardea alba melanorhynchos,Ardea alba egretta,Ardea alba modesta
8401319ffffffff,4.0,0.0,0.0,0.0,0.0
8407417ffffffff,4.0,0.0,0.0,0.0,0.0
8407589ffffffff,3.0,0.0,0.0,0.0,0.0
8407635ffffffff,1.0,1.0,0.0,0.0,0.0
8407733ffffffff,9.0,9.0,0.0,0.0,0.0
840886bffffffff,3.0,0.0,0.0,0.0,0.0
840890dffffffff,6.0,0.0,0.0,0.0,0.0
8408937ffffffff,8.0,0.0,0.0,0.0,0.0
840895bffffffff,2.0,2.0,0.0,0.0,0.0
84089a9ffffffff,11.0,0.0,0.0,0.0,0.0
84089dbffffffff,2.0,0.0,0.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0,0.0,0.0
8408b13ffffffff,2.0,2.0,0.0,0.0,0.0
8408b15ffffffff,8.0,0.0,0.0,0.0,0.0
8408b57ffffffff,2.0,0.0,0.0,0.0,0.0
8408edbffffffff,2.0,0.0,0.0,0.0,0.0
8409821ffffffff,1.0,0.0,0.0,0.0,0.0
8409911ffffffff,2.0,0.0,0.0,0.0,0.0
840991bffffffff,5.0,0.0,0.0,0.0,0.0
8409993ffffffff,4.0,0.0,0.0,0.0,0.0
840999bffffffff,2.0,0.0,0.0,0.0,0.0
84099b1ffffffff,2.0,2.0,0.0,0.0,0.0
8409a09ffffffff,2.0,0.0,0.0,0.0,0.0
8409a43ffffffff,2.0,0.0,0.0,0.0,0.0
8409a47ffffffff,6.0,0.0,0.0,0.0,0.0
8409a69ffffffff,2.0,0.0,0.0,0.0,0.0
840c451ffffffff,2.0,0.0,0.0,0.0,0.0
840c465ffffffff,6.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,1.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,8.0,0.0,0.0,0.0,0.0
840d49bffffffff,1.0,0.0,0.0,1.0,0.0
840e497ffffffff,1.0,0.0,0.0,1.0,0.0
840e4d3ffffffff,8.0,0.0,0.0,0.0,0.0
840e4dbffffffff,5.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,1.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,2.0,0.0,0.0,0.0,0.0
840f107ffffffff,1.0,0.0,0.0,0.0,0.0
84110ebffffffff,6.0,0.0,0.0,0.0,0.0
84118cdffffffff,4.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,2.0,0.0,0.0,0.0,0.0
84124b5ffffffff,3.0,0.0,0.0,0.0,0.0
84124b7ffffffff,2.0,0.0,0.0,0.0,0.0
8412591ffffffff,4.0,0.0,0.0,0.0,0.0
8412597ffffffff,1.0,0.0,0.0,0.0,0.0
84125b9ffffffff,3.0,0.0,0.0,0.0,0.0
8412847ffffffff,1.0,0.0,0.0,0.0,0.0
841289bffffffff,1.0,0.0,0.0,0.0,0.0
8412a97ffffffff,1.0,0.0,0.0,0.0,0.0
8412c13ffffffff,21.0,0.0,0.0,0.0,0.0
8412c3bffffffff,3.0,0.0,0.0,0.0,0.0
8412c9dffffffff,3.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,62.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,16.0,0.0,0.0,1.0,0.0
8412ccdffffffff,44.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,10.0,0.0,0.0,0.0,0.0
8412d01ffffffff,4.0,0.0,0.0,0.0,0.0
8412d11ffffffff,6.0,0.0,0.0,0.0,0.0
8412d17ffffffff,11.0,0.0,0.0,0.0,0.0
8412d19ffffffff,5.0,0.0,0.0,0.0,0.0
8412d85ffffffff,4.0,0.0,0.0,0.0,0.0
8412dabffffffff,2.0,0.0,0.0,0.0,0.0
8412db7ffffffff,5.0,0.0,0.0,0.0,0.0
8412db9ffffffff,2.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,1.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,5.0,0.0,0.0,0.0,0.0
8412de5ffffffff,8.0,0.0,0.0,0.0,0.0
8412dedffffffff,6.0,0.0,0.0,0.0,0.0
8412e13ffffffff,19.0,0.0,0.0,2.0,0.0
8412e1bffffffff,8.0,0.0,0.0,0.0,0.0
8412e8dffffffff,26.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,3.0,0.0,0.0,0.0,0.0
8412ec9ffffffff,7.0,0.0,0.0,0.0,0.0
8412f15ffffffff,2.0,0.0,0.0,0.0,0.0
8414ae5ffffffff,2.0,2.0,0.0,0.0,0.0
8416507ffffffff,3.0,0.0,0.0,0.0,3.0
841653bffffffff,2.0,2.0,0.0,0.0,0.0
84165e1ffffffff,2.0,0.0,0.0,0.0,0.0
8418233ffffffff,16.0,2.0,0.0,0.0,0.0
841828bffffffff,4.0,1.0,0.0,0.0,0.0
84182a7ffffffff,2.0,0.0,0.0,0.0,0.0
84182c3ffffffff,2.0,0.0,0.0,0.0,0.0
84182cbffffffff,5.0,0.0,0.0,0.0,0.0
84182e5ffffffff,1.0,0.0,0.0,0.0,0.0
84182e7ffffffff,1.0,0.0,0.0,0.0,0.0
8418443ffffffff,2.0,2.0,0.0,0.0,0.0
8418459ffffffff,1.0,0.0,0.0,0.0,0.0
841845bffffffff,2.0,0.0,0.0,0.0,0.0
8418495ffffffff,1.0,0.0,0.0,0.0,0.0
841849dffffffff,4.0,0.0,0.0,0.0,0.0
84184b1ffffffff,2.0,0.0,0.0,0.0,0.0
84184b3ffffffff,15.0,0.0,0.0,0.0,0.0
8418597ffffffff,40.0,0.0,0.0,0.0,0.0
84185b5ffffffff,15.0,0.0,0.0,0.0,0.0
84185bbffffffff,8.0,0.0,0.0,0.0,0.0
84186c3ffffffff,2.0,0.0,0.0,0.0,0.0
84186c5ffffffff,3.0,0.0,0.0,0.0,0.0
84186cbffffffff,2.0,0.0,0.0,0.0,0.0
84186e1ffffffff,2.0,0.0,0.0,0.0,0.0
841870dffffffff,4.0,2.0,0.0,0.0,0.0
8418729ffffffff,6.0,0.0,0.0,0.0,0.0
8418747ffffffff,4.0,0.0,0.0,0.0,0.0
8419293ffffffff,6.0,0.0,0.0,0.0,0.0
8419401ffffffff,17.0,5.0,0.0,0.0,0.0
8419405ffffffff,2.0,0.0,0.0,0.0,0.0
8419415ffffffff,1.0,0.0,0.0,0.0,0.0
8419421ffffffff,4.0,0.0,0.0,0.0,0.0
8419427ffffffff,2.0,2.0,0.0,0.0,0.0
8419429ffffffff,2.0,2.0,0.0,0.0,0.0
