cell_id,Ardea purpurea,Ardea purpurea bournei,Ardea purpurea [purpurea Group]
84075d9ffffffff,1.0,0.0,0.0
8407731ffffffff,2.0,0.0,0.0
840880bffffffff,2.0,0.0,0.0
84180c9ffffffff,2.0,0.0,0.0
841828bffffffff,2.0,0.0,0.0
84182cbffffffff,2.0,0.0,0.0
8418495ffffffff,35.0,0.0,0.0
841849dffffffff,2.0,0.0,0.0
84184b1ffffffff,1.0,0.0,0.0
84185b5ffffffff,6.0,0.0,0.0
841870dffffffff,2.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0
8419401ffffffff,4.0,0.0,0.0
8419405ffffffff,2.0,0.0,0.0
8419411ffffffff,2.0,0.0,0.0
8419413ffffffff,12.0,0.0,0.0
8419415ffffffff,11.0,0.0,0.0
8419485ffffffff,4.0,0.0,0.0
841948dffffffff,3.0,0.0,0.0
84194c5ffffffff,4.0,0.0,0.0
84194d5ffffffff,2.0,0.0,0.0
84194d9ffffffff,2.0,0.0,0.0
84194ddffffffff,6.0,0.0,0.0
84194e3ffffffff,1.0,0.0,0.0
84194e7ffffffff,4.0,0.0,0.0
8419519ffffffff,4.0,0.0,0.0
841958bffffffff,3.0,0.0,0.0
8419597ffffffff,2.0,0.0,0.0
841959bffffffff,3.0,0.0,0.0
84195bbffffffff,4.0,0.0,0.0
84195bdffffffff,1.0,0.0,1.0
84195c1ffffffff,1.0,0.0,0.0
84195c7ffffffff,1.0,0.0,0.0
84195d1ffffffff,2.0,0.0,0.0
84195d5ffffffff,1.0,0.0,0.0
8419733ffffffff,2.0,0.0,0.0
841973bffffffff,1.0,0.0,0.0
841e007ffffffff,2.0,0.0,0.0
841e021ffffffff,7.0,0.0,0.0
841e023ffffffff,1.0,0.0,0.0
841e025ffffffff,2.0,0.0,0.0
841e029ffffffff,1.0,0.0,0.0
841e02dffffffff,3.0,0.0,0.0
841e035ffffffff,2.0,0.0,0.0
841e041ffffffff,7.0,0.0,0.0
841e045ffffffff,2.0,0.0,0.0
841e047ffffffff,6.0,0.0,0.0
841e04bffffffff,4.0,0.0,0.0
841e059ffffffff,1.0,0.0,0.0
841e05bffffffff,12.0,0.0,0.0
841e061ffffffff,62.0,0.0,0.0
841e063ffffffff,1.0,0.0,0.0
841e067ffffffff,14.0,0.0,0.0
841e06bffffffff,4.0,0.0,0.0
841e085ffffffff,5.0,0.0,0.0
841e0a9ffffffff,16.0,0.0,0.0
841e0c3ffffffff,147.0,0.0,0.0
841e0c5ffffffff,3.0,0.0,0.0
841e0c7ffffffff,11.0,0.0,0.0
841e0e3ffffffff,3.0,0.0,0.0
841e0e7ffffffff,4.0,0.0,1.0
841e139ffffffff,4.0,0.0,0.0
841e153ffffffff,4.0,0.0,0.0
841e19dffffffff,1.0,0.0,1.0
841e1b3ffffffff,4.0,0.0,0.0
841e1b9ffffffff,5.0,0.0,0.0
841e1bbffffffff,2.0,0.0,0.0
841e1cbffffffff,3.0,0.0,0.0
841e1ddffffffff,2.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0
841e23dffffffff,1.0,0.0,0.0
841e287ffffffff,2.0,0.0,0.0
841e291ffffffff,4.0,0.0,0.0
841e297ffffffff,2.0,0.0,0.0
841e29dffffffff,4.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0
841e2e3ffffffff,2.0,0.0,0.0
841e307ffffffff,2.0,0.0,0.0
841e30dffffffff,2.0,0.0,0.0
841e353ffffffff,2.0,0.0,0.0
841e355ffffffff,4.0,0.0,0.0
841e357ffffffff,2.0,0.0,0.0
841e551ffffffff,2.0,0.0,0.0
841e5e1ffffffff,2.0,0.0,0.0
841e5e3ffffffff,1.0,0.0,0.0
841e631ffffffff,2.0,0.0,0.0
841e649ffffffff,2.0,0.0,0.0
841e697ffffffff,4.0,0.0,0.0
841ea03ffffffff,6.0,0.0,0.0
841ea0bffffffff,2.0,0.0,0.0
841ea1bffffffff,2.0,0.0,2.0
841ea53ffffffff,9.0,0.0,0.0
841ea57ffffffff,2.0,0.0,0.0
841ea93ffffffff,1.0,0.0,0.0
841eb03ffffffff,2.0,0.0,0.0
841eb07ffffffff,3.0,0.0,0.0
841ec33ffffffff,2.0,0.0,0.0
841ec47ffffffff,65.0,0.0,8.0
841ec99ffffffff,5.0,0.0,0.0
841eca5ffffffff,4.0,0.0,0.0
841eccbffffffff,2.0,0.0,0.0
841ecd7ffffffff,2.0,0.0,0.0
841ece7ffffffff,3.0,0.0,0.0
841eda3ffffffff,20.0,0.0,0.0
841eda7ffffffff,2.0,0.0,0.0
841ede1ffffffff,5.0,0.0,0.0
841ede5ffffffff,1.0,0.0,1.0
841ee97ffffffff,2.0,0.0,0.0
841f0a7ffffffff,1.0,0.0,0.0
841f133ffffffff,2.0,0.0,0.0
841f167ffffffff,2.0,0.0,0.0
841f35bffffffff,2.0,0.0,0.0
841f59dffffffff,2.0,0.0,0.0
841f827ffffffff,5.0,0.0,0.0
841f883ffffffff,2.0,0.0,0.0
841f887ffffffff,6.0,0.0,0.0
841f91dffffffff,2.0,0.0,0.0
841f981ffffffff,18.0,0.0,0.0
841f9a1ffffffff,2.0,0.0,0.0
841faadffffffff,9.0,0.0,0.0
841fac7ffffffff,6.0,0.0,0.0
841fae3ffffffff,3.0,0.0,0.0
841fae7ffffffff,2.0,0.0,0.0
842016bffffffff,1.0,0.0,0.0
8420a15ffffffff,2.0,0.0,0.0
8420a57ffffffff,3.0,0.0,3.0
8420b15ffffffff,2.0,0.0,0.0
8420e9bffffffff,2.0,0.0,0.0
842c203ffffffff,6.0,0.0,4.0
842c4cdffffffff,1.0,0.0,0.0
842c513ffffffff,7.0,0.0,0.0
842c933ffffffff,2.0,0.0,0.0
842c93bffffffff,2.0,0.0,0.0
842cc07ffffffff,2.0,0.0,0.0
842d029ffffffff,2.0,0.0,0.0
842d03bffffffff,6.0,0.0,6.0
842d0edffffffff,4.0,0.0,0.0
842d107ffffffff,3.0,0.0,0.0
842d14bffffffff,7.0,0.0,0.0
842d15dffffffff,1.0,0.0,0.0
842d32dffffffff,2.0,0.0,2.0
842d331ffffffff,3.0,0.0,0.0
842d64dffffffff,6.0,0.0,0.0
842d949ffffffff,1.0,0.0,0.0
842da0bffffffff,2.0,0.0,0.0
