cell_id,Tachybaptus ruficollis,Tachybaptus ruficollis [ruficollis Group],Tachybaptus ruficollis [tricolor Group]
8408065ffffffff,2.0,0.0,0.0
8408151ffffffff,2.0,0.0,0.0
8408153ffffffff,4.0,0.0,0.0
8408159ffffffff,2.0,0.0,0.0
8408183ffffffff,2.0,0.0,0.0
8408361ffffffff,2.0,0.0,0.0
8408365ffffffff,2.0,0.0,0.0
840883dffffffff,1.0,0.0,0.0
8408863ffffffff,2.0,0.0,0.0
8408867ffffffff,37.0,0.0,0.0
8408869ffffffff,19.0,0.0,0.0
8408949ffffffff,2.0,0.0,0.0
8408959ffffffff,5.0,0.0,0.0
840895bffffffff,5.0,0.0,0.0
8408997ffffffff,13.0,2.0,0.0
84089d3ffffffff,2.0,0.0,0.0
84089e7ffffffff,2.0,0.0,0.0
8408b0dffffffff,2.0,0.0,0.0
8408b11ffffffff,2.0,0.0,0.0
8408b15ffffffff,1.0,0.0,0.0
8408b3dffffffff,2.0,0.0,0.0
8408b47ffffffff,2.0,0.0,0.0
8408b67ffffffff,4.0,0.0,0.0
8408b69ffffffff,2.0,0.0,0.0
84094b5ffffffff,2.0,0.0,0.0
8409821ffffffff,12.0,0.0,0.0
840982bffffffff,5.0,0.0,0.0
8409911ffffffff,8.0,0.0,0.0
8409917ffffffff,6.0,0.0,0.0
840991bffffffff,35.0,0.0,0.0
8409981ffffffff,1.0,0.0,0.0
8409991ffffffff,5.0,0.0,0.0
8409993ffffffff,7.0,0.0,0.0
84099b9ffffffff,7.0,0.0,0.0
84099bdffffffff,3.0,0.0,0.0
841106bffffffff,2.0,0.0,0.0
8411203ffffffff,1.0,0.0,0.0
841123bffffffff,2.0,0.0,0.0
8411249ffffffff,2.0,0.0,0.0
841126bffffffff,2.0,0.0,0.0
841126dffffffff,22.0,7.0,0.0
8411309ffffffff,2.0,0.0,0.0
841134bffffffff,2.0,0.0,0.0
8411813ffffffff,2.0,0.0,0.0
841181bffffffff,3.0,0.0,0.0
84118cdffffffff,14.0,0.0,0.0
8411aa7ffffffff,3.0,0.0,0.0
8411ae3ffffffff,16.0,9.0,0.0
8411ae7ffffffff,1.0,1.0,0.0
8414a8dffffffff,2.0,0.0,0.0
8414ae5ffffffff,52.0,0.0,0.0
8414b27ffffffff,2.0,0.0,0.0
8415909ffffffff,2.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0
8415929ffffffff,2.0,0.0,0.0
84159e9ffffffff,2.0,1.0,0.0
8415b31ffffffff,2.0,0.0,0.0
8418013ffffffff,1.0,0.0,0.0
8418019ffffffff,2.0,0.0,0.0
841801bffffffff,1.0,0.0,0.0
841801dffffffff,2.0,2.0,0.0
841804bffffffff,2.0,0.0,0.0
8418053ffffffff,5.0,2.0,0.0
8418059ffffffff,16.0,4.0,0.0
841805bffffffff,9.0,0.0,0.0
84180cdffffffff,26.0,2.0,0.0
841820bffffffff,2.0,0.0,0.0
8418213ffffffff,4.0,2.0,0.0
8418215ffffffff,16.0,0.0,0.0
8418217ffffffff,2.0,0.0,0.0
841821dffffffff,4.0,2.0,0.0
8418231ffffffff,10.0,0.0,0.0
8418233ffffffff,30.0,16.0,0.0
8418235ffffffff,24.0,0.0,0.0
8418237ffffffff,14.0,0.0,0.0
841823dffffffff,5.0,3.0,0.0
8418251ffffffff,7.0,4.0,0.0
8418253ffffffff,4.0,0.0,0.0
8418255ffffffff,3.0,2.0,0.0
8418259ffffffff,5.0,2.0,0.0
841825bffffffff,6.0,0.0,0.0
8418281ffffffff,9.0,0.0,0.0
8418285ffffffff,2.0,0.0,0.0
8418287ffffffff,2.0,0.0,0.0
8418289ffffffff,5.0,0.0,0.0
841828bffffffff,193.0,8.0,0.0
841828dffffffff,2.0,0.0,0.0
8418299ffffffff,13.0,0.0,0.0
84182a1ffffffff,4.0,0.0,0.0
84182a3ffffffff,43.0,0.0,0.0
84182a5ffffffff,2.0,0.0,0.0
84182a7ffffffff,8.0,0.0,0.0
84182abffffffff,2.0,0.0,0.0
84182adffffffff,17.0,2.0,0.0
84182c1ffffffff,240.0,4.0,0.0
84182c3ffffffff,91.0,1.0,0.0
84182c5ffffffff,4.0,0.0,0.0
84182c9ffffffff,107.0,0.0,0.0
84182cbffffffff,161.0,0.0,0.0
84182d3ffffffff,1.0,0.0,0.0
84182d5ffffffff,5.0,0.0,0.0
84182e1ffffffff,2.0,0.0,0.0
84182e5ffffffff,133.0,38.0,0.0
84182e7ffffffff,3.0,0.0,0.0
84182e9ffffffff,29.0,6.0,0.0
84182edffffffff,6.0,4.0,0.0
8418443ffffffff,39.0,10.0,0.0
8418447ffffffff,9.0,4.0,0.0
8418451ffffffff,16.0,0.0,0.0
8418455ffffffff,1.0,0.0,0.0
8418459ffffffff,2.0,0.0,0.0
