cell_id,Mimus gilvus,Mimus gilvus gracilis/leucophaeus,Mimus gilvus [gilvus Group],Mimus gilvus magnirostris
824427fffffffff,111.0,21.0,0.0,0.0
82446ffffffffff,11.0,11.0,0.0,0.0
824507fffffffff,5769.0,19.0,0.0,0.0
82450ffffffffff,21193.0,2780.0,0.0,0.0
82451ffffffffff,816.0,154.0,0.0,0.0
824527fffffffff,3574.0,19.0,0.0,0.0
82452ffffffffff,9961.0,122.0,0.0,0.0
824537fffffffff,338.0,0.0,0.0,0.0
824557fffffffff,7.0,0.0,0.0,0.0
824577fffffffff,2555.0,735.0,0.0,0.0
824997fffffffff,76.0,7.0,0.0,0.0
825e47fffffffff,516.0,0.0,40.0,0.0
825e5ffffffffff,1093.0,0.0,0.0,0.0
825e67fffffffff,2280.0,0.0,0.0,0.0
825e77fffffffff,246.0,0.0,1.0,0.0
825f07fffffffff,6.0,0.0,0.0,0.0
825f0ffffffffff,708.0,0.0,0.0,0.0
825f17fffffffff,72.0,0.0,0.0,0.0
825f1ffffffffff,315.0,0.0,0.0,0.0
825f2ffffffffff,1184.0,0.0,0.0,0.0
825f47fffffffff,227.0,0.0,13.0,0.0
825f4ffffffffff,1012.0,0.0,4.0,0.0
825f57fffffffff,9.0,0.0,0.0,0.0
825f5ffffffffff,5980.0,0.0,0.0,0.0
825f67fffffffff,3.0,0.0,0.0,0.0
825f6ffffffffff,17.0,0.0,0.0,0.0
825f77fffffffff,178.0,0.0,6.0,0.0
826607fffffffff,26.0,0.0,0.0,0.0
82660ffffffffff,5176.0,0.0,32.0,0.0
826617fffffffff,1654.0,0.0,56.0,0.0
82661ffffffffff,3925.0,0.0,43.0,0.0
826627fffffffff,3323.0,0.0,399.0,0.0
82662ffffffffff,836.0,0.0,7.0,0.0
826637fffffffff,47.0,0.0,0.0,0.0
826647fffffffff,350.0,0.0,0.0,0.0
82664ffffffffff,1.0,0.0,0.0,0.0
826657fffffffff,2075.0,0.0,0.0,0.0
82665ffffffffff,4.0,0.0,0.0,0.0
826667fffffffff,307.0,0.0,0.0,0.0
826677fffffffff,890.0,0.0,3.0,0.0
8266a7fffffffff,10808.0,0.0,790.0,0.0
8266b7fffffffff,7763.0,0.0,70.0,0.0
8266c7fffffffff,2209.0,0.0,41.0,0.0
8266d7fffffffff,2725.0,0.0,266.0,0.0
8266dffffffffff,91.0,0.0,1.0,0.0
8266e7fffffffff,16628.0,0.0,189.0,0.0
8266effffffffff,828.0,0.0,0.0,0.0
8266f7fffffffff,1576.0,0.0,17.0,0.0
826747fffffffff,6134.0,0.0,35.0,0.0
82674ffffffffff,4318.0,0.0,81.0,0.0
826757fffffffff,10864.0,0.0,5.0,0.0
82675ffffffffff,2474.0,0.0,7.0,0.0
82676ffffffffff,129.0,0.0,0.0,0.0
826777fffffffff,2059.0,0.0,0.0,0.0
826787fffffffff,645.0,0.0,0.0,253.0
82678ffffffffff,5.0,0.0,0.0,0.0
82679ffffffffff,472.0,0.0,0.0,0.0
826d07fffffffff,392.0,5.0,0.0,0.0
826d27fffffffff,2233.0,169.0,0.0,0.0
826d2ffffffffff,2883.0,23.0,0.0,0.0
826d37fffffffff,810.0,12.0,0.0,0.0
826d67fffffffff,5095.0,0.0,0.0,0.0
826d6ffffffffff,4734.0,0.0,0.0,0.0
826d77fffffffff,774.0,0.0,0.0,0.0
82800ffffffffff,5.0,0.0,0.0,0.0
828017fffffffff,124.0,0.0,2.0,0.0
82801ffffffffff,4.0,0.0,0.0,0.0
828037fffffffff,2.0,0.0,0.0,0.0
828047fffffffff,3.0,0.0,0.0,0.0
828057fffffffff,16.0,0.0,0.0,0.0
8280a7fffffffff,5.0,0.0,0.0,0.0
828117fffffffff,41.0,0.0,1.0,0.0
828137fffffffff,16.0,0.0,0.0,0.0
828187fffffffff,10.0,0.0,0.0,0.0
82818ffffffffff,43.0,0.0,0.0,0.0
82819ffffffffff,13.0,0.0,0.0,0.0
8281a7fffffffff,13.0,0.0,6.0,0.0
828a47fffffffff,1.0,0.0,0.0,0.0
828adffffffffff,242.0,0.0,0.0,0.0
828f2ffffffffff,4.0,0.0,0.0,0.0
82a597fffffffff,152.0,0.0,2.0,0.0
82a887fffffffff,14.0,0.0,0.0,0.0
82a897fffffffff,143.0,0.0,7.0,0.0
82a89ffffffffff,14.0,0.0,0.0,0.0
82a8a7fffffffff,89.0,0.0,0.0,0.0
82a8b7fffffffff,14.0,0.0,0.0,0.0
