cell_id,Phylloscopus trochiloides,Phylloscopus trochiloides viridanus,Phylloscopus trochiloides trochiloides/ludlowi,Phylloscopus trochiloides obscuratus
830886fffffffff,3.0,0.0,0.0,0.0
830898fffffffff,4.0,0.0,0.0,0.0
83089afffffffff,1.0,0.0,0.0,0.0
83089bfffffffff,8.0,0.0,0.0,0.0
83089efffffffff,4.0,0.0,0.0,0.0
8308d1fffffffff,2.0,0.0,0.0,0.0
8308d3fffffffff,4.0,0.0,0.0,0.0
8308d8fffffffff,16.0,0.0,0.0,0.0
8308defffffffff,1.0,0.0,0.0,0.0
8308f2fffffffff,1.0,0.0,0.0,0.0
830a33fffffffff,7.0,0.0,0.0,0.0
830bb0fffffffff,1.0,0.0,0.0,0.0
831016fffffffff,2.0,0.0,0.0,0.0
831023fffffffff,2.0,0.0,0.0,0.0
831026fffffffff,1.0,0.0,0.0,0.0
8310c0fffffffff,19.0,0.0,0.0,0.0
8310c2fffffffff,129.0,0.0,0.0,0.0
8310c3fffffffff,14.0,0.0,0.0,0.0
8310d0fffffffff,1.0,0.0,0.0,0.0
8310d2fffffffff,2.0,0.0,0.0,0.0
8310d3fffffffff,2.0,0.0,0.0,0.0
8310d5fffffffff,2.0,0.0,0.0,0.0
8310dcfffffffff,30.0,0.0,0.0,0.0
8310eefffffffff,110.0,0.0,0.0,0.0
8310f2fffffffff,1.0,0.0,0.0,0.0
831100fffffffff,2.0,0.0,0.0,0.0
831105fffffffff,2.0,0.0,0.0,0.0
831116fffffffff,3.0,0.0,0.0,0.0
831123fffffffff,4.0,0.0,0.0,0.0
831125fffffffff,2.0,0.0,0.0,0.0
831126fffffffff,4.0,2.0,0.0,0.0
831128fffffffff,5.0,0.0,0.0,0.0
83112afffffffff,1.0,0.0,0.0,0.0
83112dfffffffff,2.0,0.0,0.0,0.0
83112efffffffff,5.0,0.0,0.0,0.0
831132fffffffff,2.0,0.0,0.0,0.0
831136fffffffff,6.0,0.0,0.0,0.0
831181fffffffff,14.0,0.0,0.0,0.0
83118afffffffff,4.0,0.0,0.0,0.0
83118cfffffffff,28.0,0.0,0.0,0.0
83118efffffffff,2.0,0.0,0.0,0.0
831191fffffffff,1.0,0.0,0.0,0.0
8311aafffffffff,100.0,0.0,0.0,0.0
8311abfffffffff,4.0,0.0,0.0,0.0
8311aefffffffff,11.0,0.0,0.0,0.0
831715fffffffff,2.0,0.0,0.0,0.0
831e24fffffffff,2.0,0.0,0.0,0.0
831f0dfffffffff,3.0,0.0,0.0,0.0
831f28fffffffff,2.0,0.0,0.0,0.0
831f29fffffffff,4.0,0.0,0.0,0.0
831f2dfffffffff,2.0,0.0,0.0,0.0
831f40fffffffff,1.0,0.0,0.0,0.0
831f45fffffffff,2.0,0.0,0.0,0.0
831f4efffffffff,6.0,0.0,0.0,0.0
831f51fffffffff,4.0,0.0,0.0,0.0
831f59fffffffff,2.0,0.0,0.0,0.0
