cell_id,Pernis ptilorhynchus,Pernis ptilorhynchus orientalis,Pernis ptilorhynchus ruficollis/philippensis,Pernis ptilorhynchus [ptilorhynchus Group]
840a911ffffffff,2.0,2.0,0.0,0.0
8414813ffffffff,4.0,0.0,0.0,0.0
8414ae5ffffffff,16.0,0.0,0.0,0.0
8414aedffffffff,2.0,0.0,0.0,0.0
8415885ffffffff,2.0,0.0,0.0,0.0
84158adffffffff,2.0,0.0,0.0,0.0
841598bffffffff,5.0,0.0,0.0,0.0
84200a7ffffffff,9.0,6.0,0.0,0.0
84200adffffffff,3.0,0.0,0.0,0.0
84200e1ffffffff,2.0,0.0,0.0,0.0
8420199ffffffff,3.0,0.0,0.0,0.0
84201abffffffff,3.0,0.0,0.0,0.0
842033bffffffff,1.0,1.0,0.0,0.0
84204b1ffffffff,1.0,0.0,0.0,0.0
84205b9ffffffff,2.0,0.0,0.0,0.0
84206bdffffffff,2.0,2.0,0.0,0.0
842099bffffffff,1.0,0.0,0.0,0.0
84209a5ffffffff,45.0,0.0,0.0,0.0
84209a7ffffffff,2.0,0.0,0.0,0.0
8420e05ffffffff,6.0,0.0,0.0,0.0
8420e61ffffffff,3.0,0.0,0.0,0.0
8420e65ffffffff,3.0,2.0,0.0,0.0
8420f53ffffffff,2.0,0.0,0.0,0.0
8424049ffffffff,4.0,0.0,0.0,0.0
8424213ffffffff,2.0,0.0,0.0,0.0
8424235ffffffff,1.0,0.0,0.0,0.0
84242e3ffffffff,2.0,0.0,0.0,0.0
8424311ffffffff,1.0,0.0,0.0,0.0
8424505ffffffff,5.0,0.0,0.0,0.0
842451dffffffff,4.0,0.0,0.0,0.0
8424529ffffffff,5.0,0.0,0.0,0.0
8424563ffffffff,1.0,0.0,0.0,0.0
8424567ffffffff,9.0,0.0,0.0,0.0
842462bffffffff,3.0,0.0,0.0,0.0
84246ddffffffff,1.0,0.0,0.0,0.0
8424883ffffffff,2.0,0.0,0.0,0.0
84248b9ffffffff,2.0,0.0,0.0,0.0
8424e5bffffffff,2.0,0.0,0.0,0.0
8425135ffffffff,2.0,0.0,0.0,0.0
84251d5ffffffff,2.0,0.0,0.0,0.0
8425409ffffffff,10.0,0.0,0.0,0.0
8425465ffffffff,9.0,0.0,0.0,0.0
8425469ffffffff,4.0,1.0,0.0,0.0
84255abffffffff,2.0,0.0,0.0,0.0
84255b5ffffffff,1.0,0.0,0.0,0.0
8425733ffffffff,1.0,0.0,0.0,0.0
8425a4dffffffff,2.0,0.0,0.0,0.0
8425ac9ffffffff,8.0,0.0,0.0,0.0
8425b07ffffffff,2.0,0.0,0.0,0.0
8425b4bffffffff,2.0,2.0,0.0,0.0
842c215ffffffff,1.0,0.0,0.0,0.0
842c903ffffffff,7.0,0.0,0.0,0.0
842c915ffffffff,5.0,0.0,0.0,0.0
842c931ffffffff,1.0,0.0,0.0,0.0
842c933ffffffff,1.0,0.0,0.0,0.0
842c93bffffffff,47.0,1.0,0.0,0.0
842c9ddffffffff,3.0,0.0,0.0,0.0
842e2b5ffffffff,2.0,0.0,0.0,0.0
842e617ffffffff,1.0,0.0,0.0,0.0
842e61bffffffff,2.0,0.0,0.0,0.0
842e689ffffffff,16.0,0.0,0.0,0.0
842e72bffffffff,2.0,0.0,0.0,0.0
842e753ffffffff,10.0,0.0,0.0,0.0
842ec23ffffffff,2.0,0.0,0.0,0.0
842ec3dffffffff,2.0,0.0,0.0,0.0
842ec99ffffffff,5.0,0.0,0.0,0.0
842ecb9ffffffff,2.0,0.0,0.0,0.0
842ecdbffffffff,9.0,0.0,0.0,0.0
842eda5ffffffff,2.0,0.0,0.0,0.0
842f5b5ffffffff,2.0,0.0,0.0,0.0
843015bffffffff,34.0,2.0,0.0,0.0
843019bffffffff,4.0,0.0,0.0,0.0
84302b7ffffffff,33.0,2.0,0.0,0.0
8430305ffffffff,11.0,4.0,0.0,0.0
843030dffffffff,8.0,0.0,0.0,0.0
8430325ffffffff,21.0,0.0,0.0,0.0
8430329ffffffff,3.0,0.0,0.0,0.0
8430833ffffffff,5.0,0.0,0.0,0.0
843091dffffffff,1.0,0.0,0.0,0.0
8430929ffffffff,3.0,0.0,0.0,0.0
8430985ffffffff,3.0,0.0,0.0,0.0
8430991ffffffff,1.0,0.0,0.0,0.0
8430995ffffffff,2.0,0.0,0.0,0.0
84309a5ffffffff,4.0,0.0,0.0,0.0
84309b9ffffffff,1.0,0.0,0.0,0.0
84309bdffffffff,23.0,0.0,0.0,0.0
84309d3ffffffff,2.0,0.0,0.0,0.0
84309d9ffffffff,4.0,0.0,0.0,0.0
8430a13ffffffff,2.0,0.0,0.0,0.0
8430a3bffffffff,2.0,0.0,0.0,0.0
8430c3bffffffff,3.0,0.0,0.0,0.0
8430c63ffffffff,2.0,0.0,0.0,0.0
8430cedffffffff,2.0,0.0,0.0,0.0
8430d4bffffffff,2.0,0.0,0.0,0.0
8430d97ffffffff,2.0,0.0,0.0,0.0
8430d9bffffffff,4.0,0.0,0.0,0.0
8430e09ffffffff,1.0,0.0,0.0,0.0
8430e0bffffffff,8.0,2.0,0.0,0.0
8430e0dffffffff,4.0,0.0,0.0,0.0
8430e15ffffffff,1.0,0.0,0.0,0.0
8430e1dffffffff,1.0,0.0,0.0,0.0
8430e25ffffffff,7.0,0.0,0.0,0.0
8430e2bffffffff,4.0,0.0,0.0,0.0
8430e31ffffffff,4.0,0.0,0.0,0.0
843142dffffffff,2.0,0.0,0.0,0.0
843163bffffffff,2.0,0.0,0.0,0.0
8431649ffffffff,2.0,0.0,0.0,0.0
84316c1ffffffff,2.0,0.0,0.0,0.0
84316c5ffffffff,9.0,0.0,0.0,0.0
84316c7ffffffff,11.0,0.0,0.0,0.0
84316cdffffffff,3.0,0.0,0.0,0.0
84316ddffffffff,8.0,0.0,0.0,0.0
84316e1ffffffff,8.0,0.0,0.0,0.0
84316e5ffffffff,1.0,0.0,0.0,0.0
84316e7ffffffff,11.0,2.0,0.0,0.0
84316e9ffffffff,3.0,3.0,0.0,0.0
843180bffffffff,2.0,0.0,0.0,0.0
