cell_id,Copsychus saularis,Copsychus saularis [saularis Group],Copsychus saularis [amoenus Group]
82209ffffffffff,44.0,0.0,0.0
823087fffffffff,6.0,0.0,0.0
823097fffffffff,88.0,3.0,0.0
82309ffffffffff,1060.0,3.0,0.0
823c07fffffffff,2252.0,573.0,0.0
823c0ffffffffff,439.0,38.0,0.0
823c17fffffffff,388.0,23.0,0.0
823c1ffffffffff,1566.0,7.0,0.0
823c37fffffffff,397.0,0.0,0.0
823c57fffffffff,260.0,0.0,0.0
823c5ffffffffff,1767.0,0.0,0.0
823c87fffffffff,533.0,0.0,0.0
823c8ffffffffff,1586.0,10.0,0.0
823c97fffffffff,1077.0,0.0,0.0
823c9ffffffffff,61.0,0.0,0.0
823ca7fffffffff,345.0,0.0,0.0
823caffffffffff,700.0,0.0,0.0
823cb7fffffffff,6819.0,0.0,0.0
823cc7fffffffff,1649.0,0.0,0.0
823ccffffffffff,76.0,3.0,0.0
823cd7fffffffff,182.0,0.0,0.0
823cdffffffffff,44.0,3.0,0.0
823ce7fffffffff,4109.0,59.0,0.0
823ceffffffffff,2238.0,0.0,0.0
823cf7fffffffff,8398.0,67.0,0.0
823d17fffffffff,9328.0,0.0,0.0
823d1ffffffffff,57.0,0.0,0.0
823d37fffffffff,631.0,0.0,0.0
823d87fffffffff,3310.0,0.0,0.0
823d8ffffffffff,1265.0,0.0,0.0
823d97fffffffff,1920.0,0.0,0.0
823d9ffffffffff,4613.0,0.0,0.0
823da7fffffffff,5660.0,0.0,0.0
823daffffffffff,2633.0,0.0,0.0
823db7fffffffff,1259.0,0.0,0.0
824007fffffffff,6.0,0.0,0.0
82400ffffffffff,34.0,0.0,0.0
824017fffffffff,5.0,0.0,0.0
82401ffffffffff,13.0,0.0,0.0
824027fffffffff,32.0,2.0,0.0
82402ffffffffff,314.0,68.0,0.0
824037fffffffff,24.0,0.0,0.0
824047fffffffff,150.0,11.0,0.0
82404ffffffffff,674.0,76.0,0.0
82405ffffffffff,9.0,2.0,0.0
824067fffffffff,178.0,23.0,0.0
82406ffffffffff,101.0,14.0,0.0
824077fffffffff,117.0,5.0,0.0
82408ffffffffff,4.0,0.0,0.0
824097fffffffff,3.0,0.0,0.0
8240a7fffffffff,40.0,0.0,0.0
8240affffffffff,4.0,0.0,0.0
8240b7fffffffff,68.0,0.0,0.0
8240c7fffffffff,2.0,0.0,0.0
8240e7fffffffff,194.0,36.0,0.0
8240effffffffff,15.0,9.0,0.0
8240f7fffffffff,2.0,0.0,0.0
824107fffffffff,356.0,21.0,0.0
82410ffffffffff,58.0,4.0,0.0
824117fffffffff,42.0,1.0,0.0
82411ffffffffff,4417.0,192.0,0.0
824147fffffffff,189.0,10.0,0.0
82414ffffffffff,94.0,0.0,0.0
824157fffffffff,89.0,4.0,0.0
82415ffffffffff,209.0,7.0,0.0
824167fffffffff,72.0,7.0,0.0
82416ffffffffff,161.0,24.0,0.0
824177fffffffff,168.0,0.0,0.0
824187fffffffff,52.0,0.0,0.0
82418ffffffffff,18.0,0.0,0.0
824197fffffffff,298.0,2.0,0.0
82419ffffffffff,62.0,1.0,0.0
8241a7fffffffff,8541.0,3106.0,0.0
8241b7fffffffff,1604.0,145.0,0.0
82424ffffffffff,118.0,0.0,0.0
824257fffffffff,17.0,0.0,0.0
82425ffffffffff,31.0,0.0,0.0
82426ffffffffff,536.0,0.0,0.0
8242c7fffffffff,1135.0,0.0,0.0
8242cffffffffff,3982.0,0.0,0.0
8242d7fffffffff,31.0,0.0,0.0
8242dffffffffff,1934.0,0.0,0.0
8242effffffffff,244.0,0.0,0.0
824b37fffffffff,32.0,1.0,0.0
824b87fffffffff,10.0,0.0,0.0
824ba7fffffffff,3897.0,8.0,0.0
824bb7fffffffff,3577.0,8.0,0.0
826007fffffffff,16911.0,0.0,0.0
826017fffffffff,28217.0,363.0,0.0
82601ffffffffff,4597.0,0.0,0.0
826027fffffffff,8365.0,0.0,0.0
826037fffffffff,30259.0,0.0,0.0
826087fffffffff,265.0,0.0,0.0
82608ffffffffff,13782.0,0.0,0.0
826097fffffffff,3162.0,0.0,0.0
82609ffffffffff,2227.0,0.0,0.0
8260a7fffffffff,1424.0,0.0,0.0
8260affffffffff,7202.0,0.0,0.0
8260b7fffffffff,2076.0,0.0,0.0
8260f7fffffffff,25.0,0.0,0.0
826107fffffffff,2808.0,157.0,0.0
826117fffffffff,777.0,48.0,0.0
82611ffffffffff,2044.0,28.0,0.0
82618ffffffffff,5797.0,0.0,0.0
82619ffffffffff,141.0,0.0,0.0
8261affffffffff,862.0,0.0,0.0
82640ffffffffff,2638.0,0.0,0.0
826417fffffffff,384.0,115.0,0.0
826427fffffffff,229.0,47.0,0.0
826437fffffffff,1069.0,397.0,0.0
826487fffffffff,2217.0,811.0,0.0
82648ffffffffff,163.0,15.0,0.0
826497fffffffff,1925.0,600.0,0.0
82649ffffffffff,192.0,23.0,0.0
8264a7fffffffff,5318.0,2237.0,0.0
8264affffffffff,20.0,4.0,0.0
8264b7fffffffff,625.0,290.0,0.0
8264e7fffffffff,970.0,0.0,0.0
82651ffffffffff,1086.0,370.0,0.0
826527fffffffff,2118.0,0.0,0.0
826587fffffffff,1241.0,0.0,0.0
82658ffffffffff,5121.0,2613.0,0.0
826597fffffffff,421.0,2.0,0.0
82659ffffffffff,851.0,309.0,0.0
8265a7fffffffff,11.0,0.0,0.0
8265b7fffffffff,561.0,34.0,0.0
826817fffffffff,3.0,0.0,0.0
826917fffffffff,3.0,0.0,0.0
826937fffffffff,10.0,3.0,0.0
