cell_id,Caprimulgus affinis,Caprimulgus affinis [monticolus Group],Caprimulgus affinis [affinis Group]
83309bfffffffff,2.0,0.0,0.0
833c15fffffffff,2.0,0.0,0.0
833c19fffffffff,1.0,0.0,0.0
833c52fffffffff,4.0,0.0,0.0
833c80fffffffff,5.0,0.0,0.0
833c83fffffffff,2.0,0.0,0.0
833c88fffffffff,2.0,0.0,0.0
833c8cfffffffff,3.0,0.0,0.0
833c8dfffffffff,7.0,0.0,0.0
833ca8fffffffff,44.0,0.0,0.0
833ca9fffffffff,29.0,0.0,0.0
833cb4fffffffff,2.0,0.0,0.0
833cb5fffffffff,2.0,0.0,0.0
833ce5fffffffff,10.0,0.0,0.0
833cf4fffffffff,5.0,0.0,0.0
833d10fffffffff,5.0,0.0,0.0
833d32fffffffff,6.0,0.0,0.0
833d33fffffffff,3.0,0.0,0.0
833d36fffffffff,8.0,0.0,0.0
833d80fffffffff,2.0,0.0,0.0
833d84fffffffff,12.0,0.0,0.0
833d86fffffffff,3.0,0.0,0.0
833d93fffffffff,3.0,0.0,0.0
833d96fffffffff,3.0,0.0,0.0
833d98fffffffff,3.0,0.0,0.0
833d9afffffffff,2.0,0.0,0.0
833d9bfffffffff,1.0,0.0,0.0
833d9dfffffffff,57.0,0.0,0.0
833d9efffffffff,23.0,0.0,0.0
833da1fffffffff,70.0,0.0,0.0
833da3fffffffff,6.0,0.0,0.0
833dacfffffffff,2.0,0.0,0.0
833dadfffffffff,4.0,0.0,0.0
833db3fffffffff,9.0,0.0,0.0
833db5fffffffff,21.0,0.0,0.0
833db6fffffffff,18.0,0.0,0.0
834103fffffffff,1.0,0.0,0.0
83411cfffffffff,2.0,0.0,0.0
8341a4fffffffff,3.0,0.0,0.0
834249fffffffff,4.0,0.0,0.0
834259fffffffff,4.0,0.0,0.0
83425afffffffff,2.0,0.0,0.0
834269fffffffff,4.0,0.0,0.0
8342c1fffffffff,4.0,0.0,0.0
8342c2fffffffff,2.0,0.0,0.0
8342c4fffffffff,10.0,0.0,0.0
8342c5fffffffff,15.0,0.0,0.0
8342cafffffffff,2.0,0.0,0.0
8342cbfffffffff,5.0,0.0,0.0
8342d9fffffffff,1.0,0.0,0.0
8342ddfffffffff,2.0,0.0,0.0
834b84fffffffff,1.0,0.0,0.0
834b86fffffffff,6.0,0.0,0.0
834ba0fffffffff,4.0,0.0,0.0
834ba2fffffffff,9.0,0.0,0.0
834ba3fffffffff,3.0,0.0,0.0
834bb1fffffffff,12.0,0.0,0.0
836002fffffffff,2.0,0.0,0.0
836006fffffffff,17.0,0.0,0.0
836010fffffffff,1.0,0.0,0.0
836013fffffffff,1.0,0.0,0.0
836014fffffffff,52.0,0.0,0.0
836015fffffffff,3.0,0.0,0.0
836016fffffffff,19.0,0.0,0.0
836031fffffffff,51.0,0.0,0.0
836032fffffffff,5.0,0.0,0.0
836033fffffffff,50.0,0.0,0.0
836035fffffffff,15.0,0.0,0.0
836084fffffffff,5.0,0.0,0.0
836088fffffffff,16.0,0.0,0.0
836090fffffffff,4.0,0.0,0.0
836092fffffffff,7.0,0.0,0.0
836096fffffffff,6.0,0.0,0.0
83609afffffffff,1.0,0.0,0.0
83609dfffffffff,2.0,0.0,0.0
83609efffffffff,17.0,0.0,0.0
8360a1fffffffff,1.0,0.0,0.0
8360a2fffffffff,111.0,0.0,0.0
8360a6fffffffff,26.0,0.0,0.0
8360a9fffffffff,16.0,0.0,0.0
8360adfffffffff,8.0,0.0,0.0
8360b1fffffffff,14.0,0.0,0.0
836188fffffffff,13.0,0.0,0.0
83618afffffffff,2.0,0.0,0.0
8364a5fffffffff,6.0,0.0,0.0
836501fffffffff,1.0,0.0,0.0
836503fffffffff,13.0,0.0,0.0
836511fffffffff,1.0,0.0,0.0
836518fffffffff,14.0,0.0,0.0
83651bfffffffff,4.0,0.0,0.0
83651dfffffffff,8.0,0.0,0.0
836520fffffffff,4.0,0.0,0.0
836522fffffffff,3.0,0.0,0.0
836523fffffffff,5.0,0.0,0.0
836526fffffffff,5.0,0.0,0.0
8368d2fffffffff,2.0,0.0,0.0
838cadfffffffff,2.0,0.0,0.0
838dabfffffffff,2.0,0.0,0.0
