cell_id,Psilopogon haemacephalus,Psilopogon haemacephalus indicus/delicus,Psilopogon haemacephalus roseus,Psilopogon haemacephalus [haemacephalus Group],Psilopogon haemacephalus [intermedius Group]
833c0afffffffff,3.0,0.0,0.0,0.0,0.0
833c13fffffffff,2.0,0.0,0.0,0.0,0.0
833c19fffffffff,2.0,0.0,0.0,0.0,0.0
833c1bfffffffff,3.0,0.0,0.0,0.0,0.0
833c1cfffffffff,2.0,0.0,0.0,0.0,0.0
833c89fffffffff,3.0,0.0,0.0,0.0,0.0
833c8dfffffffff,3.0,0.0,0.0,0.0,0.0
833c8efffffffff,5.0,0.0,0.0,0.0,0.0
833ca9fffffffff,2.0,0.0,0.0,0.0,0.0
833cabfffffffff,5.0,0.0,0.0,0.0,0.0
833cadfffffffff,1.0,0.0,0.0,0.0,0.0
833cc6fffffffff,1.0,0.0,0.0,0.0,0.0
833cd1fffffffff,4.0,0.0,0.0,0.0,0.0
833ce1fffffffff,5.0,0.0,0.0,0.0,0.0
833cf0fffffffff,2.0,0.0,0.0,0.0,0.0
833cf2fffffffff,22.0,0.0,0.0,0.0,0.0
833cf4fffffffff,2.0,0.0,0.0,0.0,0.0
833cf6fffffffff,12.0,0.0,0.0,0.0,0.0
833d10fffffffff,17.0,0.0,0.0,0.0,0.0
833d89fffffffff,1.0,0.0,0.0,0.0,0.0
833d99fffffffff,2.0,0.0,0.0,0.0,0.0
833d9efffffffff,3.0,0.0,0.0,0.0,0.0
833da3fffffffff,4.0,0.0,0.0,0.0,0.0
833dadfffffffff,10.0,0.0,0.0,0.0,0.0
833db0fffffffff,2.0,0.0,0.0,0.0,0.0
833db3fffffffff,2.0,0.0,0.0,0.0,0.0
83425afffffffff,1.0,0.0,0.0,0.0,0.0
8342c0fffffffff,6.0,0.0,0.0,0.0,0.0
8342c1fffffffff,4.0,0.0,0.0,0.0,0.0
8342c3fffffffff,2.0,0.0,0.0,0.0,0.0
8342ccfffffffff,4.0,0.0,0.0,0.0,0.0
8342cdfffffffff,1.0,0.0,0.0,0.0,0.0
8342d9fffffffff,6.0,0.0,0.0,0.0,0.0
8342dcfffffffff,1.0,0.0,0.0,0.0,0.0
836002fffffffff,4.0,0.0,0.0,0.0,0.0
836006fffffffff,2.0,0.0,0.0,0.0,0.0
836010fffffffff,15.0,0.0,0.0,0.0,0.0
836011fffffffff,69.0,0.0,0.0,0.0,0.0
836013fffffffff,101.0,0.0,0.0,0.0,0.0
836014fffffffff,176.0,0.0,0.0,0.0,0.0
836015fffffffff,547.0,0.0,0.0,0.0,0.0
836016fffffffff,21.0,0.0,0.0,0.0,0.0
83601afffffffff,3.0,0.0,0.0,0.0,0.0
83601efffffffff,45.0,0.0,0.0,0.0,0.0
836022fffffffff,72.0,0.0,0.0,0.0,0.0
836026fffffffff,8.0,0.0,0.0,0.0,0.0
836031fffffffff,172.0,0.0,0.0,0.0,0.0
836033fffffffff,165.0,0.0,0.0,0.0,0.0
836034fffffffff,3.0,0.0,0.0,0.0,0.0
836035fffffffff,2.0,0.0,0.0,0.0,0.0
836088fffffffff,2.0,0.0,0.0,0.0,0.0
83608bfffffffff,15.0,0.0,0.0,0.0,0.0
836093fffffffff,1.0,0.0,0.0,0.0,0.0
83609efffffffff,8.0,0.0,0.0,0.0,0.0
8360a1fffffffff,2.0,0.0,0.0,0.0,0.0
8360a2fffffffff,7.0,0.0,0.0,0.0,0.0
8360a8fffffffff,117.0,0.0,0.0,0.0,0.0
8360a9fffffffff,143.0,0.0,0.0,0.0,0.0
8360aafffffffff,2.0,0.0,0.0,0.0,0.0
8360adfffffffff,686.0,0.0,0.0,0.0,0.0
8360b1fffffffff,4.0,0.0,0.0,0.0,0.0
8360b4fffffffff,4.0,0.0,0.0,0.0,0.0
8360b5fffffffff,5.0,0.0,0.0,0.0,0.0
836188fffffffff,4.0,0.0,0.0,0.0,0.0
83618bfffffffff,38.0,0.0,0.0,0.0,0.0
83618cfffffffff,10.0,0.0,0.0,0.0,0.0
83619afffffffff,5.0,0.0,0.0,0.0,0.0
8361a9fffffffff,2.0,0.0,0.0,0.0,0.0
8361abfffffffff,2.0,0.0,0.0,0.0,0.0
836422fffffffff,2.0,0.0,0.0,0.0,0.0
836426fffffffff,3.0,0.0,0.0,0.0,0.0
836434fffffffff,2.0,0.0,0.0,0.0,0.0
83648cfffffffff,1.0,0.0,0.0,0.0,0.0
8364a4fffffffff,1.0,0.0,0.0,0.0,0.0
8364a5fffffffff,4.0,0.0,0.0,0.0,0.0
8364b6fffffffff,1.0,0.0,0.0,0.0,0.0
836500fffffffff,6.0,0.0,0.0,0.0,0.0
836501fffffffff,6.0,0.0,0.0,0.0,0.0
836502fffffffff,6.0,0.0,0.0,0.0,0.0
836503fffffffff,64.0,0.0,0.0,0.0,0.0
836505fffffffff,8.0,0.0,0.0,0.0,0.0
836518fffffffff,28.0,0.0,0.0,0.0,0.0
836519fffffffff,2.0,0.0,0.0,0.0,0.0
83651dfffffffff,122.0,0.0,0.0,0.0,0.0
836520fffffffff,11.0,0.0,0.0,0.0,0.0
836523fffffffff,5.0,0.0,0.0,0.0,0.0
836526fffffffff,20.0,0.0,0.0,0.0,0.0
83658bfffffffff,3.0,0.0,0.0,0.0,0.0
8365b2fffffffff,2.0,0.0,0.0,0.0,0.0
83684efffffffff,1.0,0.0,0.0,0.0,0.0
83685efffffffff,5.0,0.0,0.0,0.0,0.0
