cell_id,Anas bahamensis,Anas bahamensis bahamensis/rubrirostris,Anas bahamensis galapagensis
821f97fffffffff,3.0,0.0,0.0
8243a7fffffffff,9.0,0.0,0.0
824437fffffffff,37.0,0.0,0.0
824487fffffffff,866.0,0.0,0.0
8244b7fffffffff,897.0,0.0,0.0
824587fffffffff,2.0,0.0,0.0
82458ffffffffff,42.0,3.0,0.0
82459ffffffffff,103.0,15.0,0.0
824c87fffffffff,248.0,0.0,0.0
824c8ffffffffff,237.0,0.0,0.0
824c97fffffffff,52.0,0.0,0.0
824c9ffffffffff,34.0,2.0,0.0
824caffffffffff,105.0,0.0,0.0
824cb7fffffffff,169.0,0.0,0.0
824cc7fffffffff,3283.0,0.0,0.0
824cd7fffffffff,244.0,0.0,0.0
824ceffffffffff,1225.0,4.0,0.0
824cf7fffffffff,53.0,0.0,0.0
824d4ffffffffff,1216.0,0.0,0.0
825e4ffffffffff,43.0,0.0,0.0
825e5ffffffffff,250.0,0.0,0.0
825f0ffffffffff,51.0,0.0,0.0
825f17fffffffff,1.0,0.0,0.0
825f1ffffffffff,15.0,0.0,0.0
825f4ffffffffff,215.0,0.0,0.0
825f5ffffffffff,184.0,0.0,0.0
826607fffffffff,2.0,0.0,0.0
82661ffffffffff,2.0,0.0,0.0
826627fffffffff,276.0,15.0,0.0
82662ffffffffff,13.0,0.0,0.0
826637fffffffff,59.0,0.0,0.0
8266d7fffffffff,308.0,3.0,0.0
8266e7fffffffff,2.0,0.0,0.0
8266f7fffffffff,3.0,0.0,0.0
826727fffffffff,127.0,0.0,0.0
826747fffffffff,1904.0,2.0,0.0
82674ffffffffff,97.0,0.0,0.0
826757fffffffff,428.0,0.0,0.0
82676ffffffffff,14.0,0.0,0.0
826777fffffffff,1256.0,0.0,0.0
826c5ffffffffff,1734.0,0.0,813.0
828017fffffffff,20.0,0.0,0.0
82801ffffffffff,5.0,0.0,0.0
828037fffffffff,11.0,0.0,0.0
8280a7fffffffff,2.0,2.0,0.0
828107fffffffff,19.0,0.0,0.0
82810ffffffffff,1.0,0.0,0.0
828117fffffffff,46.0,0.0,0.0
82811ffffffffff,14.0,0.0,0.0
828137fffffffff,30.0,2.0,0.0
828187fffffffff,25.0,0.0,0.0
82818ffffffffff,26.0,0.0,0.0
82819ffffffffff,6.0,0.0,0.0
8281a7fffffffff,7.0,4.0,0.0
8281affffffffff,38.0,0.0,0.0
