cell_id,Phylloscopus affinis,Phylloscopus affinis affinis/perflavus,Phylloscopus affinis occisinensis
84302b7ffffffff,9.0,0.0,9.0
8430e25ffffffff,6.0,0.0,6.0
8430e41ffffffff,2.0,0.0,2.0
843c0a5ffffffff,28.0,28.0,0.0
843c0a9ffffffff,3.0,3.0,0.0
843c0e7ffffffff,2.0,0.0,0.0
843c199ffffffff,19.0,19.0,0.0
843c19bffffffff,2.0,2.0,0.0
843c1c3ffffffff,1.0,1.0,0.0
843c1d1ffffffff,11.0,10.0,0.0
843c1d3ffffffff,16.0,16.0,0.0
843c329ffffffff,2.0,2.0,0.0
843c335ffffffff,2.0,2.0,0.0
843c33dffffffff,4.0,0.0,0.0
843c369ffffffff,1.0,1.0,0.0
843c521ffffffff,58.0,58.0,0.0
843c525ffffffff,5.0,5.0,0.0
843c527ffffffff,33.0,33.0,0.0
843c581ffffffff,4.0,0.0,0.0
843c583ffffffff,2.0,2.0,0.0
843c585ffffffff,2.0,2.0,0.0
843c589ffffffff,1.0,0.0,0.0
843c5a1ffffffff,30.0,30.0,0.0
843c5a9ffffffff,63.0,63.0,0.0
843c5adffffffff,5.0,5.0,0.0
843c5bdffffffff,2.0,2.0,0.0
843c5cbffffffff,6.0,6.0,0.0
843c5e7ffffffff,3.0,3.0,0.0
843c6e3ffffffff,4.0,0.0,4.0
843c899ffffffff,2.0,2.0,0.0
843c8cbffffffff,3.0,3.0,0.0
843c8d9ffffffff,5.0,5.0,0.0
843c8dbffffffff,6.0,6.0,0.0
843c8e5ffffffff,2.0,2.0,0.0
843c8edffffffff,2.0,2.0,0.0
843c929ffffffff,5.0,5.0,0.0
843c945ffffffff,7.0,7.0,0.0
843c967ffffffff,1.0,1.0,0.0
843ca87ffffffff,25.0,25.0,0.0
843ca8bffffffff,1.0,1.0,0.0
843ca91ffffffff,1.0,1.0,0.0
843ca93ffffffff,2.0,2.0,0.0
843ca95ffffffff,5.0,5.0,0.0
843ca97ffffffff,18.0,15.0,0.0
843cab1ffffffff,11.0,9.0,0.0
843cab7ffffffff,2.0,2.0,0.0
843cab9ffffffff,14.0,9.0,0.0
843cac3ffffffff,12.0,12.0,0.0
843caddffffffff,7.0,7.0,0.0
843cb4dffffffff,1.0,1.0,0.0
843cb51ffffffff,2.0,2.0,0.0
843cb59ffffffff,6.0,6.0,0.0
843cb5dffffffff,7.0,7.0,0.0
843cb6dffffffff,4.0,4.0,0.0
843cc09ffffffff,1.0,1.0,0.0
843cc31ffffffff,1.0,1.0,0.0
843cc47ffffffff,3.0,3.0,0.0
843cc6bffffffff,6.0,6.0,0.0
843ccc9ffffffff,11.0,11.0,0.0
843cccdffffffff,2.0,2.0,0.0
843ce01ffffffff,2.0,2.0,0.0
843ce03ffffffff,13.0,13.0,0.0
843ce0bffffffff,2.0,2.0,0.0
843ce11ffffffff,29.0,29.0,0.0
843ce13ffffffff,3.0,3.0,0.0
843ce15ffffffff,66.0,66.0,0.0
843ce19ffffffff,8.0,8.0,0.0
843ce1bffffffff,13.0,13.0,0.0
843ce29ffffffff,4.0,4.0,0.0
843ce31ffffffff,5.0,5.0,0.0
843ce3bffffffff,1.0,1.0,0.0
843ce41ffffffff,8.0,8.0,0.0
843ce43ffffffff,2.0,2.0,0.0
843ce47ffffffff,2.0,2.0,0.0
843ce55ffffffff,27.0,27.0,0.0
843ce57ffffffff,30.0,30.0,0.0
843ce5dffffffff,1.0,1.0,0.0
843ce83ffffffff,2.0,2.0,0.0
843ce85ffffffff,24.0,24.0,0.0
843ce87ffffffff,2.0,2.0,0.0
843ce8bffffffff,16.0,16.0,0.0
843ce95ffffffff,5.0,5.0,0.0
843cea1ffffffff,4.0,4.0,0.0
843cea3ffffffff,3.0,3.0,0.0
843cea5ffffffff,12.0,12.0,0.0
843cea7ffffffff,29.0,29.0,0.0
843cea9ffffffff,2.0,2.0,0.0
843ceabffffffff,3.0,3.0,0.0
843cebdffffffff,16.0,16.0,0.0
843cec1ffffffff,138.0,138.0,0.0
843cec3ffffffff,93.0,93.0,0.0
843cec9ffffffff,76.0,76.0,0.0
843cecdffffffff,29.0,29.0,0.0
843ced1ffffffff,19.0,19.0,0.0
843ced5ffffffff,9.0,9.0,0.0
843ced9ffffffff,5.0,5.0,0.0
843cedbffffffff,1.0,1.0,0.0
843ceddffffffff,2.0,2.0,0.0
843cf2dffffffff,4.0,4.0,0.0
843cf47ffffffff,1.0,1.0,0.0
843d005ffffffff,2.0,2.0,0.0
843d06dffffffff,2.0,2.0,0.0
843d101ffffffff,3.0,3.0,0.0
843d107ffffffff,5.0,5.0,0.0
843d109ffffffff,8.0,8.0,0.0
843d139ffffffff,4.0,4.0,0.0
843d141ffffffff,2.0,2.0,0.0
843d143ffffffff,2.0,2.0,0.0
843d155ffffffff,10.0,10.0,0.0
843d1e7ffffffff,7.0,7.0,0.0
843d1edffffffff,2.0,2.0,0.0
843d303ffffffff,5.0,5.0,0.0
843d30bffffffff,1.0,1.0,0.0
843d323ffffffff,2.0,2.0,0.0
843d33bffffffff,2.0,2.0,0.0
843d33dffffffff,3.0,3.0,0.0
843d34bffffffff,1.0,1.0,0.0
843d355ffffffff,4.0,3.0,0.0
843d35dffffffff,1.0,1.0,0.0
843d363ffffffff,2.0,2.0,0.0
843d36bffffffff,2.0,0.0,0.0
843d8c3ffffffff,4.0,4.0,0.0
843d8ddffffffff,2.0,2.0,0.0
843d915ffffffff,2.0,2.0,0.0
843d981ffffffff,2.0,2.0,0.0
843d987ffffffff,3.0,2.0,0.0
843d9b7ffffffff,15.0,15.0,0.0
843d9b9ffffffff,4.0,2.0,0.0
843d9d1ffffffff,2.0,2.0,0.0
843d9dbffffffff,4.0,4.0,0.0
843d9e5ffffffff,3.0,3.0,0.0
843d9edffffffff,2.0,2.0,0.0
843da11ffffffff,28.0,26.0,0.0
843da13ffffffff,2.0,2.0,0.0
843da1dffffffff,12.0,7.0,0.0
843da37ffffffff,11.0,11.0,0.0
843da97ffffffff,3.0,3.0,0.0
843dac9ffffffff,6.0,6.0,0.0
843dad1ffffffff,67.0,67.0,0.0
843dad9ffffffff,3.0,2.0,0.0
843dadbffffffff,3.0,3.0,0.0
843db13ffffffff,1.0,1.0,0.0
84404c1ffffffff,5.0,0.0,5.0
84404ddffffffff,3.0,0.0,3.0
8440591ffffffff,1.0,0.0,1.0
8441b43ffffffff,3.0,0.0,0.0
8441b61ffffffff,1.0,0.0,1.0
8441b65ffffffff,2.0,0.0,1.0
8442493ffffffff,2.0,2.0,0.0
84425b1ffffffff,2.0,2.0,0.0
8442cc7ffffffff,2.0,2.0,0.0
8442cebffffffff,1.0,1.0,0.0
8442db3ffffffff,12.0,12.0,0.0
8442eb3ffffffff,2.0,2.0,0.0
844b353ffffffff,1.0,0.0,1.0
844ba57ffffffff,9.0,0.0,0.0
8460025ffffffff,3.0,3.0,0.0
846006dffffffff,5.0,5.0,0.0
8460103ffffffff,2.0,2.0,0.0
8460111ffffffff,6.0,6.0,0.0
8460113ffffffff,4.0,4.0,0.0
846012bffffffff,2.0,1.0,0.0
8460139ffffffff,3.0,3.0,0.0
8460143ffffffff,2.0,2.0,0.0
8460145ffffffff,37.0,35.0,0.0
8460147ffffffff,2.0,2.0,0.0
8460149ffffffff,4.0,4.0,0.0
846014dffffffff,28.0,19.0,0.0
8460157ffffffff,6.0,6.0,0.0
8460159ffffffff,2.0,2.0,0.0
846015dffffffff,6.0,5.0,0.0
8460169ffffffff,50.0,41.0,0.0
846016bffffffff,26.0,26.0,0.0
846016dffffffff,6.0,6.0,0.0
84601a5ffffffff,2.0,2.0,0.0
8460261ffffffff,2.0,2.0,0.0
846030bffffffff,2.0,2.0,0.0
8460311ffffffff,7.0,7.0,0.0
8460315ffffffff,5.0,5.0,0.0
8460317ffffffff,8.0,8.0,0.0
8460319ffffffff,10.0,10.0,0.0
846031bffffffff,5.0,5.0,0.0
846031dffffffff,5.0,5.0,0.0
8460327ffffffff,3.0,1.0,0.0
8460331ffffffff,181.0,179.0,0.0
8460333ffffffff,258.0,258.0,0.0
8460335ffffffff,2.0,2.0,0.0
8460337ffffffff,2.0,2.0,0.0
8460339ffffffff,2.0,2.0,0.0
846033bffffffff,81.0,69.0,0.0
8460353ffffffff,1.0,1.0,0.0
846084dffffffff,2.0,2.0,0.0
8460881ffffffff,1.0,0.0,0.0
8460885ffffffff,8.0,8.0,0.0
8460887ffffffff,22.0,22.0,0.0
8460889ffffffff,2.0,2.0,0.0
846088dffffffff,4.0,4.0,0.0
84608abffffffff,13.0,12.0,0.0
84608b5ffffffff,3.0,3.0,0.0
84608bdffffffff,12.0,12.0,0.0
84608e3ffffffff,3.0,3.0,0.0
8460925ffffffff,12.0,12.0,0.0
8460927ffffffff,4.0,4.0,0.0
8460939ffffffff,3.0,3.0,0.0
846093dffffffff,3.0,0.0,0.0
846094dffffffff,1.0,1.0,0.0
8460961ffffffff,2.0,2.0,0.0
8460965ffffffff,6.0,6.0,0.0
846099bffffffff,6.0,6.0,0.0
8460a25ffffffff,3.0,3.0,0.0
8460a27ffffffff,24.0,24.0,0.0
8460a61ffffffff,7.0,7.0,0.0
8460a99ffffffff,2.0,2.0,0.0
8460a9dffffffff,1.0,1.0,0.0
8460b19ffffffff,3.0,3.0,0.0
8460b1bffffffff,10.0,10.0,0.0
8460b47ffffffff,8.0,8.0,0.0
8460b53ffffffff,2.0,2.0,0.0
8461893ffffffff,16.0,16.0,0.0
84618b9ffffffff,12.0,12.0,0.0
84619a5ffffffff,7.0,7.0,0.0
84619a9ffffffff,2.0,2.0,0.0
8464829ffffffff,8.0,0.0,6.0
846482dffffffff,9.0,0.0,9.0
84648c9ffffffff,1.0,1.0,0.0
