cell_id,Thinornis dubius,Thinornis dubius curonicus,Thinornis dubius dubius/jerdoni
8401351ffffffff,2.0,0.0,0.0
840bb03ffffffff,1.0,1.0,0.0
841181bffffffff,2.0,2.0,0.0
8411abdffffffff,2.0,2.0,0.0
8411ae3ffffffff,24.0,24.0,0.0
841828bffffffff,6.0,0.0,0.0
84182c9ffffffff,1.0,0.0,0.0
84182cbffffffff,5.0,0.0,0.0
8418469ffffffff,3.0,0.0,0.0
8418495ffffffff,14.0,0.0,0.0
84184b7ffffffff,1.0,0.0,0.0
84184b9ffffffff,6.0,2.0,0.0
8418597ffffffff,4.0,1.0,0.0
84185bbffffffff,8.0,0.0,0.0
8418629ffffffff,2.0,0.0,0.0
84186c3ffffffff,2.0,0.0,0.0
84186c9ffffffff,4.0,0.0,0.0
8419293ffffffff,2.0,0.0,0.0
8419413ffffffff,4.0,0.0,0.0
8419421ffffffff,3.0,0.0,0.0
841942bffffffff,1.0,0.0,0.0
8419435ffffffff,2.0,0.0,0.0
84194b9ffffffff,2.0,0.0,0.0
84194c5ffffffff,2.0,0.0,0.0
84194ddffffffff,3.0,0.0,0.0
84194e7ffffffff,1.0,0.0,0.0
84194e9ffffffff,2.0,0.0,0.0
84194edffffffff,2.0,0.0,0.0
8419507ffffffff,1.0,0.0,0.0
8419513ffffffff,4.0,4.0,0.0
8419527ffffffff,4.0,0.0,0.0
84195c1ffffffff,1.0,0.0,0.0
8419693ffffffff,4.0,0.0,0.0
8419695ffffffff,2.0,0.0,0.0
8419697ffffffff,1.0,0.0,0.0
84196ddffffffff,4.0,0.0,0.0
8419721ffffffff,2.0,0.0,0.0
8419767ffffffff,4.0,0.0,0.0
841e025ffffffff,3.0,2.0,0.0
841e029ffffffff,5.0,5.0,0.0
841e02dffffffff,5.0,5.0,0.0
841e043ffffffff,2.0,0.0,0.0
841e059ffffffff,3.0,0.0,0.0
841e05bffffffff,18.0,0.0,0.0
841e067ffffffff,3.0,1.0,0.0
841e0a9ffffffff,3.0,0.0,0.0
841e0c3ffffffff,2.0,2.0,0.0
841e0e3ffffffff,2.0,0.0,0.0
841e139ffffffff,3.0,0.0,0.0
841e187ffffffff,2.0,0.0,0.0
841e19dffffffff,3.0,0.0,0.0
841e1b3ffffffff,2.0,0.0,0.0
841e239ffffffff,2.0,0.0,0.0
841e297ffffffff,2.0,0.0,0.0
841e2bbffffffff,3.0,0.0,0.0
841e367ffffffff,2.0,0.0,0.0
841e5cdffffffff,1.0,0.0,0.0
841ea19ffffffff,1.0,1.0,0.0
841ea51ffffffff,1.0,0.0,0.0
841ea53ffffffff,6.0,0.0,0.0
841ea63ffffffff,4.0,0.0,0.0
841eb53ffffffff,2.0,0.0,0.0
841ec1dffffffff,3.0,0.0,0.0
841ec21ffffffff,2.0,0.0,0.0
841ec93ffffffff,4.0,0.0,0.0
841eca9ffffffff,7.0,0.0,0.0
841ecbbffffffff,2.0,0.0,0.0
841eccbffffffff,2.0,0.0,0.0
841ece5ffffffff,1.0,1.0,0.0
841ece7ffffffff,1.0,0.0,0.0
841ece9ffffffff,1.0,0.0,0.0
841ed1bffffffff,4.0,0.0,0.0
841ed35ffffffff,1.0,0.0,0.0
841ed6bffffffff,3.0,0.0,0.0
841ed93ffffffff,1.0,0.0,0.0
841ede1ffffffff,2.0,0.0,0.0
841eeb7ffffffff,2.0,0.0,0.0
841eee3ffffffff,1.0,0.0,0.0
841f029ffffffff,2.0,0.0,0.0
841f05bffffffff,2.0,0.0,0.0
841f0e1ffffffff,2.0,0.0,0.0
841f14dffffffff,2.0,0.0,0.0
841f1a5ffffffff,6.0,6.0,0.0
841f283ffffffff,5.0,5.0,0.0
841f2a3ffffffff,1.0,1.0,0.0
841f33dffffffff,1.0,0.0,0.0
841f727ffffffff,1.0,0.0,0.0
841f835ffffffff,2.0,0.0,0.0
841f83bffffffff,5.0,0.0,0.0
841f9a1ffffffff,2.0,0.0,0.0
841f9d7ffffffff,5.0,0.0,0.0
841fa59ffffffff,6.0,0.0,0.0
841fab1ffffffff,2.0,0.0,0.0
841fadbffffffff,1.0,0.0,0.0
841faddffffffff,1.0,0.0,0.0
841fae7ffffffff,2.0,0.0,0.0
841fb2dffffffff,4.0,0.0,0.0
842010dffffffff,1.0,0.0,0.0
8420499ffffffff,2.0,2.0,0.0
842049dffffffff,1.0,1.0,0.0
8421529ffffffff,2.0,2.0,0.0
8421567ffffffff,2.0,0.0,0.0
84240cdffffffff,2.0,0.0,0.0
84242d5ffffffff,1.0,0.0,0.0
8424539ffffffff,3.0,0.0,0.0
8424d05ffffffff,2.0,0.0,0.0
8425131ffffffff,1.0,1.0,0.0
8425133ffffffff,1.0,1.0,0.0
84255b7ffffffff,1.0,1.0,0.0
8425ac9ffffffff,3.0,3.0,0.0
842c043ffffffff,1.0,0.0,0.0
842c13dffffffff,1.0,0.0,0.0
842c193ffffffff,2.0,0.0,0.0
842c281ffffffff,2.0,2.0,0.0
842c2a1ffffffff,1.0,1.0,0.0
842c2a3ffffffff,2.0,0.0,0.0
842c513ffffffff,23.0,0.0,0.0
842c5cdffffffff,2.0,0.0,0.0
842c93bffffffff,4.0,0.0,0.0
842d03bffffffff,2.0,2.0,0.0
842d14bffffffff,2.0,2.0,0.0
842d181ffffffff,2.0,2.0,0.0
842d183ffffffff,1.0,0.0,0.0
842d325ffffffff,1.0,1.0,0.0
842d331ffffffff,2.0,0.0,0.0
842d367ffffffff,1.0,1.0,0.0
842d641ffffffff,1.0,0.0,0.0
842da81ffffffff,1.0,0.0,0.0
842dae9ffffffff,5.0,0.0,0.0
842db01ffffffff,2.0,0.0,0.0
842db03ffffffff,8.0,0.0,0.0
842db05ffffffff,1.0,1.0,0.0
842db15ffffffff,2.0,0.0,0.0
842db29ffffffff,2.0,0.0,0.0
842db67ffffffff,18.0,0.0,0.0
842e611ffffffff,2.0,0.0,0.0
842e8c7ffffffff,1.0,0.0,0.0
842f5a3ffffffff,4.0,0.0,0.0
842f5d7ffffffff,2.0,0.0,0.0
8430305ffffffff,2.0,2.0,0.0
8430991ffffffff,4.0,0.0,0.0
8430997ffffffff,3.0,0.0,0.0
84309b3ffffffff,3.0,0.0,0.0
84309bbffffffff,1.0,0.0,0.0
84309d9ffffffff,1.0,0.0,0.0
8430e2bffffffff,2.0,0.0,0.0
8430ea7ffffffff,2.0,0.0,0.0
8430ec3ffffffff,3.0,0.0,0.0
8431859ffffffff,1.0,0.0,0.0
843185bffffffff,2.0,0.0,0.0
8431aadffffffff,5.0,0.0,0.0
84344c5ffffffff,8.0,8.0,0.0
84344cbffffffff,3.0,3.0,0.0
843466bffffffff,3.0,0.0,0.0
8434695ffffffff,6.0,6.0,0.0
8434697ffffffff,7.0,7.0,0.0
84346b5ffffffff,2.0,2.0,0.0
84346bbffffffff,1.0,1.0,0.0
84351b5ffffffff,34.0,0.0,0.0
8438105ffffffff,1.0,1.0,0.0
8438243ffffffff,1.0,0.0,0.0
8438625ffffffff,39.0,0.0,0.0
843862bffffffff,1.0,0.0,0.0
843862dffffffff,2.0,0.0,0.0
8438719ffffffff,3.0,0.0,0.0
8438753ffffffff,4.0,0.0,0.0
8438759ffffffff,1.0,0.0,0.0
843875bffffffff,6.0,0.0,0.0
8439003ffffffff,5.0,0.0,0.0
8439007ffffffff,10.0,6.0,0.0
843900dffffffff,4.0,0.0,0.0
8439015ffffffff,5.0,1.0,0.0
843901bffffffff,17.0,0.0,0.0
843901dffffffff,4.0,2.0,0.0
8439021ffffffff,6.0,0.0,0.0
8439025ffffffff,4.0,0.0,0.0
8439029ffffffff,25.0,0.0,0.0
843902bffffffff,2.0,2.0,0.0
843902dffffffff,24.0,0.0,0.0
8439033ffffffff,1.0,0.0,0.0
8439035ffffffff,1.0,1.0,0.0
8439039ffffffff,9.0,3.0,0.0
843903bffffffff,3.0,0.0,0.0
843903dffffffff,9.0,3.0,0.0
8439043ffffffff,4.0,0.0,0.0
8439047ffffffff,32.0,0.0,0.0
843904bffffffff,20.0,0.0,0.0
843905bffffffff,4.0,0.0,0.0
843905dffffffff,14.0,0.0,0.0
8439061ffffffff,9.0,0.0,0.0
8439063ffffffff,14.0,0.0,0.0
8439065ffffffff,3.0,0.0,0.0
8439067ffffffff,11.0,0.0,0.0
843906dffffffff,7.0,0.0,0.0
8439089ffffffff,4.0,4.0,0.0
843908dffffffff,6.0,2.0,0.0
84390a1ffffffff,8.0,0.0,0.0
84390a5ffffffff,9.0,0.0,0.0
84390c1ffffffff,3.0,0.0,0.0
84390c3ffffffff,1.0,0.0,0.0
84390c7ffffffff,2.0,0.0,0.0
84390c9ffffffff,2.0,0.0,0.0
84390cbffffffff,93.0,0.0,0.0
84390e3ffffffff,11.0,0.0,0.0
8439101ffffffff,3.0,0.0,0.0
843910bffffffff,5.0,0.0,0.0
8439111ffffffff,6.0,0.0,0.0
8439115ffffffff,13.0,0.0,0.0
8439119ffffffff,5.0,0.0,0.0
8439151ffffffff,2.0,0.0,0.0
8439153ffffffff,17.0,0.0,0.0
8439155ffffffff,5.0,0.0,0.0
8439157ffffffff,7.0,0.0,0.0
8439159ffffffff,9.0,0.0,0.0
843915bffffffff,22.0,0.0,0.0
8439183ffffffff,1.0,0.0,0.0
8439189ffffffff,2.0,0.0,0.0
84391abffffffff,1.0,0.0,0.0
84391c7ffffffff,8.0,0.0,0.0
84391d1ffffffff,2.0,0.0,0.0
84391d7ffffffff,9.0,0.0,0.0
84391ddffffffff,2.0,0.0,0.0
84391e3ffffffff,2.0,0.0,0.0
8439207ffffffff,3.0,3.0,0.0
843920bffffffff,8.0,0.0,0.0
8439227ffffffff,20.0,0.0,0.0
8439237ffffffff,3.0,0.0,0.0
8439239ffffffff,2.0,0.0,0.0
843923dffffffff,7.0,0.0,0.0
8439255ffffffff,6.0,0.0,0.0
8439257ffffffff,10.0,0.0,0.0
8439285ffffffff,16.0,0.0,0.0
8439287ffffffff,4.0,0.0,0.0
843928dffffffff,5.0,0.0,0.0
8439299ffffffff,2.0,0.0,0.0
84392a3ffffffff,14.0,0.0,0.0
84392a9ffffffff,2.0,0.0,0.0
84392abffffffff,6.0,0.0,0.0
84392adffffffff,12.0,0.0,0.0
84392b5ffffffff,19.0,0.0,0.0
84392dbffffffff,2.0,0.0,0.0
84392e1ffffffff,2.0,0.0,0.0
84392e7ffffffff,4.0,0.0,0.0
8439313ffffffff,1.0,0.0,0.0
843931bffffffff,5.0,0.0,0.0
8439331ffffffff,1.0,0.0,0.0
8439333ffffffff,6.0,0.0,0.0
843933bffffffff,1.0,0.0,0.0
8439435ffffffff,41.0,5.0,0.0
8439447ffffffff,11.0,9.0,0.0
8439459ffffffff,2.0,2.0,0.0
843946dffffffff,37.0,20.0,0.0
843951dffffffff,2.0,0.0,0.0
8439541ffffffff,3.0,0.0,0.0
8439547ffffffff,3.0,0.0,0.0
8439567ffffffff,11.0,0.0,0.0
84395c9ffffffff,44.0,2.0,0.0
843968dffffffff,2.0,0.0,0.0
84396c7ffffffff,4.0,0.0,0.0
8439709ffffffff,7.0,0.0,0.0
8439711ffffffff,4.0,0.0,0.0
843971dffffffff,11.0,0.0,0.0
8439721ffffffff,6.0,0.0,0.0
8439729ffffffff,5.0,0.0,0.0
8439733ffffffff,8.0,0.0,0.0
8439739ffffffff,93.0,0.0,0.0
8439741ffffffff,17.0,0.0,0.0
8439743ffffffff,2.0,0.0,0.0
8439745ffffffff,2.0,0.0,0.0
8439747ffffffff,4.0,0.0,0.0
843974dffffffff,8.0,0.0,0.0
