cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
84075d1ffffffff,3.0,0.0,0.0
8408861ffffffff,2.0,0.0,0.0
840888dffffffff,2.0,2.0,0.0
8408997ffffffff,21.0,8.0,0.0
84089d3ffffffff,1.0,0.0,0.0
8408b11ffffffff,2.0,0.0,0.0
8408b49ffffffff,2.0,0.0,0.0
8408c21ffffffff,2.0,0.0,0.0
8408d19ffffffff,6.0,0.0,0.0
8408d41ffffffff,2.0,0.0,0.0
8409917ffffffff,2.0,0.0,0.0
840991bffffffff,7.0,0.0,0.0
8409a09ffffffff,1.0,0.0,0.0
8409a55ffffffff,6.0,0.0,0.0
8409a69ffffffff,2.0,0.0,0.0
8409a6bffffffff,5.0,0.0,0.0
840a91dffffffff,2.0,2.0,0.0
8410f29ffffffff,1.0,0.0,0.0
841126dffffffff,8.0,0.0,0.0
8411811ffffffff,2.0,2.0,0.0
8411813ffffffff,9.0,9.0,0.0
841181bffffffff,2.0,2.0,0.0
841181dffffffff,3.0,3.0,0.0
84118e9ffffffff,5.0,3.0,0.0
8411ae3ffffffff,17.0,17.0,0.0
8411ae7ffffffff,11.0,11.0,0.0
8414ae5ffffffff,2.0,0.0,0.0
841828bffffffff,1.0,0.0,0.0
84182adffffffff,1.0,0.0,0.0
84185bbffffffff,1.0,0.0,0.0
841870dffffffff,2.0,0.0,0.0
8418729ffffffff,8.0,0.0,0.0
8418741ffffffff,1.0,0.0,0.0
8419401ffffffff,17.0,0.0,0.0
8419411ffffffff,5.0,0.0,0.0
8419437ffffffff,2.0,0.0,0.0
84194ebffffffff,2.0,0.0,0.0
8419581ffffffff,3.0,0.0,0.0
84195bbffffffff,2.0,0.0,0.0
841973bffffffff,3.0,0.0,0.0
841976bffffffff,1.0,0.0,0.0
841e025ffffffff,2.0,0.0,0.0
841e02dffffffff,3.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0
841e04bffffffff,2.0,0.0,0.0
841e04dffffffff,1.0,0.0,0.0
841e053ffffffff,17.0,0.0,0.0
841e05bffffffff,6.0,0.0,0.0
841e061ffffffff,3.0,0.0,0.0
841e063ffffffff,4.0,0.0,0.0
841e0c3ffffffff,7.0,0.0,0.0
841e103ffffffff,2.0,0.0,0.0
841e11dffffffff,3.0,0.0,0.0
841e123ffffffff,2.0,0.0,0.0
841e13bffffffff,3.0,0.0,0.0
841e1cbffffffff,3.0,0.0,0.0
841e225ffffffff,6.0,0.0,0.0
841e34dffffffff,5.0,0.0,0.0
841e351ffffffff,2.0,0.0,0.0
841e355ffffffff,4.0,0.0,0.0
841e357ffffffff,3.0,0.0,0.0
841e4b1ffffffff,2.0,0.0,0.0
841e513ffffffff,4.0,0.0,0.0
841e5c9ffffffff,2.0,0.0,0.0
841e5cdffffffff,3.0,0.0,0.0
841e5e3ffffffff,1.0,0.0,0.0
841e6adffffffff,2.0,0.0,0.0
841ea03ffffffff,3.0,0.0,0.0
841ea87ffffffff,4.0,3.0,0.0
841ec47ffffffff,2.0,0.0,0.0
841ec99ffffffff,2.0,0.0,0.0
841ec9bffffffff,2.0,0.0,0.0
841ecb1ffffffff,2.0,0.0,0.0
841ece5ffffffff,2.0,0.0,0.0
841ed93ffffffff,6.0,0.0,0.0
841ede1ffffffff,3.0,0.0,0.0
841ef27ffffffff,2.0,0.0,0.0
841f015ffffffff,4.0,0.0,0.0
841f10dffffffff,2.0,0.0,0.0
841f283ffffffff,2.0,0.0,0.0
841f2a3ffffffff,1.0,0.0,0.0
841f33dffffffff,2.0,0.0,0.0
841f355ffffffff,1.0,1.0,0.0
841f50dffffffff,2.0,0.0,0.0
841f5c5ffffffff,4.0,0.0,0.0
841f65dffffffff,1.0,0.0,0.0
841f725ffffffff,13.0,0.0,0.0
841f889ffffffff,2.0,0.0,0.0
841fa0dffffffff,2.0,0.0,0.0
841faddffffffff,4.0,0.0,0.0
8420185ffffffff,1.0,1.0,0.0
8420187ffffffff,1.0,1.0,0.0
84201a1ffffffff,4.0,0.0,4.0
84201adffffffff,2.0,0.0,0.0
842033bffffffff,1.0,0.0,0.0
8420815ffffffff,1.0,0.0,1.0
8420833ffffffff,3.0,0.0,3.0
842083bffffffff,3.0,0.0,3.0
84208c7ffffffff,2.0,0.0,2.0
84208e1ffffffff,1.0,0.0,1.0
84209a3ffffffff,1.0,0.0,1.0
84209a5ffffffff,1.0,0.0,0.0
84209b5ffffffff,3.0,0.0,3.0
8420b11ffffffff,2.0,2.0,0.0
8420b13ffffffff,1.0,0.0,0.0
8420b17ffffffff,4.0,0.0,2.0
8420b1bffffffff,9.0,0.0,0.0
8420f49ffffffff,2.0,0.0,2.0
8420f59ffffffff,3.0,1.0,2.0
8421567ffffffff,4.0,0.0,0.0
84240cdffffffff,2.0,0.0,0.0
8424213ffffffff,1.0,0.0,0.0
84242c3ffffffff,1.0,0.0,0.0
8424501ffffffff,3.0,0.0,3.0
8424529ffffffff,3.0,3.0,0.0
8424539ffffffff,3.0,0.0,0.0
8425123ffffffff,1.0,1.0,0.0
8425131ffffffff,2.0,2.0,0.0
8425133ffffffff,1.0,1.0,0.0
84255a3ffffffff,5.0,3.0,2.0
84255b5ffffffff,1.0,1.0,0.0
84255b7ffffffff,1.0,1.0,0.0
8425ac9ffffffff,6.0,6.0,0.0
8425acbffffffff,1.0,1.0,0.0
8428d8bffffffff,22.0,0.0,0.0
842c00bffffffff,3.0,0.0,0.0
842c203ffffffff,3.0,0.0,0.0
842c4cdffffffff,7.0,0.0,0.0
842c513ffffffff,13.0,0.0,0.0
842c51bffffffff,2.0,0.0,0.0
842c56dffffffff,12.0,0.0,0.0
842c93bffffffff,12.0,0.0,0.0
842cd49ffffffff,1.0,0.0,1.0
842cd5bffffffff,1.0,0.0,1.0
842d125ffffffff,2.0,0.0,0.0
842d14bffffffff,1.0,0.0,0.0
842d331ffffffff,1.0,0.0,0.0
842d641ffffffff,5.0,0.0,0.0
842da17ffffffff,3.0,0.0,0.0
842da81ffffffff,2.0,0.0,0.0
842dab1ffffffff,1.0,0.0,0.0
842dae9ffffffff,8.0,0.0,0.0
842db03ffffffff,5.0,0.0,0.0
842db05ffffffff,2.0,0.0,0.0
842db0bffffffff,5.0,0.0,0.0
842db1dffffffff,1.0,0.0,0.0
842db2dffffffff,2.0,0.0,0.0
842db67ffffffff,2.0,0.0,0.0
842e601ffffffff,2.0,0.0,0.0
8430997ffffffff,1.0,0.0,0.0
84309b3ffffffff,1.0,0.0,0.0
8430c15ffffffff,1.0,0.0,0.0
8430e25ffffffff,1.0,0.0,0.0
84312adffffffff,2.0,0.0,0.0
843185bffffffff,5.0,1.0,0.0
84318c7ffffffff,2.0,0.0,0.0
84344cbffffffff,2.0,0.0,0.0
8434699ffffffff,3.0,0.0,0.0
8438255ffffffff,21.0,0.0,0.0
843903bffffffff,7.0,0.0,0.0
84391a9ffffffff,1.0,0.0,0.0
84391c7ffffffff,4.0,0.0,0.0
84392ebffffffff,12.0,0.0,0.0
843931bffffffff,5.0,0.0,0.0
8439333ffffffff,28.0,0.0,0.0
8439447ffffffff,7.0,0.0,0.0
8439459ffffffff,2.0,0.0,0.0
843946dffffffff,13.0,0.0,0.0
8439541ffffffff,2.0,0.0,0.0
8439547ffffffff,2.0,0.0,0.0
